FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
588,629,03020027,GONZAGA,MANTOVA,MN,LOMBARDIA,50392612.1823123,43155.7851828564,19,0,19,100654583.884766,60988.004264
589,631,03015015,BASIGLIO,MILANO,MI,LOMBARDIA,8532502.745074,15503.070522555,17,3,20,17287889.39209,22074.735404
590,632,03012038,CASCIAGO,VARESE,VA,LOMBARDIA,4019071.72062504,14640.5006434235,4,1,5,8282809.866699,21017.07209
591,633,03016117,GRASSOBBIO,BERGAMO,BG,LOMBARDIA,8489522.57180363,12869.6704422161,55,9,64,17381803.033203,18425.067077
592,634,03016247,COSTA SERINA,BERGAMO,BG,LOMBARDIA,12151423.4532264,17173.0958867407,7,3,10,25036182.624023,24652.932134
593,635,03019088,SAN BASSANO,CREMONA,CR,LOMBARDIA,13879998.6692125,28357.068759298,17,2,19,28011872.935059,40286.558006
594,636,03016071,CERETE,BERGAMO,BG,LOMBARDIA,14268400.17446,20174.2936342313,12,1,13,29428560.357422,28968.452945
595,637,03012087,LAVENO - MOMBELLO,VARESE,VA,LOMBARDIA,28049409.8329853,24663.5873868723,9,0,9,57959293.504395,35455.996264
596,638,03016015,AVIATICO,BERGAMO,BG,LOMBARDIA,8519094.31206619,15229.364915679,3,1,4,17531412.02832,21840.854728
597,639,03013037,CAGLIO,COMO,CO,LOMBARDIA,6617154.41488683,13429.5828805554,3,0,3,13657303.350586,19292.086662
598,640,03016234,VERTOVA,BERGAMO,BG,LOMBARDIA,16066860.7674835,22757.2874852702,36,16,52,33108200.864746,32663.087881
599,641,03018026,CAMPOSPINOSO,PAVIA,PV,LOMBARDIA,3579196.481772,11540.0342624148,4,1,5,7187632.066406,16353.401462
600,643,03016221,UBIALE CLANEZZO,BERGAMO,BG,LOMBARDIA,7365994.32391078,13894.7637003566,7,3,10,15153777.244629,19933.532634
601,644,03015195,SAN GIULIANO MILANESE,MILANO,MI,LOMBARDIA,30594978.4279285,34229.4151422031,91,25,116,62061634.796387,48750.750238
602,645,03012078,GORLA MAGGIORE,VARESE,VA,LOMBARDIA,5390145.97906626,10908.3215060712,3,0,3,11044267.118652,15610.468745
603,646,03013202,ROVELLO PORRO,COMO,CO,LOMBARDIA,5619656.81492446,16866.4364506437,7,1,8,11509610.185059,24143.143267
604,647,03013188,PONTE LAMBRO,COMO,CO,LOMBARDIA,3213369.68361514,12247.5965347177,5,1,6,6622357.886719,17579.74323
605,648,03019081,RIPALTA CREMASCA,CREMONA,CR,LOMBARDIA,11872711.242562,19953.7631121029,33,5,38,24036093.09668,28385.272266
606,649,03015229,VANZAGO,MILANO,MI,LOMBARDIA,6129620.563748,14685.0816727091,15,1,16,12494301.695801,20965.561819
607,650,03012042,CASTELLANZA,VARESE,VA,LOMBARDIA,6860452.78986601,21413.3269694517,20,0,20,14029536.882324,30617.01711
608,651,03015098,CUSANO MILANINO,MILANO,MI,LOMBARDIA,3096340.2938295,8651.09812641097,61,6,67,6318763.130371,12355.833973
609,652,03097040,INTROBIO,LECCO,LC,LOMBARDIA,26091842.9485102,35676.3674522314,4,2,6,54099267.505371,51372.95761
610,653,03016163,PIARIO,BERGAMO,BG,LOMBARDIA,1549021.73016913,6272.69164948247,12,2,14,3199164.481445,9014.698847
611,654,03017145,POLPENAZZE DEL GARDA,BRESCIA,BS,LOMBARDIA,9116645.98084656,19855.4905084816,9,2,11,18594103.462891,28353.79327
612,655,03098059,VALERA FRATTA,LODI,LO,LOMBARDIA,8208502.37079851,17518.7264343884,4,2,6,16576894.699707,24894.966069
613,656,03013004,ALBESE CON CASSANO,COMO,CO,LOMBARDIA,8225156.25184084,18328.6517742478,48,1,49,16938659.895996,26315.125121
614,657,03108049,VILLASANTA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,4888668.834777,13098.8563883112,28,2,30,9995659.615234,18730.130118
615,658,03097005,BARZAGO,LECCO,LC,LOMBARDIA,3603901.54528115,14435.9774640198,6,2,8,7407305.348633,20695.01396
616,659,03017134,PARATICO,BRESCIA,BS,LOMBARDIA,6183025.636175,12660.6224428346,31,7,38,12662555.566406,18118.467326
617,660,03016059,CASIRATE D`ADDA,BERGAMO,BG,LOMBARDIA,10387712.3479085,17704.5247649276,21,4,25,21156688.35791,25262.089728
618,735,03017133,PALAZZOLO SULL`OGLIO,BRESCIA,BS,LOMBARDIA,23014578.7966758,33437.8002335713,106,32,138,47027541.011719,47806.721129
619,739,03014017,CERCINO,SONDRIO,SO,LOMBARDIA,6128161.60695516,14083.5360958689,1,0,1,12782138.069824,20348.329366
620,740,03017047,CEDEGOLO,BRESCIA,BS,LOMBARDIA,10777093.6149413,22497.2898919779,11,0,11,22389891.097656,32426.14559
621,741,03017070,ESINE,BRESCIA,BS,LOMBARDIA,30357116.0950533,29531.7666950188,44,5,49,62685839.007324,42442.04624
622,661,03015134,MARCALLO CON CASONE,MILANO,MI,LOMBARDIA,8131978.32440001,19120.6578863839,16,0,16,16556343.246094,27280.005605
623,662,03019099,SOSPIRO,CREMONA,CR,LOMBARDIA,19123007.4385425,28002.4760808842,31,4,35,38412147.554688,39686.080214
624,663,03015116,LAINATE,MILANO,MI,LOMBARDIA,12767720.356089,23181.5367893136,56,3,59,26067843.362305,33122.104954
625,664,03015022,BESATE,MILANO,MI,LOMBARDIA,12606983.11978,22104.687145223,3,0,3,25505473.557129,31445.761767
626,665,03097002,AIRUNO,LECCO,LC,LOMBARDIA,4265010.27196339,12444.6954943708,8,2,10,8766236.04834,17840.849667
627,666,03098001,ABBADIA CERRETO,LODI,LO,LOMBARDIA,6213359.3047685,18580.8032851826,3,0,3,12572589.301758,26440.069966
628,667,03015050,CARPIANO,MILANO,MI,LOMBARDIA,17216146.972751,28118.2925719261,6,0,6,34875440.870605,40017.026453
629,668,03017035,CAPO DI PONTE,BRESCIA,BS,LOMBARDIA,18613730.6997187,25852.8241036499,18,0,18,38649437.688477,37253.701414
630,670,03017040,CASTEGNATO,BRESCIA,BS,LOMBARDIA,9244317.30465506,15555.1523058995,42,17,59,18865023.786621,22218.519693
631,671,03020010,CASALMORO,MANTOVA,MN,LOMBARDIA,13852586.3002022,18429.8689116781,18,1,19,27981389.457031,26202.443411
632,672,03019068,PERSICO DOSIMO,CREMONA,CR,LOMBARDIA,20576774.1560287,33043.3847915802,42,2,44,41443254.838379,46884.596259
633,673,03017100,MALEGNO,BRESCIA,BS,LOMBARDIA,6935802.9433935,12605.3647162947,19,3,22,14357474.242676,18132.81537
634,674,03098033,MACCASTORNA,LODI,LO,LOMBARDIA,5711081.22136949,14528.2489882421,1,0,1,11487854.120117,20611.972678
635,675,03018068,GAMBOLO`,PAVIA,PV,LOMBARDIA,51587013.011695,45870.4639248709,21,6,27,104191147.05127,65174.678844
636,677,03108020,COGLIATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,7025283.99741305,16305.1292088647,15,0,15,14383626.547363,23317.64572
637,678,03019109,TRESCORE CREMASCO,CREMONA,CR,LOMBARDIA,5889551.5959385,16136.3956040545,17,6,23,11953335.77832,22990.624688
638,679,03012035,CARONNO VARESINO,VARESE,VA,LOMBARDIA,5647719.37692881,13269.8974364244,4,0,4,11602309.000977,19019.093945
639,680,03016240,VILLA DI SERIO,BERGAMO,BG,LOMBARDIA,4694461.19674518,9978.68276744724,54,22,76,9637748.771973,14296.344204
640,681,03019018,CASALETTO CEREDANO,CREMONA,CR,LOMBARDIA,6482248.2733755,14266.0791304401,8,0,8,13116632.675293,20297.333462
641,682,03017112,MONTICELLI BRUSATI,BRESCIA,BS,LOMBARDIA,10816948.8557407,16883.4782753979,24,5,29,22134954.068848,24158.774227
642,683,03013131,LOCATE VARESINO,COMO,CO,LOMBARDIA,5844196.31660895,15375.7816510416,2,1,3,11984648.209961,22022.43098
643,684,03098062,CASTELGERUNDO,LODI,LO,LOMBARDIA,19914945.939317,25801.8262079357,30,1,31,40137587.711426,36634.817451
644,685,03018058,COSTA DE` NOBILI,PAVIA,PV,LOMBARDIA,11876466.779045,17655.0408792928,2,0,2,23882508.454102,25034.704712
645,686,03020058,SAN GIOVANNI DEL DOSSO,MANTOVA,MN,LOMBARDIA,15112923.098314,26395.4232470409,7,1,8,30200408.651855,37311.848429
646,687,03012072,GAVIRATE,VARESE,VA,LOMBARDIA,12595578.5078557,20515.6806585667,6,0,6,25968956.34375,29459.719288
647,688,03019087,SALVIROLA,CREMONA,CR,LOMBARDIA,7378401.023473,21696.0492483332,10,0,10,14952341.955078,30889.265863
648,689,03015136,MASATE,MILANO,MI,LOMBARDIA,4364751.033918,12587.5366847571,8,3,11,8910804.212402,17988.26081
649,691,03016108,GANDINO,BERGAMO,BG,LOMBARDIA,29240406.3386977,27714.1238212902,35,9,44,60242972.089844,39765.885336
650,692,03016116,GORNO,BERGAMO,BG,LOMBARDIA,10076255.614414,17087.9828450998,18,5,23,20791582.022949,24562.366157
651,693,03017180,SOIANO DEL LAGO,BRESCIA,BS,LOMBARDIA,5780384.04882936,12485.7823705383,7,1,8,11783298.230469,17826.690979
652,694,03017167,RUDIANO,BRESCIA,BS,LOMBARDIA,9779506.49261918,14947.9986320235,20,3,23,19909362.355469,21328.73598
653,695,03015058,CASOREZZO,MILANO,MI,LOMBARDIA,6607094.71364549,13160.4445020258,18,1,19,13470656,18786.965713
654,696,03019116,PIADENA DRIZZONA,CREMONA,CR,LOMBARDIA,31474276.7933708,42188.8765758442,17,4,21,63270138.950195,59826.231665
655,698,03018164,TROMELLO,PAVIA,PV,LOMBARDIA,35116759.3602415,32965.2880114304,5,4,9,70801785.90625,46805.346557
656,699,03012017,BREBBIA,VARESE,VA,LOMBARDIA,6531139.43972601,19695.4668251204,2,1,3,13460421.802734,28267.812509
657,700,03018097,MONTESCANO,PAVIA,PV,LOMBARDIA,2299450.9280265,8937.66653076473,1,0,1,4607121.069824,12650.41583
658,701,03015019,BERNATE TICINO,MILANO,MI,LOMBARDIA,12131215.413234,20876.546840238,2,0,2,24690663.553223,29790.13322
659,702,03012128,TRAVEDONA - MONATE,VARESE,VA,LOMBARDIA,9280195.32689602,16094.6554868426,5,0,5,19108584.700684,23093.269949
660,703,03017148,PONTE DI LEGNO,BRESCIA,BS,LOMBARDIA,100452238.419381,61787.2072706759,10,0,10,210324696.23877,89427.448592
661,704,03016162,PIANICO,BERGAMO,BG,LOMBARDIA,2709719.10119592,9040.13594636314,13,0,13,5578899.942383,12969.591599
662,705,03017036,CAPOVALLE,BRESCIA,BS,LOMBARDIA,22781865.4108534,19462.6583683761,1,0,1,46793874.62207,27899.002131
663,706,03017187,TOSCOLANO MADERNO,BRESCIA,BS,LOMBARDIA,57596010.8505029,36691.8480840652,15,2,17,117929794.587402,52497.064107
664,707,03015181,RESCALDINA,MILANO,MI,LOMBARDIA,8189194.76870888,19577.5862400544,12,1,13,16753400.896973,28006.632985
665,708,03015184,ROBECCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,20419835.8757824,30105.1381121935,11,0,11,41485944.486816,42906.266197
666,709,03013254,CENTRO VALLE INTELVI,COMO,CO,LOMBARDIA,19534989.4338655,30442.1852057483,2,0,2,40428952.192383,43791.40538
667,710,03020014,CASTEL D`ARIO,MANTOVA,MN,LOMBARDIA,22542378.0364302,25735.3692964003,11,0,11,45372165.716309,36515.611233
668,711,03018041,CAVA MANARA,PAVIA,PV,LOMBARDIA,17217425.070197,26869.9207297939,26,3,29,34614725.432617,38108.189518
669,712,03016102,FONTENO,BERGAMO,BG,LOMBARDIA,10928878.810101,15644.4454051591,1,3,4,22458864.17041,22417.509893
670,713,03018057,CORVINO SAN QUIRICO,PAVIA,PV,LOMBARDIA,4397465.518503,14139.5213205202,1,1,2,8807210.48291,20018.310006
671,714,03013048,CARUGO,COMO,CO,LOMBARDIA,4144613.00836211,18104.6093337469,7,1,8,8507471.973145,25950.074055
672,715,03016217,TORRE PALLAVICINA,BERGAMO,BG,LOMBARDIA,10246735.3086478,19870.3635718173,6,1,7,20831993.95166,28329.146977
673,716,03016235,VIADANICA,BERGAMO,BG,LOMBARDIA,5412213.1336401,11638.8557387141,2,3,5,11097257.750977,16662.764644
674,717,03016157,PALOSCO,BERGAMO,BG,LOMBARDIA,10720339.118896,18861.9482199743,31,11,42,21899345.734863,26963.284265
675,718,03108039,SEREGNO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,12864380.9643501,19438.6819970396,76,5,81,26342932.413574,27809.965562
676,719,03019061,MOTTA BALUFFI,CREMONA,CR,LOMBARDIA,16799865.7607091,19645.2393596007,7,1,8,33676119.803223,27810.309722
677,720,03014033,GROSIO,SONDRIO,SO,LOMBARDIA,126853557.973374,75902.2941558726,5,2,7,266299355.171387,109957.652229
678,721,03013133,LOMAZZO,COMO,CO,LOMBARDIA,9353463.70255582,19212.257066112,8,0,8,19181639.796387,27520.535658
679,722,03019077,POZZAGLIO ED UNITI,CREMONA,CR,LOMBARDIA,20389822.2295405,26974.7508557596,16,1,17,41108971.302246,38299.58911
680,723,03016050,CAPIZZONE,BERGAMO,BG,LOMBARDIA,4684017.98718297,11521.1253721236,7,3,10,9638621.28125,16522.514597
681,724,03017050,CETO,BRESCIA,BS,LOMBARDIA,32270240.1442557,37117.4316697158,17,1,18,66880930.148926,53441.978425
682,742,03012122,SOLBIATE OLONA,VARESE,VA,LOMBARDIA,4886740.32958808,10896.6870358916,5,0,5,10006616.728516,15588.311308
683,743,03013052,CASLINO D`ERBA,COMO,CO,LOMBARDIA,7243874.44358481,16581.3510000916,4,0,4,14937821.141113,23803.317058
684,744,03016203,SOTTO IL MONTE GIOVANNI XXIII,BERGAMO,BG,LOMBARDIA,5104641.0299023,13178.0799250441,31,5,36,10474017.966309,18876.238437
685,745,03016164,PIAZZA BREMBANA,BERGAMO,BG,LOMBARDIA,6505261.59765249,15937.4672914405,5,1,6,13463445.386231,22927.321865
686,746,03017097,MACLODIO,BRESCIA,BS,LOMBARDIA,5063851.801729,15436.2032746803,8,0,8,10305879.48877,22028.736048
687,747,03013170,ORSENIGO,COMO,CO,LOMBARDIA,4455688.85308225,18796.7423250418,3,0,3,9165901.373535,26964.811035
688,748,03013046,CARIMATE,COMO,CO,LOMBARDIA,5200111.80791163,15308.4513993222,5,0,5,10670696.758301,21939.336104
689,814,03016176,PRESEZZO,BERGAMO,BG,LOMBARDIA,2220891.42301797,9691.78813378307,34,6,40,4554584.375977,13878.993609
690,816,03013012,AROSIO,COMO,CO,LOMBARDIA,2714019.01485402,13106.6677189112,13,2,15,5571626.81543,18784.477561
691,750,03015171,PESCHIERA BORROMEO,MILANO,MI,LOMBARDIA,23480852.37703,29910.1853417731,53,12,65,47731263.748535,42655.611327
692,751,03020034,MEDOLE,MANTOVA,MN,LOMBARDIA,25955403.8664973,28432.3319530538,11,1,12,52534395.956543,40450.347203
693,752,03097035,ESINO LARIO,LECCO,LC,LOMBARDIA,18217153.68563,25740.5358163867,3,0,3,37753126.946289,37052.262705
694,753,03017177,SENIGA,BRESCIA,BS,LOMBARDIA,13608548.1222364,23806.9406628611,5,0,5,27467499.573242,33815.82702
695,754,03098058,TURANO LODIGIANO,LODI,LO,LOMBARDIA,16143010.147214,31216.4369816378,20,3,23,32595763.351074,44360.747373
696,755,03097017,CASSAGO BRIANZA,LECCO,LC,LOMBARDIA,3522195.81066969,12375.9697559,16,1,17,7234879.689453,17736.431936
697,756,03016129,LURANO,BERGAMO,BG,LOMBARDIA,4078315.00715515,10631.8441948759,17,2,19,8326595.33252,15191.087319
698,757,03015125,LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,12349639.9424035,24429.2601472301,24,7,31,25030142.080078,34786.060328
699,758,03019041,DOVERA,CREMONA,CR,LOMBARDIA,20538485.7968065,23711.4306475722,19,4,23,41636845.994141,33758.210044
700,759,03108024,GIUSSANO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,10193120.4622105,22770.9869926772,41,4,45,20905133.895996,32618.645755
701,760,03014071,VALDIDENTRO,SONDRIO,SO,LOMBARDIA,244278237.843335,113551.013884091,13,2,15,515582670.744141,165003.188327
702,761,03098060,VILLANOVA DEL SILLARO,LODI,LO,LOMBARDIA,13843851.1434665,30403.3222869981,8,1,9,27942241.908691,43196.367407
703,762,03016103,FOPPOLO,BERGAMO,BG,LOMBARDIA,16448719.3081691,21199.2584730914,1,0,1,34163238.640137,30538.160026
704,763,03017037,CAPRIANO DEL COLLE,BRESCIA,BS,LOMBARDIA,14020653.161052,22024.0951453329,23,4,27,28505522.649902,31415.224231
705,764,03017043,CASTENEDOLO,BRESCIA,BS,LOMBARDIA,26282097.0026106,27624.3785100863,62,5,67,53459543.680176,39395.818285
706,765,03017039,CARPENEDOLO,BRESCIA,BS,LOMBARDIA,30245869.3840554,25253.8446467776,83,16,99,61263688.680176,35944.762803
707,766,03018154,SUARDI,PAVIA,PV,LOMBARDIA,9857033.24818401,26322.0215367693,1,1,2,19749120.782715,37257.952119
708,767,03019064,OSTIANO,CREMONA,CR,LOMBARDIA,19472168.2800163,32564.2749310335,21,5,26,39273154.177734,46243.850126
709,769,03014018,CHIAVENNA,SONDRIO,SO,LOMBARDIA,11077276.0079162,22487.4214885467,7,2,9,23241251.573242,32581.716573
710,770,03015150,MORIMONDO,MILANO,MI,LOMBARDIA,26105919.3612515,32175.0435130552,2,0,2,52884051.790039,45795.443235
711,771,03018169,VALLE SALIMBENE,PAVIA,PV,LOMBARDIA,7691787.00946201,18733.2308963943,5,0,5,15483938.481445,26581.704047
712,772,03016026,BIANZANO,BERGAMO,BG,LOMBARDIA,6667220.97560963,13842.6814995559,3,3,6,13711945.398438,19845.258854
713,768,03108034,MUGGIO`,MONZA E DELLA BRIANZA,MB,LOMBARDIA,5489567.351531,15423.1131797366,50,13,63,11216724.04541,22047.222825
714,773,03017108,MILZANO,BRESCIA,BS,LOMBARDIA,8512109.96929723,16724.2879715925,7,1,8,17198271.504395,23771.796879
715,775,03108016,CARNATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,3531264.06206153,14608.9682027701,23,3,26,7230597.041992,20905.084536
716,776,03097048,MERATE,LECCO,LC,LOMBARDIA,11024443.8574605,23981.5008754892,64,14,78,22617156.481445,34359.918879
717,777,03016001,ADRARA SAN MARTINO,BERGAMO,BG,LOMBARDIA,12589348.315179,27440.7971828106,4,2,6,25831746.966309,39316.013601
718,778,03020028,GUIDIZZOLO,MANTOVA,MN,LOMBARDIA,22487770.8936062,21898.0235458844,57,4,61,45482329.612305,31150.312672
719,779,03013042,CANZO,COMO,CO,LOMBARDIA,11172351.2801895,18089.9801395055,11,4,15,23040365.858398,25965.907602
720,780,03012058,CUASSO AL MONTE,VARESE,VA,LOMBARDIA,16133446.7410929,19320.0012273377,2,0,2,33344707.625488,27785.653473
721,781,03016153,OSIO SOTTO,BERGAMO,BG,LOMBARDIA,7636886.61014,15464.2576968081,69,22,91,15618441.09375,22110.578409
722,782,03016018,BAGNATICA,BERGAMO,BG,LOMBARDIA,6358476.62219703,13488.5517106032,24,11,35,13021501.455078,19302.744933
723,783,03019048,GERRE DE`CAPRIOLI,CREMONA,CR,LOMBARDIA,8366956.6135875,16524.3116003036,17,1,18,16795773.833984,23416.847099
724,784,03018065,FRASCAROLO,PAVIA,PV,LOMBARDIA,24227249.3445995,41254.1628317364,1,1,2,48569898.73877,58419.043152
725,785,03017023,BOTTICINO,BRESCIA,BS,LOMBARDIA,18560022.3045906,20472.2087460712,48,11,59,37862827.035645,29247.74224
726,786,03020059,SAN MARTINO DALL`ARGINE,MANTOVA,MN,LOMBARDIA,17075786.0718968,23428.1926876444,3,0,3,34280437.769043,33186.778333
727,787,03012059,CUGLIATE - FABIASCO,VARESE,VA,LOMBARDIA,6889169.82258523,18660.9034967114,2,1,3,14255776.386231,26842.252078
728,788,03012084,ISPRA,VARESE,VA,LOMBARDIA,13979380.8460988,17203.364535784,0,1,1,28792590.872559,24694.567716
729,789,03098022,CORNO GIOVINE,LODI,LO,LOMBARDIA,9822272.9738905,21982.4513572846,12,8,20,19749862.419922,31168.663085
730,790,03097001,ABBADIA LARIANA,LECCO,LC,LOMBARDIA,16618816.4350535,22427.1036566337,12,0,12,34332681.805176,32230.278576
731,791,03017166,ROVATO,BRESCIA,BS,LOMBARDIA,26128064.167996,27480.6621715962,91,21,112,53298504.559082,39254.474222
732,792,03015038,BUSCATE,MILANO,MI,LOMBARDIA,7764310.79040792,18049.7334783518,9,0,9,15840932.56543,25782.922679
733,793,03097044,LOMAGNA,LECCO,LC,LOMBARDIA,3958895.67748055,13377.8134509583,12,3,15,8112469.833008,19155.125367
734,794,03097076,SIRTORI,LECCO,LC,LOMBARDIA,4268364.43281142,14607.0669167874,5,0,5,8767125.755859,20933.474845
735,795,03012046,CASTIGLIONE OLONA,VARESE,VA,LOMBARDIA,7031986.97949779,15190.3020619818,3,0,3,14453648.677246,21784.892232
736,796,03018098,MONTESEGALE,PAVIA,PV,LOMBARDIA,14824339.6653335,20873.4288149291,1,0,1,29574645.0625,29487.222074
737,797,03016107,GANDELLINO,BERGAMO,BG,LOMBARDIA,25424736.5145721,24972.5115741485,5,3,8,52723393.722656,35956.787271
738,798,03012086,LAVENA PONTE TRESA,VARESE,VA,LOMBARDIA,4474009.85376273,10826.7278662687,6,0,6,9262762.659668,15580.019043
739,799,03015070,CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,13307649.1624585,26575.9154107719,98,14,112,27131361.666992,37945.180761
740,800,03013053,CASNATE CON BERNATE,COMO,CO,LOMBARDIA,5215766.91479203,11582.3770741375,10,5,15,10722451.946289,16608.654834
741,801,03012082,INARZO,VARESE,VA,LOMBARDIA,2452632.36212832,8655.28502483432,3,0,3,5046775.192383,12412.507836
742,802,03016249,CORNALBA,BERGAMO,BG,LOMBARDIA,9402875.46112262,12882.7806620088,1,0,1,19394540.117188,18503.601444
743,803,03015179,PREGNANA MILANESE,MILANO,MI,LOMBARDIA,4917088.66515899,15577.302817454,14,1,15,10021247.009766,22237.266337
744,805,03097082,VALGREGHENTINO,LECCO,LC,LOMBARDIA,6260297.5238491,15497.9778116713,6,0,6,12874903.780273,22229.492645
745,806,03097062,PADERNO D`ADDA,LECCO,LC,LOMBARDIA,3551108.57621041,11749.831483227,15,2,17,7278061.951172,16815.805069
746,807,03013047,CARLAZZO,COMO,CO,LOMBARDIA,12684453.0106151,20704.8309985315,6,1,7,26350695.073242,29846.17348
747,808,03018037,CASTEGGIO,PAVIA,PV,LOMBARDIA,17912253.758047,25008.7501609684,21,12,33,35865161.470703,35392.997928
748,809,03013165,OLGIATE COMASCO,COMO,CO,LOMBARDIA,10962124.7033977,16475.2495820566,8,1,9,22556833.941895,23633.253042
749,811,03016212,TELGATE,BERGAMO,BG,LOMBARDIA,8363271.99502414,13283.8612830718,28,8,36,17105496.147461,19001.351237
750,812,03017140,PERTICA BASSA,BRESCIA,BS,LOMBARDIA,30140722.2701194,27091.1517923171,6,0,6,61946800.831055,38834.884606
751,813,03097022,CIVATE,LECCO,LC,LOMBARDIA,9093719.86591587,14894.6304298598,16,3,19,18740637.430664,21379.580823
752,815,03013026,BLEVIO,COMO,CO,LOMBARDIA,5600636.38059865,10262.2795923927,3,0,3,11545575.01416,14734.761114
753,891,03016238,VILLA D`ADDA,BERGAMO,BG,LOMBARDIA,5930636.43941995,12556.6584410852,27,9,36,12172761.195801,17992.250704
754,893,03019056,MALAGNINO,CREMONA,CR,LOMBARDIA,10818008.4889598,23609.8658759937,17,2,19,21747499.543457,33473.563109
755,894,03018006,BADIA PAVESE,PAVIA,PV,LOMBARDIA,5028624.943957,16374.1282066607,1,1,2,10108492.31543,23215.420501
756,817,03017014,BEDIZZOLE,BRESCIA,BS,LOMBARDIA,26412629.2608327,24925.5801906964,42,5,47,53784758.983398,35564.722337
757,818,03019001,ACQUANEGRA CREMONESE,CREMONA,CR,LOMBARDIA,9230902.78745995,19865.0372702786,11,9,20,18587304.005859,28204.426447
758,819,03015183,ROBECCHETTO CON INDUNO,MILANO,MI,LOMBARDIA,13969426.1283955,23392.9826967585,7,2,9,28470215.695313,33393.870872
759,820,03014003,ANDALO VALTELLINO,SONDRIO,SO,LOMBARDIA,6721791.88455374,19553.1474569949,1,0,1,13995658.958496,28226.064404
760,821,03013113,GRIANTE,COMO,CO,LOMBARDIA,6997403.24718533,11818.6660343776,1,0,1,14508427.478516,17017.042791
761,822,03019034,CREDERA RUBBIANO,CREMONA,CR,LOMBARDIA,14384708.4094485,21801.2009708474,13,1,14,29091011.155273,31011.651154
762,824,03016042,BRUSAPORTO,BERGAMO,BG,LOMBARDIA,5046122.90067047,10483.5525418935,31,9,40,10339692.738281,15004.457051
763,825,03016180,RIVA DI SOLTO,BERGAMO,BG,LOMBARDIA,8522706.27053758,18876.7603128668,2,6,8,17522552.780273,27063.799902
764,826,03017139,PERTICA ALTA,BRESCIA,BS,LOMBARDIA,20898828.3612648,29777.7746043993,1,0,1,42924080.447266,42686.91497
765,827,03020071,BORGO VIRGILIO,MANTOVA,MN,LOMBARDIA,70306154.9402253,66481.3543070882,12,0,12,141057024.021973,94146.758926
766,828,03020018,CAVRIANA,MANTOVA,MN,LOMBARDIA,36856203.1028163,40343.3967146151,24,2,26,74640640.211426,57410.468951
767,829,03017124,ONO SAN PIETRO,BRESCIA,BS,LOMBARDIA,13886964.8054878,25247.2801971537,3,2,5,28821727.349121,36365.288734
768,831,03018061,DORNO,PAVIA,PV,LOMBARDIA,30600308.3680805,38637.9510431665,11,1,12,61567245.668457,54802.971581
769,832,03018022,BREME,PAVIA,PV,LOMBARDIA,19166654.986044,25535.6081207865,0,1,1,38541682.111816,36211.755848
770,830,03013192,PROSERPIO,COMO,CO,LOMBARDIA,2554409.3787188,7834.80875999524,3,0,3,5264547.260254,11245.927314
771,833,03097037,GARBAGNATE MONASTERO,LECCO,LC,LOMBARDIA,3467564.0003533,13266.5399565793,3,1,4,7130374.604004,19023.197619
772,834,03017142,PIAN CAMUNO,BRESCIA,BS,LOMBARDIA,10971285.967708,20372.0045294126,21,1,22,22607048.722168,29234.586524
773,835,03017113,MONTICHIARI,BRESCIA,BS,LOMBARDIA,81141996.8976452,40091.6238399846,162,18,180,164717626.274414,57118.175469
774,836,03016055,CAROBBIO DEGLI ANGELI,BERGAMO,BG,LOMBARDIA,6810529.06104511,17748.8846749608,21,4,25,13951392.694336,25398.821135
775,837,03015122,LISCATE,MILANO,MI,LOMBARDIA,9354357.35196801,19087.8012580232,12,2,14,19036986.584961,27234.944049
776,838,03017202,VIONE,BRESCIA,BS,LOMBARDIA,35445289.2719208,34108.3980039884,8,1,9,74168626.715332,49362.038275
777,839,03018113,PIEVE DEL CAIRO,PAVIA,PV,LOMBARDIA,25509108.335847,44043.48714697,6,4,10,51162824.025879,62367.197807
778,840,03020035,MOGLIA,MANTOVA,MN,LOMBARDIA,31863781.0081043,39156.8758625802,13,2,15,63633341.686523,55340.189819
779,841,03017147,PONCARALE,BRESCIA,BS,LOMBARDIA,12632907.303547,21061.8295480492,25,5,30,25689093.38916,30033.73149
780,842,03012062,CUVEGLIO,VARESE,VA,LOMBARDIA,7664402.52838053,22073.2328393606,4,0,4,15840515.808594,31733.420543
781,843,03018176,VIDIGULFO,PAVIA,PV,LOMBARDIA,15163117.9312935,30613.7103010626,10,1,11,30659002.691406,43537.331088
782,844,03018112,PIEVE ALBIGNOLA,PAVIA,PV,LOMBARDIA,17379127.1121105,22976.4169435761,1,0,1,34912802.227539,32565.517795
783,845,03018035,CASSOLNOVO,PAVIA,PV,LOMBARDIA,32012923.0826554,39207.7972287957,20,2,22,64906399.946289,55816.762596
