"country","region","region_code","start_date","end_date","days","year","week","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change"
"Norway","Norway","0",2019-12-30,2020-01-05,7,2020,"1",5465629,862,0,909.110252809018,-47.1102528090183,862,0,-0.861936527507051,-0.0518201754555672
"Norway","Norway","0",2020-01-06,2020-01-12,7,2020,"2",5465629,951,0,918.276919475665,32.7230805243348,951,0,0.598706581151681,0.0356353076401177
"Norway","Norway","0",2020-01-13,2020-01-19,7,2020,"3",5465629,837,0,890.610252808998,-53.6102528089982,837,0,-0.980861540528971,-0.060194964789492
"Norway","Norway","0",2020-01-20,2020-01-26,7,2020,"4",5465629,862,0,876.110252808998,-14.1102528089984,862,0,-0.258163384470451,-0.0161055674942256
"Norway","Norway","0",2020-01-27,2020-02-02,7,2020,"5",5465629,815,0,876.943586142332,-61.9435861423324,815,0,-1.13332950594218,-0.0706357707852356
"Norway","Norway","0",2020-02-03,2020-02-09,7,2020,"6",5465629,796,0,847.776919475665,-51.776919475665,796,0,-0.947318588138071,-0.0610737545293024
"Norway","Norway","0",2020-02-10,2020-02-16,7,2020,"7",5465629,855,0,867.276919475665,-12.2769194756654,855,0,-0.224620432079554,-0.0141557087476601
"Norway","Norway","0",2020-02-17,2020-02-23,7,2020,"8",5465629,813,0,853.610252808999,-40.6102528089987,813,0,-0.743011514484402,-0.0475747013058494
"Norway","Norway","0",2020-02-24,2020-03-01,7,2020,"9",5465629,836,0,871.532303370797,-35.5323033707969,836,0,-0.650104560166759,-0.0407699212448807
"Norway","Norway","0",2020-03-02,2020-03-08,7,2020,"10",5465629,799,0,862.532303370797,-63.5323033707974,799,0,-1.16239692395509,-0.0736578828671246
"Norway","Norway","0",2020-03-09,2020-03-15,7,2020,"11",5465629,826,3,822.332303370798,3.6676966292024,823,0.0548884675487487,0.0671047491368769,0.00446011498535115
"Norway","Norway","0",2020-03-16,2020-03-22,7,2020,"12",5465629,809,4,811.132303370796,-2.13230337079619,805,0.0731846233983316,-0.0390129547906781,-0.00262879848569098
