"country","region","region_code","start_date","end_date","year","week","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change"
"Italy","Friuli-Venezia Giulia","6","2020-05-13","2020-05-19",2020,"20",1215220,253,7,258.194999999318,-5.19499999931776,246,0.576027385987722,-0.427494609973318,-0.0201204515940723
"Italy","Friuli-Venezia Giulia","6","2020-05-20","2020-05-26",2020,"21",1215220,221,9,249.39499999931,-28.3949999993104,212,0.740606639127072,-2.33661394638916,-0.113855530381078
"Italy","Friuli-Venezia Giulia","6","2020-05-27","2020-06-02",2020,"22",1215220,235,7,249.59499999931,-14.5949999993103,228,0.576027385987722,-1.20101709972765,-0.0584747290584772
"Italy","Friuli-Venezia Giulia","6","2020-06-03","2020-06-09",2020,"23",1215220,227,4,263.594999999353,-36.5949999993531,223,0.329158506278699,-3.01138888426401,-0.138830402699
"Italy","Friuli-Venezia Giulia","6","2020-06-10","2020-06-16",2020,"24",1215220,215,3,237.794999999326,-22.7949999993257,212,0.246868879709024,-1.87579203760025,-0.0958598793052434
"Italy","Friuli-Venezia Giulia","6","2020-06-17","2020-06-23",2020,"25",1215220,259,1,253.594999999358,5.40500000064151,258,0.0822896265696746,0.444775431661881,0.0213135117043126
"Italy","Friuli-Venezia Giulia","6","2020-06-24","2020-06-30",2020,"26",1215220,266,1,242.194999999335,23.8050000006653,265,0.0822896265696746,1.95890456054585,0.098288569131199
"Italy","Friuli-Venezia Giulia","6","2020-07-01","2020-07-07",2020,"27",1215220,230,0,241.394999999345,-11.3949999993454,230,0,-0.937690294707573,-0.0472047888289993
"Italy","Friuli-Venezia Giulia","6","2020-07-08","2020-07-14",2020,"28",1215220,240,0,241.594999999322,-1.59499999932174,240,0,-0.131251954322818,-0.00660195781918593
"Italy","Friuli-Venezia Giulia","6","2020-07-15","2020-07-21",2020,"29",1215220,261,0,246.794999999324,14.2050000006763,261,0,1.16892414547788,0.0575578921806164
"Italy","Friuli-Venezia Giulia","6","2020-07-22","2020-07-28",2020,"30",1215220,232,0,244.594999999341,-12.5949999993411,232,0,-1.03643784659083,-0.051493284815205
"Italy","Friuli-Venezia Giulia","6","2020-07-29","2020-08-04",2020,"31",1215220,294,1,267.394999999337,26.6050000006628,293,0.0822896265696746,2.18931551494073,0.0994969988246928
"Italy","Friuli-Venezia Giulia","6","2020-08-05","2020-08-11",2020,"32",1215220,269,2,266.594999999345,2.40500000065515,267,0.164579253139349,0.19790655195398,0.00902117444311057
"Italy","Friuli-Venezia Giulia","6","2020-08-12","2020-08-18",2020,"33",1215220,266,0,242.394999999334,23.6050000006655,266,0,1.94244663523194,0.0973823717516051
"Italy","Friuli-Venezia Giulia","6","2020-08-19","2020-08-25",2020,"34",1215220,238,0,235.794999999351,2.20500000064919,238,0,0.181448626639554,0.00935134333066978
"Italy","Liguria","7","2020-01-01","2020-01-07",2020,"1",1550640,467,0,491.303124999629,-24.3031249996293,467,0,-1.56729640662109,-0.0494666607293565
"Italy","Liguria","7","2020-01-08","2020-01-14",2020,"2",1550640,407,0,493.469791666123,-86.4697916661227,407,0,-5.57639372556639,-0.175228135797677
"Italy","Liguria","7","2020-01-15","2020-01-21",2020,"3",1550640,409,0,482.803124999748,-73.8031249997483,409,0,-4.75952671153513,-0.15286380965282
"Italy","Liguria","7","2020-01-22","2020-01-28",2020,"4",1550640,437,0,498.303124999562,-61.3031249995623,437,0,-3.95340794765789,-0.12302376189115
"Italy","Liguria","7","2020-01-29","2020-02-04",2020,"5",1550640,421,0,474.9697916663,-53.9697916662998,421,0,-3.48048493952818,-0.113627840366356
"Italy","Liguria","7","2020-02-05","2020-02-11",2020,"6",1550640,446,0,473.63645833288,-27.63645833288,446,0,-1.78226141031316,-0.0583495164839203
"Italy","Liguria","7","2020-02-12","2020-02-18",2020,"7",1550640,425,0,461.46979166633,-36.4697916663304,425,0,-2.35191867011881,-0.0790296403468597
"Italy","Liguria","7","2020-02-19","2020-02-25",2020,"8",1550640,407,0,449.303124999738,-42.303124999738,407,0,-2.72810742659405,-0.0941527504393891
"Italy","Liguria","7","2020-02-26","2020-03-03",2020,"9",1550640,412,1,451.363749999563,-39.3637499995635,411,0.0644895011092194,-2.53854859925989,-0.0872107031182756
"Italy","Liguria","7","2020-03-04","2020-03-10",2020,"10",1550640,518,7,439.163749999716,78.8362500002843,511,0.451426507764536,5.08411043184003,0.179514474954582
"Italy","Liguria","7","2020-03-11","2020-03-17",2020,"11",1550640,621,52,430.163749999647,190.836250000353,569,3.35345405767941,12.306934556077,0.443636289669945
"Italy","Liguria","7","2020-03-18","2020-03-24",2020,"12",1550640,854,171,407.963749999653,446.036250000347,683,11.0277046896765,28.7646552391494,1.09332324256929
"Italy","Liguria","7","2020-03-25","2020-03-31",2020,"13",1550640,855,197,405.363749999647,449.636250000353,658,12.7044317185162,28.996817443143,1.10921672202002
"Italy","Liguria","7","2020-04-01","2020-04-07",2020,"14",1550640,845,192,386.563749999641,458.436250000359,653,12.3819842129701,29.5643250529046,1.18592664211475
"Italy","Liguria","7","2020-04-08","2020-04-14",2020,"15",1550640,741,173,410.563749999666,330.436250000334,568,11.156683691895,21.3096689109228,0.804835424463564
"Italy","Liguria","7","2020-04-15","2020-04-21",2020,"16",1550640,580,197,407.363749999619,172.636250000381,383,12.7044317185162,11.1332256358911,0.423788935565678
"Italy","Liguria","7","2020-04-22","2020-04-28",2020,"17",1550640,529,151,372.763749999602,156.236250000398,378,9.73791466749213,10.0755978177009,0.419129408373438
"Italy","Liguria","7","2020-04-29","2020-05-05",2020,"18",1550640,481,91,373.363749999565,107.636250000435,390,5.86854460093897,6.94140806379529,0.288287896188531
"Italy","Liguria","7","2020-05-06","2020-05-12",2020,"19",1550640,405,69,383.763749999605,21.236250000395,336,4.44977557653614,1.36951516795613,0.0553367794650141
"Italy","Liguria","7","2020-05-13","2020-05-19",2020,"20",1550640,415,75,373.76374999959,41.23625000041,340,4.83671258319146,2.65930519014149,0.110327044825656
"Italy","Liguria","7","2020-05-20","2020-05-26",2020,"21",1550640,417,55,380.163749999582,36.8362500004175,362,3.54692256100707,2.37555138526141,0.0968957455845223
"Italy","Liguria","7","2020-05-27","2020-06-02",2020,"22",1550640,392,37,364.363749999583,27.6362500004175,355,2.38611154104112,1.78224797505659,0.0758479678630191
"Italy","Liguria","7","2020-06-03","2020-06-09",2020,"23",1550640,378,41,381.363749999624,-3.36374999962447,337,2.644069545478,-0.216926559331919,-0.00882031918248072
"Italy","Liguria","7","2020-06-10","2020-06-16",2020,"24",1550640,358,20,369.963749999596,-11.963749999596,338,1.28979002218439,-0.771536268869368,-0.0323376276719247
"Italy","Liguria","7","2020-06-17","2020-06-23",2020,"25",1550640,406,24,376.763749999629,29.2362500003708,382,1.54774802662127,1.88543117682833,0.0775983623700516
"Italy","Liguria","7","2020-06-24","2020-06-30",2020,"26",1550640,385,5,398.763749999606,-13.763749999606,380,0.322447505546097,-0.887617370866608,-0.0345160511696952
"Italy","Liguria","7","2020-07-01","2020-07-07",2020,"27",1550640,365,0,378.163749999617,-13.1637499996165,365,0,-0.848923670201757,-0.0348096558689982
"Italy","Liguria","7","2020-07-08","2020-07-14",2020,"28",1550640,363,3,379.563749999592,-16.5637499995924,360,0.193468503327658,-1.06818797397155,-0.0436389144105837
"Italy","Liguria","7","2020-07-15","2020-07-21",2020,"29",1550640,379,4,369.163749999597,9.83625000040297,375,0.257958004436878,0.634334855311547,0.0266446800380962
"Italy","Liguria","7","2020-07-22","2020-07-28",2020,"30",1550640,371,1,377.563749999613,-6.56374999961298,370,0.0644895011092194,-0.42329296288068,-0.0173844814276257
"Italy","Liguria","7","2020-07-29","2020-08-04",2020,"31",1550640,400,2,402.963749999606,-2.96374999960636,398,0.128979002218439,-0.191130758887064,-0.00735487993550099
"Italy","Liguria","7","2020-08-05","2020-08-11",2020,"32",1550640,393,1,414.963749999614,-21.9637499996138,392,0.0644895011092194,-1.41643127996271,-0.0529293221387029
"Italy","Liguria","7","2020-08-12","2020-08-18",2020,"33",1550640,400,0,377.963749999605,22.0362500003948,400,0,1.4211067688435,0.0583025488566504
"Italy","Liguria","7","2020-08-19","2020-08-25",2020,"34",1550640,385,2,368.963749999621,16.0362500003795,383,0.128979002218439,1.03416976218719,0.0434629418212384
"Italy","Emilia-Romagna","8","2020-01-01","2020-01-07",2020,"1",4459477,1142,0,1178.14791666659,-36.1479166665877,1142,0,-0.810586458156139,-0.0306819849657447
"Italy","Emilia-Romagna","8","2020-01-08","2020-01-14",2020,"2",4459477,1086,0,1180.31458333308,-94.3145833330836,1086,0,-2.11492476209842,-0.0799063102878466
"Italy","Emilia-Romagna","8","2020-01-15","2020-01-21",2020,"3",4459477,1002,0,1123.48125000004,-121.481250000044,1002,0,-2.72411428515146,-0.108129307899032
"Italy","Emilia-Romagna","8","2020-01-22","2020-01-28",2020,"4",4459477,1003,0,1110.31458333319,-107.314583333188,1003,0,-2.40643876699417,-0.0966524126982353
"Italy","Emilia-Romagna","8","2020-01-29","2020-02-04",2020,"5",4459477,1029,0,1126.31458333326,-97.3145833332599,1029,0,-2.18219722477008,-0.0864008908108632
"Italy","Emilia-Romagna","8","2020-02-05","2020-02-11",2020,"6",4459477,1019,0,1071.14791666651,-52.1479166665081,1019,0,-1.16937292571546,-0.048684141429128
"Italy","Emilia-Romagna","8","2020-02-12","2020-02-18",2020,"7",4459477,1106,0,1092.31458333329,13.6854166667101,1106,0,0.306883893934426,0.0125288235417931
"Italy","Emilia-Romagna","8","2020-02-19","2020-02-25",2020,"8",4459477,1071,0,1042.81458333337,28.1854166666333,1071,0,0.632034130159955,0.0270282149071395
"Italy","Emilia-Romagna","8","2020-02-26","2020-03-03",2020,"9",4459477,1093,18,1049.9774999999,43.0225000001019,1075,0.403634776006245,0.964743175042766,0.0409746875529295
"Italy","Emilia-Romagna","8","2020-03-04","2020-03-10",2020,"10",4459477,1244,67,1047.77750000005,196.222499999952,1177,1.50241833291213,4.400123601937,0.187274970115261
"Italy","Emilia-Romagna","8","2020-03-11","2020-03-17",2020,"11",4459477,1824,308,1011.97749999998,812.022500000022,1516,6.9066395005513,18.2089177721966,0.802411614882781
"Italy","Emilia-Romagna","8","2020-03-18","2020-03-24",2020,"12",4459477,2145,592,980.977499999985,1164.02250000001,1553,13.2750992997609,26.1022200585408,1.18659449375754
"Italy","Emilia-Romagna","8","2020-03-25","2020-03-31",2020,"13",4459477,2043,659,977.577499999977,1065.42250000002,1384,14.7775176326731,23.8911984521957,1.08985988323181
"Italy","Emilia-Romagna","8","2020-04-01","2020-04-07",2020,"14",4459477,1669,536,934.577499999974,734.422500000026,1133,12.0193466632971,16.4688034045254,0.78583370560499
"Italy","Emilia-Romagna","8","2020-04-08","2020-04-14",2020,"15",4459477,1603,525,915.9775,687.0225,1078,11.7726809668488,15.405898494375,0.75004298686376
"Italy","Emilia-Romagna","8","2020-04-15","2020-04-21",2020,"16",4459477,1337,442,908.377499999952,428.622500000048,895,9.91147616637556,9.61149704326422,0.471855038241338
"Italy","Emilia-Romagna","8","2020-04-22","2020-04-28",2020,"17",4459477,1211,325,900.177499999935,310.822500000065,886,7.28785012233497,6.96993167584595,0.345290234426085
"Italy","Emilia-Romagna","8","2020-04-29","2020-05-05",2020,"18",4459477,1097,233,867.977499999899,229.022500000101,864,5.22482793385861,5.1356358604406,0.263857646079682
"Italy","Emilia-Romagna","8","2020-05-06","2020-05-12",2020,"19",4459477,985,180,906.577499999938,78.4225000000616,805,4.03634776006245,1.75855823452081,0.0865039116899184
"Italy","Emilia-Romagna","8","2020-05-13","2020-05-19",2020,"20",4459477,906,112,891.577499999921,14.4225000000791,794,2.51150527292774,0.323412364276778,0.0161763839936298
"Italy","Emilia-Romagna","8","2020-05-20","2020-05-26",2020,"21",4459477,893,79,867.577499999915,25.4225000000846,814,1.77150818358296,0.570078060725161,0.0293028576698762
"Italy","Emilia-Romagna","8","2020-05-27","2020-06-02",2020,"22",4459477,880,60,907.977499999915,-27.9774999999146,820,1.34544925335415,-0.627371774760013,-0.0308129882072157
"Italy","Emilia-Romagna","8","2020-06-03","2020-06-09",2020,"23",4459477,857,49,877.977499999957,-20.9774999999573,808,1.09878355690589,-0.470402695202988,-0.023892981312116
"Italy","Emilia-Romagna","8","2020-06-10","2020-06-16",2020,"24",4459477,880,24,864.777499999929,15.2225000000712,856,0.538179701341659,0.341351687654657,0.0176027937822996
"Italy","Emilia-Romagna","8","2020-06-17","2020-06-23",2020,"25",4459477,920,27,843.977499999963,76.0225000000371,893,0.605452164009367,1.70474026438609,0.0900764534600038
"Italy","Emilia-Romagna","8","2020-06-24","2020-06-30",2020,"26",4459477,1016,24,878.977499999938,137.022500000062,992,0.538179701341659,3.07261367196338,0.155888518193096
"Italy","Emilia-Romagna","8","2020-07-01","2020-07-07",2020,"27",4459477,983,9,887.377499999949,95.622500000051,974,0.201817388003122,2.14425368714876,0.107758535685271
"Italy","Emilia-Romagna","8","2020-07-08","2020-07-14",2020,"28",4459477,891,2,892.377499999925,-1.37749999992525,889,0.0448483084451383,-0.0308892724399128,-0.00154362923754281
"Italy","Emilia-Romagna","8","2020-07-15","2020-07-21",2020,"29",4459477,855,8,888.17749999993,-33.1774999999302,847,0.179393233780553,-0.743977376717723,-0.0373545828395031
"Italy","Emilia-Romagna","8","2020-07-22","2020-07-28",2020,"30",4459477,935,7,909.577499999946,25.4225000000538,928,0.156969079557984,0.57007806072447,0.0279497898750303
"Italy","Emilia-Romagna","8","2020-07-29","2020-08-04",2020,"31",4459477,956,5,905.377499999941,50.6225000000587,951,0.112120771112846,1.13516674713332,0.0559131412035996
"Italy","Emilia-Romagna","8","2020-08-05","2020-08-11",2020,"32",4459477,925,7,920.377499999947,4.62250000005304,918,0.156969079557984,0.103655652895015,0.00502239570182161
"Italy","Emilia-Romagna","8","2020-08-12","2020-08-18",2020,"33",4459477,932,156,853.777499999937,78.2225000000626,776,3.49816805872079,1.75407340367632,0.0916193036242678
"Italy","Emilia-Romagna","8","2020-08-19","2020-08-25",2020,"34",4459477,892,4,878.177499999952,13.8225000000475,888,0.0896966168902766,0.309957871742527,0.0157399842287558
"Italy","Tuscany","9","2020-01-01","2020-01-07",2020,"1",3729641,927,0,1005.57708333306,-78.5770833330625,927,0,-2.10682699308224,-0.0781412828866512
"Italy","Tuscany","9","2020-01-08","2020-01-14",2020,"2",3729641,924,0,1002.41041666622,-78.4104166662241,924,0,-2.10235828773397,-0.0782218693686347
"Italy","Tuscany","9","2020-01-15","2020-01-21",2020,"3",3729641,901,0,980.410416666516,-79.4104166665163,901,0,-2.12917051980382,-0.0809971164285656
"Italy","Tuscany","9","2020-01-22","2020-01-28",2020,"4",3729641,944,0,1004.41041666633,-60.4104166663303,944,0,-1.61973811062058,-0.0601451514878095
"Italy","Tuscany","9","2020-01-29","2020-02-04",2020,"5",3729641,959,0,981.077083333068,-22.0770833330678,959,0,-0.591935881578623,-0.0225029039084922
"Italy","Tuscany","9","2020-02-05","2020-02-11",2020,"6",3729641,858,0,930.910416666316,-72.9104166663157,858,0,-1.95489101139535,-0.0783216251112704
"Italy","Tuscany","9","2020-02-12","2020-02-18",2020,"7",3729641,892,0,923.243749999764,-31.2437499997635,892,0,-0.837714675481193,-0.0338412797268018
"Italy","Tuscany","9","2020-02-19","2020-02-25",2020,"8",3729641,863,0,909.24374999984,-46.2437499998405,863,0,-1.23989815641346,-0.0508595742339154
"Italy","Tuscany","9","2020-02-26","2020-03-03",2020,"9",3729641,877,0,915.892499999691,-38.892499999691,877,0,-1.04279473546358,-0.0424640446337361
"Italy","Tuscany","9","2020-03-04","2020-03-10",2020,"10",3729641,954,1,885.692499999839,68.3075000001613,953,0.0268122320620135,1.83147654158031,0.077123267951545
"Italy","Tuscany","9","2020-03-11","2020-03-17",2020,"11",3729641,978,16,868.692499999771,109.307500000229,962,0.428995712992216,2.93077805612467,0.125829911044769
"Italy","Tuscany","9","2020-03-18","2020-03-24",2020,"12",3729641,1141,112,868.692499999778,272.307500000222,1029,3.00296999094551,7.30117188223268,0.31346822955222
"Italy","Tuscany","9","2020-03-25","2020-03-31",2020,"13",3729641,1075,115,846.492499999769,228.507500000231,960,3.08340668713155,6.12679611791673,0.26994627831941
"Italy","Tuscany","9","2020-04-01","2020-04-07",2020,"14",3729641,1078,125,813.892499999764,264.107500000236,953,3.35152900775168,7.08131157932456,0.324499242836508
"Italy","Tuscany","9","2020-04-08","2020-04-14",2020,"15",3729641,1063,169,797.692499999792,265.307500000208,894,4.53126721848028,7.11348625779821,0.33259369995365
"Italy","Tuscany","9","2020-04-15","2020-04-21",2020,"16",3729641,973,148,785.492499999743,187.507500000257,825,3.96821034517799,5.02749460337489,0.238713291343099
"Italy","Tuscany","9","2020-04-22","2020-04-28",2020,"17",3729641,857,125,796.692499999726,60.3075000002743,732,3.35152900775168,1.61697868508723,0.0756973361746158
"Italy","Tuscany","9","2020-04-29","2020-05-05",2020,"18",3729641,815,78,771.89249999969,43.1075000003103,737,2.09135410083705,1.15580829362157,0.0558465071241496
"Italy","Tuscany","9","2020-05-06","2020-05-12",2020,"19",3729641,804,70,792.892499999729,11.1075000002711,734,1.87685624434094,0.297816867636084,0.0140088347415002
"Italy","Tuscany","9","2020-05-13","2020-05-19",2020,"20",3729641,738,33,746.492499999712,-8.49249999971198,705,0.884803658046445,-0.227702880778927,-0.0113765376071632
"Italy","Tuscany","9","2020-05-20","2020-05-26",2020,"21",3729641,716,29,752.892499999708,-36.8924999997081,687,0.777554729798391,-0.989170271340005,-0.0490010194014715
"Italy","Tuscany","9","2020-05-27","2020-06-02",2020,"22",3729641,700,32,749.492499999707,-49.4924999997065,668,0.857991425984431,-1.32700439532133,-0.0660346834687817
"Italy","Tuscany","9","2020-06-03","2020-06-09",2020,"23",3729641,714,24,755.29249999975,-41.29249999975,690,0.643493569488323,-1.10714409241399,-0.0546708725424437
"Italy","Tuscany","9","2020-06-10","2020-06-16",2020,"24",3729641,676,14,732.092499999721,-56.0924999997211,662,0.375371248868189,-1.50396512693101,-0.0766194162619375
"Italy","Tuscany","9","2020-06-17","2020-06-23",2020,"25",3729641,791,9,724.092499999754,66.9075000002456,782,0.241310088558121,1.79393941669575,0.0924018685461709
"Italy","Tuscany","9","2020-06-24","2020-06-30",2020,"26",3729641,829,4,778.092499999728,50.9075000002715,825,0.107248928248054,1.36494370370423,0.0654260258263502
"Italy","Tuscany","9","2020-07-01","2020-07-07",2020,"27",3729641,870,12,812.29249999974,57.7075000002601,858,0.321746784744162,1.54726688172562,0.0710427586125424
"Italy","Tuscany","9","2020-07-08","2020-07-14",2020,"28",3729641,801,9,784.892499999716,16.1075000002836,792,0.241310088558121,0.431878027946486,0.0205219186070569
"Italy","Tuscany","9","2020-07-15","2020-07-21",2020,"29",3729641,748,6,734.89249999972,13.1075000002799,742,0.160873392372081,0.351441331760345,0.0178359419919034
"Italy","Tuscany","9","2020-07-22","2020-07-28",2020,"30",3729641,756,3,777.692499999736,-21.6924999997362,753,0.0804366961860404,-0.581624343998155,-0.0278934154562935
"Italy","Tuscany","9","2020-07-29","2020-08-04",2020,"31",3729641,875,3,797.69249999973,77.3075000002699,872,0.0804366961860404,2.07278663014134,0.0969139110625912
"Italy","Tuscany","9","2020-08-05","2020-08-11",2020,"32",3729641,828,0,853.892499999737,-25.892499999737,828,0,-0.694235718658631,-0.0303229036438953
"Italy","Tuscany","9","2020-08-12","2020-08-18",2020,"33",3729641,917,2,741.092499999728,175.907500000272,915,0.0536244641240269,4.71647271145594,0.237362407527181
"Italy","Tuscany","9","2020-08-19","2020-08-25",2020,"34",3729641,799,0,719.892499999743,79.1075000002572,799,0,2.12104864785263,0.109887934657307
"Italy","Umbria","10","2020-01-01","2020-01-07",2020,"1",882015,233,0,252.016666666469,-19.0166666664687,233,0,-2.15604798857941,-0.0754579723555995
"Italy","Umbria","10","2020-01-08","2020-01-14",2020,"2",882015,227,0,241.183333332963,-14.1833333329632,227,0,-1.60806033150947,-0.0588072697103932
"Italy","Umbria","10","2020-01-15","2020-01-21",2020,"3",882015,221,0,231.683333333254,-10.683333333254,221,0,-1.2112416833335,-0.0461117905183411
"Italy","Umbria","10","2020-01-22","2020-01-28",2020,"4",882015,208,0,231.016666666403,-23.016666666403,208,0,-2.60955501509646,-0.0996320611778196
"Italy","Umbria","10","2020-01-29","2020-02-04",2020,"5",882015,196,0,227.849999999805,-31.8499999998047,196,0,-3.61104969867913,-0.139784946235822
"Italy","Umbria","10","2020-02-05","2020-02-11",2020,"6",882015,228,0,216.183333333053,11.8166666669473,228,0,1.33973534088958,0.0546603962699681
"Italy","Umbria","10","2020-02-12","2020-02-18",2020,"7",882015,222,0,214.516666666504,7.48333333349575,222,0,0.848436062141318,0.034884624350096
"Italy","Umbria","10","2020-02-19","2020-02-25",2020,"8",882015,190,0,212.016666666577,-22.0166666665774,190,0,-2.49617825848511,-0.103844037418065
"Italy","Umbria","10","2020-02-26","2020-03-03",2020,"9",882015,206,0,211.81999999976,-5.8199999997604,206,0,-0.659852723565971,-0.027476159001827
"Italy","Umbria","10","2020-03-04","2020-03-10",2020,"10",882015,236,0,211.819999999914,24.1800000000857,236,0,2.74144997535027,0.114153526579622
"Italy","Umbria","10","2020-03-11","2020-03-17",2020,"11",882015,244,1,216.419999999846,27.5800000001538,243,0.113376756631123,3.12693094790381,0.127437390260482
"Italy","Umbria","10","2020-03-18","2020-03-24",2020,"12",882015,252,18,202.819999999852,49.1800000001484,234,2.04078161936021,5.57586889113546,0.242481017652028
"Italy","Umbria","10","2020-03-25","2020-03-31",2020,"13",882015,225,18,200.019999999846,24.9800000001542,207,2.04078161936021,2.83215138066294,0.124887511249743
"Italy","Umbria","10","2020-04-01","2020-04-07",2020,"14",882015,196,12,201.419999999839,-5.41999999983906,184,1.36052107957348,-0.61450202092244,-0.0269089464792146
"Italy","Umbria","10","2020-04-08","2020-04-14",2020,"15",882015,223,4,188.419999999865,34.5800000001352,219,0.453507026524492,3.92056824431957,0.183526164951492
"Italy","Umbria","10","2020-04-15","2020-04-21",2020,"16",882015,202,7,194.419999999815,7.58000000018455,195,0.793637296417861,0.859395815284837,0.0389877584620499
"Italy","Umbria","10","2020-04-22","2020-04-28",2020,"17",882015,201,5,178.219999999801,22.7800000001986,196,0.566883783155615,2.5827225160795,0.127819548873437
"Italy","Umbria","10","2020-04-29","2020-05-05",2020,"18",882015,155,5,183.619999999764,-28.6199999997637,150,0.566883783155615,-3.24484277475595,-0.155865374141164
"Italy","Umbria","10","2020-05-06","2020-05-12",2020,"19",882015,170,1,167.819999999802,2.18000000019768,169,0.113376756631123,0.247161329478261,0.0129901084507225
"Italy","Umbria","10","2020-05-13","2020-05-19",2020,"20",882015,189,3,181.219999999788,7.78000000021166,186,0.340130269893369,0.882071166614134,0.042931243793294
"Italy","Umbria","10","2020-05-20","2020-05-26",2020,"21",882015,181,1,183.619999999779,-2.61999999977891,180,0.113376756631123,-0.297047102348476,-0.0142685981907312
"Italy","Umbria","10","2020-05-27","2020-06-02",2020,"22",882015,179,1,186.21999999978,-7.2199999997797,178,0.113376756631123,-0.818580182851732,-0.0387713457189789
"Italy","Umbria","10","2020-06-03","2020-06-09",2020,"23",882015,189,0,182.619999999825,6.38000000017541,189,0,0.723343707326453,0.0349359325385037
"Italy","Umbria","10","2020-06-10","2020-06-16",2020,"24",882015,147,1,169.219999999795,-22.2199999997948,146,0.113376756631123,-2.51923153232029,-0.131308355985237
"Italy","Umbria","10","2020-06-17","2020-06-23",2020,"25",882015,172,1,162.219999999829,9.78000000017144,171,0.113376756631123,1.10882467987182,0.0602884971038207
"Italy","Umbria","10","2020-06-24","2020-06-30",2020,"26",882015,224,2,175.619999999804,48.3800000001963,222,0.226753513262246,5.48516748583599,0.275481152489753
"Italy","Umbria","10","2020-07-01","2020-07-07",2020,"27",882015,187,0,191.219999999816,-4.21999999981622,187,0,-0.478449912962503,-0.0220688212520671
"Italy","Umbria","10","2020-07-08","2020-07-14",2020,"28",882015,181,0,196.81999999979,-15.8199999997903,181,0,-1.79362028988059,-0.0803780103638206
"Italy","Umbria","10","2020-07-15","2020-07-21",2020,"29",882015,166,0,192.419999999795,-26.4199999997945,166,0,-2.99541391017098,-0.137303814571369
"Italy","Umbria","10","2020-07-22","2020-07-28",2020,"30",882015,166,0,179.219999999812,-13.2199999998116,166,0,-1.49884072264208,-0.0737640888283978
"Italy","Umbria","10","2020-07-29","2020-08-04",2020,"31",882015,243,0,182.619999999805,60.3800000001946,243,0,6.84568856540927,0.33063191326393
"Italy","Umbria","10","2020-08-05","2020-08-11",2020,"32",882015,187,0,198.019999999814,-11.0199999998136,187,0,-1.24941185805384,-0.0556509443481669
"Italy","Umbria","10","2020-08-12","2020-08-18",2020,"33",882015,199,0,159.019999999805,39.9800000001954,199,0,4.53280273013446,0.25141491636426
"Italy","Umbria","10","2020-08-19","2020-08-25",2020,"34",882015,196,0,174.419999999819,21.5800000001806,196,0,2.44667040812011,0.123724343539749
"Italy","Marche","11","2020-01-01","2020-01-07",2020,"1",1523631,374,0,398.260416666497,-24.2604166664973,374,0,-1.59227638886957,-0.0609159626496675
"Italy","Marche","11","2020-01-08","2020-01-14",2020,"2",1523631,359,0,407.760416666325,-48.7604166663251,359,0,-3.20027727621222,-0.119581044832574
"Italy","Marche","11","2020-01-15","2020-01-21",2020,"3",1523631,360,0,380.427083333284,-20.4270833332843,360,0,-1.34068441330508,-0.0536951343061675
"Italy","Marche","11","2020-01-22","2020-01-28",2020,"4",1523631,378,0,387.093749999766,-9.09374999976558,378,0,-0.596847268122372,-0.0234923710335574
"Italy","Marche","11","2020-01-29","2020-02-04",2020,"5",1523631,376,0,395.427083333168,-19.427083333168,376,0,-1.27505172401769,-0.0491293696157875
"Italy","Marche","11","2020-02-05","2020-02-11",2020,"6",1523631,338,0,360.09374999975,-22.0937499997495,338,0,-1.45007222875811,-0.0613555497693723
"Italy","Marche","11","2020-02-12","2020-02-18",2020,"7",1523631,378,0,372.9270833332,5.07291666679998,378,0,0.332949163334166,0.0136029719843851
"Italy","Marche","11","2020-02-19","2020-02-25",2020,"8",1523631,364,0,360.427083333274,3.57291666672609,364,0,0.234500129409686,0.00991300829472452
"Italy","Marche","11","2020-02-26","2020-03-03",2020,"9",1523631,349,2,361.312499999797,-12.3124999997974,347,0.131265378559507,-0.808102486743664,-0.0340771492815893
"Italy","Marche","11","2020-03-04","2020-03-10",2020,"10",1523631,405,11,373.31249999995,31.6875000000497,394,0.721959582077288,2.07973584155545,0.084881968860014
"Italy","Marche","11","2020-03-11","2020-03-17",2020,"11",1523631,500,56,342.712499999883,157.287500000117,444,3.67543059966619,10.3232016150969,0.458948827370379
"Italy","Marche","11","2020-03-18","2020-03-24",2020,"12",1523631,648,162,338.112499999888,309.887500000112,486,10.6324956633201,20.3387499991869,0.916521867722176
"Italy","Marche","11","2020-03-25","2020-03-31",2020,"13",1523631,637,221,343.712499999882,293.287500000118,416,14.5048243308255,19.2492473571434,0.853293086519165
"Italy","Marche","11","2020-04-01","2020-04-07",2020,"14",1523631,537,178,327.712499999876,209.287500000124,359,11.6826186917961,13.7361014576445,0.638631422360158
"Italy","Marche","11","2020-04-08","2020-04-14",2020,"15",1523631,465,98,316.512499999902,148.487500000098,367,6.43200354941584,9.74563394943381,0.469136290036393
"Italy","Marche","11","2020-04-15","2020-04-21",2020,"16",1523631,458,106,309.512499999854,148.487500000146,352,6.95706506365386,9.74563394943699,0.479746375349029
"Italy","Marche","11","2020-04-22","2020-04-28",2020,"17",1523631,365,59,314.312499999838,50.6875000001622,306,3.87232866750545,3.32675693787815,0.161264664943928
