"country","region","region_code","start_date","end_date","year","month","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"Indonesia","Jakarta","0","2020-01-01","2020-01-31",2020,"1",10770000,3303,0,2961.94444444473,341.055555555271,3303,0,3.16671825028107,0.11514583137943,745.838709677419,0,668.826164874616,77.0125448028031,745.838709677419,0,0.715065411353789
"Indonesia","Jakarta","0","2020-02-01","2020-02-29",2020,"2",10770000,2744,0,2812.27777777796,-68.277777777957,2744,0,-0.633962653462925,-0.024278461508132,662.344827586207,0,678.825670498128,-16.4808429119207,662.344827586207,0,-0.153025468077258
"Indonesia","Jakarta","0","2020-03-01","2020-03-31",2020,"3",10770000,4422,84,3120.4166666669,1301.5833333331,4338,0.779944289693593,12.0852677189703,0.417118440379115,999.860026917901,18.9932705248991,705.558546433432,294.301480484469,980.866756393001,0.176353486767865,2.73260427562181
"Indonesia","Jakarta","0","2020-04-01","2020-04-30",2020,"4",10770000,4550,297,3041.4166666669,1508.5833333331,4253,2.75766016713092,14.0072732900009,0.49601337096188,1061.66666666667,69.3,709.663888888944,352.002777777723,992.366666666667,0.643454038997215,3.26836376766688
"Indonesia","Jakarta","0","2020-05-01","2020-05-31",2020,"5",10770000,4355,139,2921.9166666669,1433.0833333331,4216,1.29062209842154,13.3062519343834,0.490460029090374,983.387096774193,31.3870967741935,659.787634408656,323.599462365538,952,0.291430796417767,3.00463753357045
