country,region,start_date,end_date,population,total_deaths
Netherlands,Netherlands,07/11/2016,13/11/2016,17414806,2912
Netherlands,Netherlands,14/11/2016,20/11/2016,17414806,2902
Netherlands,Netherlands,21/11/2016,27/11/2016,17414806,2908
Netherlands,Netherlands,28/11/2016,04/12/2016,17414806,2949
Netherlands,Netherlands,05/12/2016,11/12/2016,17414806,3042
Netherlands,Netherlands,12/12/2016,18/12/2016,17414806,3129
Netherlands,Netherlands,19/12/2016,25/12/2016,17414806,3072
Netherlands,Netherlands,26/12/2016,01/01/2017,17414806,3329
Netherlands,Netherlands,02/01/2017,08/01/2017,17414806,3568
Netherlands,Netherlands,09/01/2017,15/01/2017,17414806,3637
Netherlands,Netherlands,16/01/2017,22/01/2017,17414806,3487
Netherlands,Netherlands,23/01/2017,29/01/2017,17414806,3626
Netherlands,Netherlands,30/01/2017,05/02/2017,17414806,3574
Netherlands,Netherlands,06/02/2017,12/02/2017,17414806,3446
Netherlands,Netherlands,13/02/2017,19/02/2017,17414806,3417
Netherlands,Netherlands,20/02/2017,26/02/2017,17414806,3328
Netherlands,Netherlands,27/02/2017,05/03/2017,17414806,3152
Netherlands,Netherlands,06/03/2017,12/03/2017,17414806,3054
Netherlands,Netherlands,13/03/2017,19/03/2017,17414806,2843
Netherlands,Netherlands,20/03/2017,26/03/2017,17414806,2778
Netherlands,Netherlands,27/03/2017,02/04/2017,17414806,2850
Netherlands,Netherlands,03/04/2017,09/04/2017,17414806,2764
Netherlands,Netherlands,10/04/2017,16/04/2017,17414806,2810
Netherlands,Netherlands,17/04/2017,23/04/2017,17414806,2713
Netherlands,Netherlands,24/04/2017,30/04/2017,17414806,2778
Netherlands,Netherlands,01/05/2017,07/05/2017,17414806,2769
Netherlands,Netherlands,08/05/2017,14/05/2017,17414806,2802
Netherlands,Netherlands,15/05/2017,21/05/2017,17414806,2801
Netherlands,Netherlands,22/05/2017,28/05/2017,17414806,2772
Netherlands,Netherlands,29/05/2017,04/06/2017,17414806,2701
Netherlands,Netherlands,05/06/2017,11/06/2017,17414806,2624
Netherlands,Netherlands,12/06/2017,18/06/2017,17414806,2643
Netherlands,Netherlands,19/06/2017,25/06/2017,17414806,2627
Netherlands,Netherlands,26/06/2017,02/07/2017,17414806,2691
Netherlands,Netherlands,03/07/2017,09/07/2017,17414806,2697
Netherlands,Netherlands,10/07/2017,16/07/2017,17414806,2520
Netherlands,Netherlands,17/07/2017,23/07/2017,17414806,2674
Netherlands,Netherlands,24/07/2017,30/07/2017,17414806,2571
Netherlands,Netherlands,31/07/2017,06/08/2017,17414806,2510
Netherlands,Netherlands,07/08/2017,13/08/2017,17414806,2657
Netherlands,Netherlands,14/08/2017,20/08/2017,17414806,2540
Netherlands,Netherlands,21/08/2017,27/08/2017,17414806,2545
Netherlands,Netherlands,28/08/2017,03/09/2017,17414806,2576
Netherlands,Netherlands,04/09/2017,10/09/2017,17414806,2570
Netherlands,Netherlands,11/09/2017,17/09/2017,17414806,2707
Netherlands,Netherlands,18/09/2017,24/09/2017,17414806,2715
Netherlands,Netherlands,25/09/2017,01/10/2017,17414806,2669
Netherlands,Netherlands,02/10/2017,08/10/2017,17414806,2641
Netherlands,Netherlands,09/10/2017,15/10/2017,17414806,2763
Netherlands,Netherlands,16/10/2017,22/10/2017,17414806,2706
Netherlands,Netherlands,23/10/2017,29/10/2017,17414806,2676
Netherlands,Netherlands,30/10/2017,05/11/2017,17414806,2726
Netherlands,Netherlands,06/11/2017,12/11/2017,17414806,2797
Netherlands,Netherlands,13/11/2017,19/11/2017,17414806,2916
Netherlands,Netherlands,20/11/2017,26/11/2017,17414806,2917
Netherlands,Netherlands,27/11/2017,03/12/2017,17414806,2886
Netherlands,Netherlands,04/12/2017,10/12/2017,17414806,3027
Netherlands,Netherlands,11/12/2017,17/12/2017,17414806,3218
Netherlands,Netherlands,18/12/2017,24/12/2017,17414806,3079
Netherlands,Netherlands,25/12/2017,31/12/2017,17414806,3187
Netherlands,Netherlands,01/01/2018,07/01/2018,17414806,3343
Netherlands,Netherlands,08/01/2018,14/01/2018,17414806,3359
Netherlands,Netherlands,15/01/2018,21/01/2018,17414806,3364
Netherlands,Netherlands,22/01/2018,28/01/2018,17414806,3322
Netherlands,Netherlands,29/01/2018,04/02/2018,17414806,3403
Netherlands,Netherlands,05/02/2018,11/02/2018,17414806,3513
Netherlands,Netherlands,12/02/2018,18/02/2018,17414806,3660
Netherlands,Netherlands,19/02/2018,25/02/2018,17414806,3691
Netherlands,Netherlands,26/02/2018,04/03/2018,17414806,3937
Netherlands,Netherlands,05/03/2018,11/03/2018,17414806,4092
Netherlands,Netherlands,12/03/2018,18/03/2018,17414806,3733
Netherlands,Netherlands,19/03/2018,25/03/2018,17414806,3430
Netherlands,Netherlands,26/03/2018,01/04/2018,17414806,3225
Netherlands,Netherlands,02/04/2018,08/04/2018,17414806,3040
Netherlands,Netherlands,09/04/2018,15/04/2018,17414806,2860
Netherlands,Netherlands,16/04/2018,22/04/2018,17414806,2760
Netherlands,Netherlands,23/04/2018,29/04/2018,17414806,2663
Netherlands,Netherlands,30/04/2018,06/05/2018,17414806,2645
Netherlands,Netherlands,07/05/2018,13/05/2018,17414806,2641
Netherlands,Netherlands,14/05/2018,20/05/2018,17414806,2606
Netherlands,Netherlands,21/05/2018,27/05/2018,17414806,2674
Netherlands,Netherlands,28/05/2018,03/06/2018,17414806,2776
Netherlands,Netherlands,04/06/2018,10/06/2018,17414806,2679
Netherlands,Netherlands,11/06/2018,17/06/2018,17414806,2557
Netherlands,Netherlands,18/06/2018,24/06/2018,17414806,2601
Netherlands,Netherlands,25/06/2018,01/07/2018,17414806,2619
Netherlands,Netherlands,02/07/2018,08/07/2018,17414806,2726
Netherlands,Netherlands,09/07/2018,15/07/2018,17414806,2671
Netherlands,Netherlands,16/07/2018,22/07/2018,17414806,2704
Netherlands,Netherlands,23/07/2018,29/07/2018,17414806,2767
Netherlands,Netherlands,30/07/2018,05/08/2018,17414806,2760
Netherlands,Netherlands,06/08/2018,12/08/2018,17414806,2745
Netherlands,Netherlands,13/08/2018,19/08/2018,17414806,2605
Netherlands,Netherlands,20/08/2018,26/08/2018,17414806,2612
Netherlands,Netherlands,27/08/2018,02/09/2018,17414806,2527
Netherlands,Netherlands,03/09/2018,09/09/2018,17414806,2613
Netherlands,Netherlands,10/09/2018,16/09/2018,17414806,2539
Netherlands,Netherlands,17/09/2018,23/09/2018,17414806,2706
Netherlands,Netherlands,24/09/2018,30/09/2018,17414806,2696
Netherlands,Netherlands,01/10/2018,07/10/2018,17414806,2806
Netherlands,Netherlands,08/10/2018,14/10/2018,17414806,2760
Netherlands,Netherlands,15/10/2018,21/10/2018,17414806,2739
Netherlands,Netherlands,22/10/2018,28/10/2018,17414806,2671
Netherlands,Netherlands,29/10/2018,04/11/2018,17414806,2815
Netherlands,Netherlands,05/11/2018,11/11/2018,17414806,2798
Netherlands,Netherlands,12/11/2018,18/11/2018,17414806,2761
Netherlands,Netherlands,19/11/2018,25/11/2018,17414806,2859
Netherlands,Netherlands,26/11/2018,02/12/2018,17414806,2907
Netherlands,Netherlands,03/12/2018,09/12/2018,17414806,2968
Netherlands,Netherlands,10/12/2018,16/12/2018,17414806,3017
Netherlands,Netherlands,17/12/2018,23/12/2018,17414806,3041
Netherlands,Netherlands,24/12/2018,30/12/2018,17414806,2901
Netherlands,Netherlands,31/12/2018,06/01/2019,17414806,3062
Netherlands,Netherlands,07/01/2019,13/01/2019,17414806,3262
Netherlands,Netherlands,14/01/2019,20/01/2019,17414806,3150
Netherlands,Netherlands,21/01/2019,27/01/2019,17414806,3178
Netherlands,Netherlands,28/01/2019,03/02/2019,17414806,3143
Netherlands,Netherlands,04/02/2019,10/02/2019,17414806,3185
Netherlands,Netherlands,11/02/2019,17/02/2019,17414806,3252
Netherlands,Netherlands,18/02/2019,24/02/2019,17414806,3222
Netherlands,Netherlands,25/02/2019,03/03/2019,17414806,3066
Netherlands,Netherlands,04/03/2019,10/03/2019,17414806,3171
Netherlands,Netherlands,11/03/2019,17/03/2019,17414806,3227
Netherlands,Netherlands,18/03/2019,24/03/2019,17414806,3042
Netherlands,Netherlands,25/03/2019,31/03/2019,17414806,3013
Netherlands,Netherlands,01/04/2019,07/04/2019,17414806,2900
Netherlands,Netherlands,08/04/2019,14/04/2019,17414806,2900
Netherlands,Netherlands,15/04/2019,21/04/2019,17414806,3040
Netherlands,Netherlands,22/04/2019,28/04/2019,17414806,2957
Netherlands,Netherlands,29/04/2019,05/05/2019,17414806,2806
Netherlands,Netherlands,06/05/2019,12/05/2019,17414806,2771
Netherlands,Netherlands,13/05/2019,19/05/2019,17414806,2821
Netherlands,Netherlands,20/05/2019,26/05/2019,17414806,2873
Netherlands,Netherlands,27/05/2019,02/06/2019,17414806,2732
Netherlands,Netherlands,03/06/2019,09/06/2019,17414806,2736
Netherlands,Netherlands,10/06/2019,16/06/2019,17414806,2650
Netherlands,Netherlands,17/06/2019,23/06/2019,17414806,2694
Netherlands,Netherlands,24/06/2019,30/06/2019,17414806,2835
Netherlands,Netherlands,01/07/2019,07/07/2019,17414806,2725
Netherlands,Netherlands,08/07/2019,14/07/2019,17414806,2760
Netherlands,Netherlands,15/07/2019,21/07/2019,17414806,2584
Netherlands,Netherlands,22/07/2019,28/07/2019,17414806,3007
Netherlands,Netherlands,29/07/2019,04/08/2019,17414806,2731
Netherlands,Netherlands,05/08/2019,11/08/2019,17414806,2628
Netherlands,Netherlands,12/08/2019,18/08/2019,17414806,2612
Netherlands,Netherlands,19/08/2019,25/08/2019,17414806,2615
Netherlands,Netherlands,26/08/2019,01/09/2019,17414806,2782
Netherlands,Netherlands,02/09/2019,08/09/2019,17414806,2555
Netherlands,Netherlands,09/09/2019,15/09/2019,17414806,2640
Netherlands,Netherlands,16/09/2019,22/09/2019,17414806,2580
Netherlands,Netherlands,23/09/2019,29/09/2019,17414806,2753
Netherlands,Netherlands,30/09/2019,06/10/2019,17414806,2713
Netherlands,Netherlands,07/10/2019,13/10/2019,17414806,2911
Netherlands,Netherlands,14/10/2019,20/10/2019,17414806,2877
Netherlands,Netherlands,21/10/2019,27/10/2019,17414806,2867
Netherlands,Netherlands,28/10/2019,03/11/2019,17414806,2852
Netherlands,Netherlands,04/11/2019,10/11/2019,17414806,3011
Netherlands,Netherlands,11/11/2019,17/11/2019,17414806,3057
Netherlands,Netherlands,18/11/2019,24/11/2019,17414806,3019
Netherlands,Netherlands,25/11/2019,01/12/2019,17414806,3037
Netherlands,Netherlands,02/12/2019,08/12/2019,17414806,3013
Netherlands,Netherlands,09/12/2019,15/12/2019,17414806,3148
Netherlands,Netherlands,16/12/2019,22/12/2019,17414806,3235
Netherlands,Netherlands,23/12/2019,29/12/2019,17414806,2997
Netherlands,Netherlands,30/12/2019,05/01/2020,17414806,3094
Netherlands,Netherlands,06/01/2020,12/01/2020,17414806,3364
Netherlands,Netherlands,13/01/2020,19/01/2020,17414806,3154
Netherlands,Netherlands,20/01/2020,26/01/2020,17414806,3043
Netherlands,Netherlands,27/01/2020,02/02/2020,17414806,3160
Netherlands,Netherlands,03/02/2020,09/02/2020,17414806,3192
Netherlands,Netherlands,10/02/2020,16/02/2020,17414806,3198
Netherlands,Netherlands,17/02/2020,23/02/2020,17414806,2957
Netherlands,Netherlands,24/02/2020,01/03/2020,17414806,3094
Netherlands,Netherlands,02/03/2020,08/03/2020,17414806,3099
Netherlands,Netherlands,09/03/2020,15/03/2020,17414806,3216
Netherlands,Netherlands,16/03/2020,22/03/2020,17414806,3609
Netherlands,Netherlands,23/03/2020,29/03/2020,17414806,4456
Netherlands,Netherlands,30/03/2020,05/04/2020,17414806,5083
Netherlands,Netherlands,06/04/2020,12/04/2020,17414806,4974
Netherlands,Netherlands,13/04/2020,19/04/2020,17414806,4297
Netherlands,Netherlands,20/04/2020,26/04/2020,17414806,3900
Netherlands,Netherlands,27/04/2020,03/05/2020,17414806,3374
Netherlands,Netherlands,04/05/2020,10/05/2020,17414806,2976
Netherlands,Netherlands,11/05/2020,17/05/2020,17414806,2764
Netherlands,Netherlands,18/05/2020,24/05/2020,17414806,2764
Netherlands,Netherlands,25/05/2020,31/05/2020,17414806,2715
Netherlands,Netherlands,01/06/2020,07/06/2020,17414806,2667
Netherlands,Netherlands,08/06/2020,14/06/2020,17414806,2674
Netherlands,Netherlands,15/06/2020,21/06/2020,17414806,2666
