"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths"
"Panama","Panama",0,"2015-01-01","2015-01-31",31,2015,1,4408582,1602,0,"TBC"
"Panama","Panama",0,"2015-02-01","2015-02-28",28,2015,2,4408582,1377,0,"TBC"
"Panama","Panama",0,"2015-03-01","2015-03-31",31,2015,3,4408582,1557,0,"TBC"
"Panama","Panama",0,"2015-04-01","2015-04-30",30,2015,4,4408582,1424,0,"TBC"
"Panama","Panama",0,"2015-05-01","2015-05-31",31,2015,5,4408582,1421,0,"TBC"
"Panama","Panama",0,"2015-06-01","2015-06-30",30,2015,6,4408582,1508,0,"TBC"
"Panama","Panama",0,"2015-07-01","2015-07-31",31,2015,7,4408582,1509,0,"TBC"
"Panama","Panama",0,"2015-08-01","2015-08-31",31,2015,8,4408582,1549,0,"TBC"
"Panama","Panama",0,"2015-09-01","2015-09-30",30,2015,9,4408582,1588,0,"TBC"
"Panama","Panama",0,"2015-10-01","2015-10-31",31,2015,10,4408582,1567,0,"TBC"
"Panama","Panama",0,"2015-11-01","2015-11-30",30,2015,11,4408582,1489,0,"TBC"
"Panama","Panama",0,"2015-12-01","2015-12-31",31,2015,12,4408582,1591,0,"TBC"
"Panama","Panama",0,"2016-01-01","2016-01-31",31,2016,1,4408582,1619,0,"TBC"
"Panama","Panama",0,"2016-02-01","2016-02-29",29,2016,2,4408582,1438,0,"TBC"
"Panama","Panama",0,"2016-03-01","2016-03-31",31,2016,3,4408582,1587,0,"TBC"
"Panama","Panama",0,"2016-04-01","2016-04-30",30,2016,4,4408582,1546,0,"TBC"
"Panama","Panama",0,"2016-05-01","2016-05-31",31,2016,5,4408582,1555,0,"TBC"
"Panama","Panama",0,"2016-06-01","2016-06-30",30,2016,6,4408582,1624,0,"TBC"
"Panama","Panama",0,"2016-07-01","2016-07-31",31,2016,7,4408582,1588,0,"TBC"
"Panama","Panama",0,"2016-08-01","2016-08-31",31,2016,8,4408582,1559,0,"TBC"
"Panama","Panama",0,"2016-09-01","2016-09-30",30,2016,9,4408582,1577,0,"TBC"
"Panama","Panama",0,"2016-10-01","2016-10-31",31,2016,10,4408582,1575,0,"TBC"
"Panama","Panama",0,"2016-11-01","2016-11-30",30,2016,11,4408582,1625,0,"TBC"
