"country","region","region_code","start_date","end_date","year","week","population","total_deaths","covid_deaths","expected_deaths"
"Switzerland","Switzerland",0,"2010-01-04","2010-01-10",2010,1,8570146,1293,0,"TBC"
"Switzerland","Switzerland",0,"2010-01-11","2010-01-17",2010,2,8570146,1269,0,"TBC"
"Switzerland","Switzerland",0,"2010-01-18","2010-01-24",2010,3,8570146,1196,0,"TBC"
"Switzerland","Switzerland",0,"2010-01-25","2010-01-31",2010,4,8570146,1246,0,"TBC"
"Switzerland","Switzerland",0,"2010-02-01","2010-02-07",2010,5,8570146,1285,0,"TBC"
"Switzerland","Switzerland",0,"2010-02-08","2010-02-14",2010,6,8570146,1236,0,"TBC"
"Switzerland","Switzerland",0,"2010-02-15","2010-02-21",2010,7,8570146,1421,0,"TBC"
"Switzerland","Switzerland",0,"2010-02-22","2010-02-28",2010,8,8570146,1315,0,"TBC"
"Switzerland","Switzerland",0,"2010-03-01","2010-03-07",2010,9,8570146,1298,0,"TBC"
"Switzerland","Switzerland",0,"2010-03-08","2010-03-14",2010,10,8570146,1352,0,"TBC"
"Switzerland","Switzerland",0,"2010-03-15","2010-03-21",2010,11,8570146,1310,0,"TBC"
"Switzerland","Switzerland",0,"2010-03-22","2010-03-28",2010,12,8570146,1248,0,"TBC"
"Switzerland","Switzerland",0,"2010-03-29","2010-04-04",2010,13,8570146,1211,0,"TBC"
"Switzerland","Switzerland",0,"2010-04-05","2010-04-11",2010,14,8570146,1150,0,"TBC"
"Switzerland","Switzerland",0,"2010-04-12","2010-04-18",2010,15,8570146,1145,0,"TBC"
"Switzerland","Switzerland",0,"2010-04-19","2010-04-25",2010,16,8570146,1197,0,"TBC"
"Switzerland","Switzerland",0,"2010-04-26","2010-05-02",2010,17,8570146,1140,0,"TBC"
"Switzerland","Switzerland",0,"2010-05-03","2010-05-09",2010,18,8570146,1137,0,"TBC"
"Switzerland","Switzerland",0,"2010-05-10","2010-05-16",2010,19,8570146,1164,0,"TBC"
"Switzerland","Switzerland",0,"2010-05-17","2010-05-23",2010,20,8570146,1178,0,"TBC"
"Switzerland","Switzerland",0,"2010-05-24","2010-05-30",2010,21,8570146,1152,0,"TBC"
"Switzerland","Switzerland",0,"2010-05-31","2010-06-06",2010,22,8570146,1100,0,"TBC"
"Switzerland","Switzerland",0,"2010-06-07","2010-06-13",2010,23,8570146,1135,0,"TBC"
"Switzerland","Switzerland",0,"2010-06-14","2010-06-20",2010,24,8570146,1079,0,"TBC"
"Switzerland","Switzerland",0,"2010-06-21","2010-06-27",2010,25,8570146,1075,0,"TBC"
"Switzerland","Switzerland",0,"2010-06-28","2010-07-04",2010,26,8570146,1145,0,"TBC"
"Switzerland","Switzerland",0,"2010-07-05","2010-07-11",2010,27,8570146,1105,0,"TBC"
"Switzerland","Switzerland",0,"2010-07-12","2010-07-18",2010,28,8570146,1120,0,"TBC"
"Switzerland","Switzerland",0,"2010-07-19","2010-07-25",2010,29,8570146,1040,0,"TBC"
"Switzerland","Switzerland",0,"2010-07-26","2010-08-01",2010,30,8570146,1099,0,"TBC"
