"country","region","region_code","start_date","end_date","days","year","week","population","total_deaths","covid_deaths","expected_deaths"
"Romania","Romania",0,"2014-12-29","2015-01-04",7,2015,1,19317984,5803,0,"TBC"
"Romania","Romania",0,"2015-01-05","2015-01-11",7,2015,2,19317984,5848,0,"TBC"
"Romania","Romania",0,"2015-01-12","2015-01-18",7,2015,3,19317984,5602,0,"TBC"
"Romania","Romania",0,"2015-01-19","2015-01-25",7,2015,4,19317984,5508,0,"TBC"
"Romania","Romania",0,"2015-01-26","2015-02-01",7,2015,5,19317984,5560,0,"TBC"
"Romania","Romania",0,"2015-02-02","2015-02-08",7,2015,6,19317984,5688,0,"TBC"
"Romania","Romania",0,"2015-02-09","2015-02-15",7,2015,7,19317984,5815,0,"TBC"
"Romania","Romania",0,"2015-02-16","2015-02-22",7,2015,8,19317984,6281,0,"TBC"
"Romania","Romania",0,"2015-02-23","2015-03-01",7,2015,9,19317984,6139,0,"TBC"
"Romania","Romania",0,"2015-03-02","2015-03-08",7,2015,10,19317984,5909,0,"TBC"
"Romania","Romania",0,"2015-03-09","2015-03-15",7,2015,11,19317984,5824,0,"TBC"
"Romania","Romania",0,"2015-03-16","2015-03-22",7,2015,12,19317984,5844,0,"TBC"
"Romania","Romania",0,"2015-03-23","2015-03-29",7,2015,13,19317984,5865,0,"TBC"
"Romania","Romania",0,"2015-03-30","2015-04-05",7,2015,14,19317984,5432,0,"TBC"
"Romania","Romania",0,"2015-04-06","2015-04-12",7,2015,15,19317984,5425,0,"TBC"
"Romania","Romania",0,"2015-04-13","2015-04-19",7,2015,16,19317984,5571,0,"TBC"
"Romania","Romania",0,"2015-04-20","2015-04-26",7,2015,17,19317984,5282,0,"TBC"
"Romania","Romania",0,"2015-04-27","2015-05-03",7,2015,18,19317984,5053,0,"TBC"
"Romania","Romania",0,"2015-05-04","2015-05-10",7,2015,19,19317984,4822,0,"TBC"
"Romania","Romania",0,"2015-05-11","2015-05-17",7,2015,20,19317984,4667,0,"TBC"
"Romania","Romania",0,"2015-05-18","2015-05-24",7,2015,21,19317984,4769,0,"TBC"
"Romania","Romania",0,"2015-05-25","2015-05-31",7,2015,22,19317984,4306,0,"TBC"
"Romania","Romania",0,"2015-06-01","2015-06-07",7,2015,23,19317984,4913,0,"TBC"
"Romania","Romania",0,"2015-06-08","2015-06-14",7,2015,24,19317984,4682,0,"TBC"
"Romania","Romania",0,"2015-06-15","2015-06-21",7,2015,25,19317984,4410,0,"TBC"
"Romania","Romania",0,"2015-06-22","2015-06-28",7,2015,26,19317984,4283,0,"TBC"
"Romania","Romania",0,"2015-06-29","2015-07-05",7,2015,27,19317984,4434,0,"TBC"
"Romania","Romania",0,"2015-07-06","2015-07-12",7,2015,28,19317984,4604,0,"TBC"
"Romania","Romania",0,"2015-07-13","2015-07-19",7,2015,29,19317984,4416,0,"TBC"
"Romania","Romania",0,"2015-07-20","2015-07-26",7,2015,30,19317984,4997,0,"TBC"
"Romania","Romania",0,"2015-07-27","2015-08-02",7,2015,31,19317984,4551,0,"TBC"
"Romania","Romania",0,"2015-08-03","2015-08-09",7,2015,32,19317984,4439,0,"TBC"
"Romania","Romania",0,"2015-08-10","2015-08-16",7,2015,33,19317984,4503,0,"TBC"
"Romania","Romania",0,"2015-08-17","2015-08-23",7,2015,34,19317984,4127,0,"TBC"
"Romania","Romania",0,"2015-08-24","2015-08-30",7,2015,35,19317984,4413,0,"TBC"
"Romania","Romania",0,"2015-08-31","2015-09-06",7,2015,36,19317984,4554,0,"TBC"
"Romania","Romania",0,"2015-09-07","2015-09-13",7,2015,37,19317984,4040,0,"TBC"
"Romania","Romania",0,"2015-09-14","2015-09-20",7,2015,38,19317984,4574,0,"TBC"
"Romania","Romania",0,"2015-09-21","2015-09-27",7,2015,39,19317984,4313,0,"TBC"
"Romania","Romania",0,"2015-09-28","2015-10-04",7,2015,40,19317984,4342,0,"TBC"
"Romania","Romania",0,"2015-10-05","2015-10-11",7,2015,41,19317984,4598,0,"TBC"
"Romania","Romania",0,"2015-10-12","2015-10-18",7,2015,42,19317984,4917,0,"TBC"
"Romania","Romania",0,"2015-10-19","2015-10-25",7,2015,43,19317984,4962,0,"TBC"
"Romania","Romania",0,"2015-10-26","2015-11-01",7,2015,44,19317984,4984,0,"TBC"
"Romania","Romania",0,"2015-11-02","2015-11-08",7,2015,45,19317984,5129,0,"TBC"
"Romania","Romania",0,"2015-11-09","2015-11-15",7,2015,46,19317984,5188,0,"TBC"
"Romania","Romania",0,"2015-11-16","2015-11-22",7,2015,47,19317984,5074,0,"TBC"
