"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths"
"Argentina","Argentina",0,"2015-01-01","2015-01-31",31,2015,1,45605823,25583,0,"TBC"
"Argentina","Argentina",0,"2015-02-01","2015-02-28",28,2015,2,45605823,22728,0,"TBC"
"Argentina","Argentina",0,"2015-03-01","2015-03-31",31,2015,3,45605823,25145,0,"TBC"
"Argentina","Argentina",0,"2015-04-01","2015-04-30",30,2015,4,45605823,25853,0,"TBC"
"Argentina","Argentina",0,"2015-05-01","2015-05-31",31,2015,5,45605823,27580,0,"TBC"
"Argentina","Argentina",0,"2015-06-01","2015-06-30",30,2015,6,45605823,29490,0,"TBC"
"Argentina","Argentina",0,"2015-07-01","2015-07-31",31,2015,7,45605823,33369,0,"TBC"
"Argentina","Argentina",0,"2015-08-01","2015-08-31",31,2015,8,45605823,31822,0,"TBC"
"Argentina","Argentina",0,"2015-09-01","2015-09-30",30,2015,9,45605823,29911,0,"TBC"
"Argentina","Argentina",0,"2015-10-01","2015-10-31",31,2015,10,45605823,28582,0,"TBC"
"Argentina","Argentina",0,"2015-11-01","2015-11-30",30,2015,11,45605823,25482,0,"TBC"
"Argentina","Argentina",0,"2015-12-01","2015-12-31",31,2015,12,45605823,25016,0,"TBC"
"Argentina","Argentina",0,"2016-01-01","2016-01-31",31,2016,1,45605823,27557,0,"TBC"
"Argentina","Argentina",0,"2016-02-01","2016-02-29",29,2016,2,45605823,25416,0,"TBC"
"Argentina","Argentina",0,"2016-03-01","2016-03-31",31,2016,3,45605823,27008,0,"TBC"
"Argentina","Argentina",0,"2016-04-01","2016-04-30",30,2016,4,45605823,27181,0,"TBC"
"Argentina","Argentina",0,"2016-05-01","2016-05-31",31,2016,5,45605823,33201,0,"TBC"
"Argentina","Argentina",0,"2016-06-01","2016-06-30",30,2016,6,45605823,36135,0,"TBC"
"Argentina","Argentina",0,"2016-07-01","2016-07-31",31,2016,7,45605823,34452,0,"TBC"
"Argentina","Argentina",0,"2016-08-01","2016-08-31",31,2016,8,45605823,31338,0,"TBC"
"Argentina","Argentina",0,"2016-09-01","2016-09-30",30,2016,9,45605823,29597,0,"TBC"
"Argentina","Argentina",0,"2016-10-01","2016-10-31",31,2016,10,45605823,27872,0,"TBC"
"Argentina","Argentina",0,"2016-11-01","2016-11-30",30,2016,11,45605823,25537,0,"TBC"
"Argentina","Argentina",0,"2016-12-01","2016-12-31",31,2016,12,45605823,24823,0,"TBC"
"Argentina","Argentina",0,"2017-01-01","2017-01-31",31,2017,1,45605823,26724,0,"TBC"
"Argentina","Argentina",0,"2017-02-01","2017-02-28",28,2017,2,45605823,23774,0,"TBC"
"Argentina","Argentina",0,"2017-03-01","2017-03-31",31,2017,3,45605823,26151,0,"TBC"
"Argentina","Argentina",0,"2017-04-01","2017-04-30",30,2017,4,45605823,25852,0,"TBC"
"Argentina","Argentina",0,"2017-05-01","2017-05-31",31,2017,5,45605823,30063,0,"TBC"
"Argentina","Argentina",0,"2017-06-01","2017-06-30",30,2017,6,45605823,37443,0,"TBC"
"Argentina","Argentina",0,"2017-07-01","2017-07-31",31,2017,7,45605823,34769,0,"TBC"
"Argentina","Argentina",0,"2017-08-01","2017-08-31",31,2017,8,45605823,29995,0,"TBC"
"Argentina","Argentina",0,"2017-09-01","2017-09-30",30,2017,9,45605823,27287,0,"TBC"
"Argentina","Argentina",0,"2017-10-01","2017-10-31",31,2017,10,45605823,27939,0,"TBC"
"Argentina","Argentina",0,"2017-11-01","2017-11-30",30,2017,11,45605823,25066,0,"TBC"
"Argentina","Argentina",0,"2017-12-01","2017-12-31",31,2017,12,45605823,24215,0,"TBC"
"Argentina","Argentina",0,"2018-01-01","2018-01-31",31,2018,1,45605823,26030,0,"TBC"
"Argentina","Argentina",0,"2018-02-01","2018-02-28",28,2018,2,45605823,23518,0,"TBC"
"Argentina","Argentina",0,"2018-03-01","2018-03-31",31,2018,3,45605823,25683,0,"TBC"
"Argentina","Argentina",0,"2018-04-01","2018-04-30",30,2018,4,45605823,25290,0,"TBC"
"Argentina","Argentina",0,"2018-05-01","2018-05-31",31,2018,5,45605823,27672,0,"TBC"
"Argentina","Argentina",0,"2018-06-01","2018-06-30",30,2018,6,45605823,31395,0,"TBC"
"Argentina","Argentina",0,"2018-07-01","2018-07-31",31,2018,7,45605823,33618,0,"TBC"
"Argentina","Argentina",0,"2018-08-01","2018-08-31",31,2018,8,45605823,33721,0,"TBC"
"Argentina","Argentina",0,"2018-09-01","2018-09-30",30,2018,9,45605823,29980,0,"TBC"
"Argentina","Argentina",0,"2018-10-01","2018-10-31",31,2018,10,45605823,27702,0,"TBC"
"Argentina","Argentina",0,"2018-11-01","2018-11-30",30,2018,11,45605823,25250,0,"TBC"
"Argentina","Argentina",0,"2018-12-01","2018-12-31",31,2018,12,45605823,23650,0,"TBC"
"Argentina","Argentina",0,"2019-01-01","2019-01-31",31,2019,1,45605823,26271,0,"TBC"
"Argentina","Argentina",0,"2019-02-01","2019-02-28",28,2019,2,45605823,23688,0,"TBC"
"Argentina","Argentina",0,"2019-03-01","2019-03-31",31,2019,3,45605823,26020,0,"TBC"
"Argentina","Argentina",0,"2019-04-01","2019-04-30",30,2019,4,45605823,25582,0,"TBC"
"Argentina","Argentina",0,"2019-05-01","2019-05-31",31,2019,5,45605823,28383,0,"TBC"
"Argentina","Argentina",0,"2019-06-01","2019-06-30",30,2019,6,45605823,31418,0,"TBC"
"Argentina","Argentina",0,"2019-07-01","2019-07-31",31,2019,7,45605823,36035,0,"TBC"
"Argentina","Argentina",0,"2019-08-01","2019-08-31",31,2019,8,45605823,32472,0,"TBC"
"Argentina","Argentina",0,"2019-09-01","2019-09-30",30,2019,9,45605823,29481,0,"TBC"
"Argentina","Argentina",0,"2019-10-01","2019-10-31",31,2019,10,45605823,28362,0,"TBC"
"Argentina","Argentina",0,"2019-11-01","2019-11-30",30,2019,11,45605823,25543,0,"TBC"
"Argentina","Argentina",0,"2019-12-01","2019-12-31",31,2019,12,45605823,23836,0,"TBC"
"Argentina","Argentina",0,"2020-01-01","2020-01-31",31,2020,1,45605823,25571,0,"TBC"
"Argentina","Argentina",0,"2020-02-01","2020-02-29",29,2020,2,45605823,24212,0,"TBC"
"Argentina","Argentina",0,"2020-03-01","2020-03-31",31,2020,3,45605823,25639,27,"TBC"
"Argentina","Argentina",0,"2020-04-01","2020-04-30",30,2020,4,45605823,24959,191,"TBC"
"Argentina","Argentina",0,"2020-05-01","2020-05-31",31,2020,5,45605823,27541,321,"TBC"
"Argentina","Argentina",0,"2020-06-01","2020-06-30",30,2020,6,45605823,28899,768,"TBC"
"Argentina","Argentina",0,"2020-07-01","2020-07-31",31,2020,7,45605823,36033,2236,"TBC"
"Argentina","Argentina",0,"2020-08-01","2020-08-31",31,2020,8,45605823,37052,5117,"TBC"
"Argentina","Argentina",0,"2020-09-01","2020-09-30",30,2020,9,45605823,39973,8277,"TBC"
"Argentina","Argentina",0,"2020-10-01","2020-10-31",31,2020,10,45605823,42554,14065,"TBC"
"Argentina","Argentina",0,"2020-11-01","2020-11-30",30,2020,11,45605823,35421,7728,"TBC"
"Argentina","Argentina",0,"2020-12-01","2020-12-31",31,2020,12,45605823,31141,4515,"TBC"
