"country","region","region_code","start_date","end_date","year","month","population","total_deaths","covid_deaths","expected_deaths"
"Ecuador","Cotopaxi","EC-X","2020-03-01","2020-03-31",2020,3,482600,146,0,"TBC"
"Ecuador","Cotopaxi","EC-X","2020-04-01","2020-04-30",2020,4,482600,151,0,"TBC"
"Ecuador","Cotopaxi","EC-X","2020-05-01","2020-05-31",2020,5,482600,149,0,"TBC"
"Ecuador","Pastaza","EC-Y","2018-01-01","2018-01-31",2018,1,111300,29,0,"TBC"
"Ecuador","Pastaza","EC-Y","2018-02-01","2018-02-28",2018,2,111300,21,0,"TBC"
"Ecuador","Pastaza","EC-Y","2018-03-01","2018-03-31",2018,3,111300,25,0,"TBC"
"Ecuador","Pastaza","EC-Y","2018-04-01","2018-04-30",2018,4,111300,28,0,"TBC"
"Ecuador","Pastaza","EC-Y","2018-05-01","2018-05-31",2018,5,111300,17,0,"TBC"
"Ecuador","Pastaza","EC-Y","2019-01-01","2019-01-31",2019,1,111300,18,0,"TBC"
"Ecuador","Pastaza","EC-Y","2019-02-01","2019-02-28",2019,2,111300,28,0,"TBC"
"Ecuador","Pastaza","EC-Y","2019-03-01","2019-03-31",2019,3,111300,28,0,"TBC"
"Ecuador","Pastaza","EC-Y","2019-04-01","2019-04-30",2019,4,111300,23,0,"TBC"
"Ecuador","Pastaza","EC-Y","2019-05-01","2019-05-31",2019,5,111300,22,0,"TBC"
"Ecuador","Pastaza","EC-Y","2020-01-01","2020-01-31",2020,1,111300,34,0,"TBC"
"Ecuador","Pastaza","EC-Y","2020-02-01","2020-02-29",2020,2,111300,33,0,"TBC"
"Ecuador","Pastaza","EC-Y","2020-03-01","2020-03-31",2020,3,111300,22,0,"TBC"
"Ecuador","Pastaza","EC-Y","2020-04-01","2020-04-30",2020,4,111300,22,0,"TBC"
"Ecuador","Pastaza","EC-Y","2020-05-01","2020-05-31",2020,5,111300,16,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2018-01-01","2018-01-31",2018,1,117900,21,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2018-02-01","2018-02-28",2018,2,117900,17,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2018-03-01","2018-03-31",2018,3,117900,17,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2018-04-01","2018-04-30",2018,4,117900,23,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2018-05-01","2018-05-31",2018,5,117900,28,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2019-01-01","2019-01-31",2019,1,117900,25,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2019-02-01","2019-02-28",2019,2,117900,21,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2019-03-01","2019-03-31",2019,3,117900,22,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2019-04-01","2019-04-30",2019,4,117900,22,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2019-05-01","2019-05-31",2019,5,117900,12,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2020-01-01","2020-01-31",2020,1,117900,26,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2020-02-01","2020-02-29",2020,2,117900,24,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2020-03-01","2020-03-31",2020,3,117900,12,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2020-04-01","2020-04-30",2020,4,117900,19,0,"TBC"
"Ecuador","Zamora Chinchipe","EC-Z","2020-05-01","2020-05-31",2020,5,117900,15,0,"TBC"
