"country","region","region_code","start_date","end_date","days","year","week","population","total_deaths","covid_deaths","expected_deaths"
"Estonia","Estonia",0,"2014-12-29","2015-01-04",7,2015,1,1326064,354,0,"TBC"
"Estonia","Estonia",0,"2015-01-05","2015-01-11",7,2015,2,1326064,340,0,"TBC"
"Estonia","Estonia",0,"2015-01-12","2015-01-18",7,2015,3,1326064,294,0,"TBC"
"Estonia","Estonia",0,"2015-01-19","2015-01-25",7,2015,4,1326064,321,0,"TBC"
"Estonia","Estonia",0,"2015-01-26","2015-02-01",7,2015,5,1326064,329,0,"TBC"
"Estonia","Estonia",0,"2015-02-02","2015-02-08",7,2015,6,1326064,332,0,"TBC"
"Estonia","Estonia",0,"2015-02-09","2015-02-15",7,2015,7,1326064,324,0,"TBC"
"Estonia","Estonia",0,"2015-02-16","2015-02-22",7,2015,8,1326064,332,0,"TBC"
"Estonia","Estonia",0,"2015-02-23","2015-03-01",7,2015,9,1326064,324,0,"TBC"
"Estonia","Estonia",0,"2015-03-02","2015-03-08",7,2015,10,1326064,355,0,"TBC"
"Estonia","Estonia",0,"2015-03-09","2015-03-15",7,2015,11,1326064,341,0,"TBC"
"Estonia","Estonia",0,"2015-03-16","2015-03-22",7,2015,12,1326064,331,0,"TBC"
"Estonia","Estonia",0,"2015-03-23","2015-03-29",7,2015,13,1326064,317,0,"TBC"
"Estonia","Estonia",0,"2015-03-30","2015-04-05",7,2015,14,1326064,304,0,"TBC"
"Estonia","Estonia",0,"2015-04-06","2015-04-12",7,2015,15,1326064,311,0,"TBC"
"Estonia","Estonia",0,"2015-04-13","2015-04-19",7,2015,16,1326064,297,0,"TBC"
"Estonia","Estonia",0,"2015-04-20","2015-04-26",7,2015,17,1326064,302,0,"TBC"
"Estonia","Estonia",0,"2015-04-27","2015-05-03",7,2015,18,1326064,265,0,"TBC"
"Estonia","Estonia",0,"2015-05-04","2015-05-10",7,2015,19,1326064,278,0,"TBC"
"Estonia","Estonia",0,"2015-05-11","2015-05-17",7,2015,20,1326064,333,0,"TBC"
"Estonia","Estonia",0,"2015-05-18","2015-05-24",7,2015,21,1326064,283,0,"TBC"
"Estonia","Estonia",0,"2015-05-25","2015-05-31",7,2015,22,1326064,285,0,"TBC"
"Estonia","Estonia",0,"2015-06-01","2015-06-07",7,2015,23,1326064,289,0,"TBC"
"Estonia","Estonia",0,"2015-06-08","2015-06-14",7,2015,24,1326064,267,0,"TBC"
"Estonia","Estonia",0,"2015-06-15","2015-06-21",7,2015,25,1326064,285,0,"TBC"
"Estonia","Estonia",0,"2015-06-22","2015-06-28",7,2015,26,1326064,239,0,"TBC"
"Estonia","Estonia",0,"2015-06-29","2015-07-05",7,2015,27,1326064,277,0,"TBC"
"Estonia","Estonia",0,"2015-07-06","2015-07-12",7,2015,28,1326064,250,0,"TBC"
"Estonia","Estonia",0,"2015-07-13","2015-07-19",7,2015,29,1326064,236,0,"TBC"
"Estonia","Estonia",0,"2015-07-20","2015-07-26",7,2015,30,1326064,238,0,"TBC"
"Estonia","Estonia",0,"2015-07-27","2015-08-02",7,2015,31,1326064,259,0,"TBC"
"Estonia","Estonia",0,"2015-08-03","2015-08-09",7,2015,32,1326064,276,0,"TBC"
