"country","region","region_code","start_date","end_date","days","year","week","population","total_deaths","covid_deaths","expected_deaths"
"South Africa","South Africa",0,"2019-12-29","2020-01-04",7,2020,1,59622350,10451,0,10099
"South Africa","South Africa",0,"2020-01-05","2020-01-11",7,2020,2,59622350,9676,0,9144
"South Africa","South Africa",0,"2020-01-12","2020-01-18",7,2020,3,59622350,9253,0,8957
"South Africa","South Africa",0,"2020-01-19","2020-01-25",7,2020,4,59622350,8621,0,8775
"South Africa","South Africa",0,"2020-01-26","2020-02-01",7,2020,5,59622350,9409,0,9059
"South Africa","South Africa",0,"2020-02-02","2020-02-08",7,2020,6,59622350,10092,0,9225
"South Africa","South Africa",0,"2020-02-09","2020-02-15",7,2020,7,59622350,9277,0,8959
"South Africa","South Africa",0,"2020-02-16","2020-02-22",7,2020,8,59622350,9305,0,8838
"South Africa","South Africa",0,"2020-02-23","2020-02-29",7,2020,9,59622350,9013,0,9203
"South Africa","South Africa",0,"2020-03-01","2020-03-07",7,2020,10,59622350,9830,0,9249
"South Africa","South Africa",0,"2020-03-08","2020-03-14",7,2020,11,59622350,9395,0,8996
"South Africa","South Africa",0,"2020-03-15","2020-03-21",7,2020,12,59622350,9111,0,8885
"South Africa","South Africa",0,"2020-03-22","2020-03-28",7,2020,13,59622350,9041,1,9242
"South Africa","South Africa",0,"2020-03-29","2020-04-04",7,2020,14,59622350,8764,8,9481
"South Africa","South Africa",0,"2020-04-05","2020-04-11",7,2020,15,59622350,8761,16,9208
"South Africa","South Africa",0,"2020-04-12","2020-04-18",7,2020,16,59622350,8610,27,9212
"South Africa","South Africa",0,"2020-04-19","2020-04-25",7,2020,17,59622350,8425,34,9431
"South Africa","South Africa",0,"2020-04-26","2020-05-02",7,2020,18,59622350,8477,37,9981
"South Africa","South Africa",0,"2020-05-03","2020-05-09",7,2020,19,59622350,8935,63,9875
"South Africa","South Africa",0,"2020-05-10","2020-05-16",7,2020,20,59622350,9063,75,9903
"South Africa","South Africa",0,"2020-05-17","2020-05-23",7,2020,21,59622350,9270,146,9696
"South Africa","South Africa",0,"2020-05-24","2020-05-30",7,2020,22,59622350,9817,236,10408
"South Africa","South Africa",0,"2020-05-31","2020-06-06",7,2020,23,59622350,10505,309,11021
"South Africa","South Africa",0,"2020-06-07","2020-06-13",7,2020,24,59622350,11005,471,11118
"South Africa","South Africa",0,"2020-06-14","2020-06-20",7,2020,25,59622350,12396,454,10971
"South Africa","South Africa",0,"2020-06-21","2020-06-27",7,2020,26,59622350,12984,536,11023
"South Africa","South Africa",0,"2020-06-28","2020-07-04",7,2020,27,59622350,13956,613,11212
"South Africa","South Africa",0,"2020-07-05","2020-07-11",7,2020,28,59622350,15236,945,10913
"South Africa","South Africa",0,"2020-07-12","2020-07-18",7,2020,29,59622350,16707,977,10623
