"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"Maldives","Maldives","0",2020-01-01,2020-01-31,31,2020,"1",523798,114,0,104.983464848264,9.01653515173628,114,0,1.72137639924862,0.085885288362012,25.741935483871,0,23.7059436754144,2.03599180845658,25.741935483871,0,0.388697896604527
"Maldives","Maldives","0",2020-02-01,2020-02-29,29,2020,"2",523798,96,0,96.9186714171932,-0.918671417193238,96,0,-0.175386583605367,-0.00947878673696168,23.1724137931034,0,23.3941620662191,-0.221748273115609,23.1724137931034,0,-0.0423346925943988
"Maldives","Maldives","0",2020-03-01,2020-03-31,31,2020,"3",523798,109,0,113.380157817917,-4.38015781791688,109,0,-0.83623034412443,-0.0386324900424924,24.6129032258065,0,25.6019711201748,-0.989067894368328,24.6129032258065,0,-0.188826206737775
"Maldives","Maldives","0",2020-04-01,2020-04-30,30,2020,"4",523798,91,1,97.1162817592744,-6.11628175927441,90,0.190913291001493,-1.16767947935548,-0.0629789531526244,21.2333333333333,0.233333333333333,22.6604657438307,-1.42713241049736,21,0.044546434567015,-0.272458545182945
"Maldives","Maldives","0",2020-05-01,2020-05-31,31,2020,"5",523798,109,4,93.1801578179169,15.8198421820831,105,0.763653164005972,3.02021813410573,0.169776941277526,24.6129032258065,0.903225806451613,21.0406807975941,3.57222242821231,23.7096774193548,0.172437811227155,0.681984739959357
"Maldives","Maldives","0",2020-06-01,2020-06-30,30,2020,"6",523798,91,4,87.5162817592744,3.48371824072561,87,0.763653164005972,0.665088114258857,0.0398065156642287,21.2333333333333,0.933333333333333,20.4204657438307,0.812867589502642,20.3,0.17818573826806,0.1551872266604
"Maldives","Maldives","0",2020-07-01,2020-07-31,31,2020,"7",523798,115,7,87.5801578179169,27.4198421820831,108,1.33639303701045,5.23481230972305,0.313082813108081,25.9677419354839,1.58064516129032,19.7761646685619,6.19157726692199,24.3870967741935,0.301766169647521,1.18205439251811
"Maldives","Maldives","0",2020-08-01,2020-08-31,31,2020,"8",523798,129,12,88.5801578179169,40.4198421820831,117,2.29095949201792,7.71668509274245,0.456308084990875,29.1290322580645,2.70967741935484,20.0019711201748,9.12706113788974,26.4193548387097,0.517313433681465,1.74247727900636
"Maldives","Maldives","0",2020-09-01,2020-09-30,30,2020,"9",523798,112,6,85.3162817592744,26.6837182407256,106,1.14547974600896,5.09427646549349,0.312762320280383,26.1333333333333,1.4,19.9071324104974,6.22620092283597,24.7333333333333,0.26727860740209,1.18866450861515
"Maldives","Maldives","0",2020-10-01,2020-10-31,31,2020,"10",523798,103,4,90.5801578179169,12.4198421820831,99,0.763653164005972,2.37111294470065,0.137114380028453,23.258064516129,0.903225806451613,20.4535840234006,2.80448049272845,22.3548387096774,0.172437811227155,0.535412600416276
"Maldives","Maldives","0",2020-11-01,2020-11-30,30,2020,"11",523798,110,8,87.1162817592744,22.8837182407256,102,1.52730632801194,4.36880595968782,0.262680153222786,25.6666666666667,1.86666666666667,20.3271324104974,5.33953425616931,23.8,0.35637147653612,1.01938805726049
"Maldives","Maldives","0",2020-12-01,2020-12-31,31,2020,"12",523798,96,2,92.9801578179169,3.01984218208311,94,0.381826582002986,0.576528009286616,0.0324783507896047,21.6774193548387,0.451612903225806,20.9955195072716,0.681899847567154,21.2258064516129,0.0862189056135775,0.130183744032462
"Maldives","Maldives","0",2021-01-01,2021-01-31,31,2021,"1",523798,98,4,103.57685078757,-5.57685078756974,94,0.763653164005972,-1.06469493727921,-0.0538426370870027,22.1290322580645,0.903225806451613,23.3883211455803,-1.25928888751575,21.2258064516129,0.172437811227155,-0.24041498583724
"Maldives","Maldives","0",2021-02-01,2021-02-28,28,2021,"2",523798,102,10,92.3061581455397,9.69384185446027,92,1.90913291001493,1.85068325088303,0.105018365504671,25.5,2.5,23.0765395363849,2.42346046361507,23,0.477283227503732,0.462670812720757
"Maldives","Maldives","0",2021-03-01,2021-03-31,31,2021,"3",523798,104,5,111.973543757223,-7.9735437572229,99,0.954566455007465,-1.52225547963583,-0.0712091757541483,23.4838709677419,1.12903225806452,25.2843485903407,-1.80047762259872,22.3548387096774,0.215547264033944,-0.343735108304865
"Maldives","Maldives","0",2021-04-01,2021-04-30,30,2021,"4",523798,129,6,95.7550423456996,33.2449576543004,123,1.14547974600896,6.34690427498776,0.347187540623478,30.1,1.4,22.3428432139966,7.75715678600343,28.7,0.26727860740209,1.48094433083048
"Maldives","Maldives","0",2021-05-01,2021-05-31,31,2021,"5",523798,186,87,91.7735437572229,94.2264562427771,99,16.6094563171299,17.9890828607167,1.02672788240632,42,19.6451612903226,20.72305826776,21.27694173224,22.3548387096774,3.75052239419062,4.06205096854894
"Maldives","Maldives","0",2021-06-01,2021-06-30,30,2021,"6",523798,178,50,86.1550423456996,91.8449576543004,128,9.54566455007465,17.5344231276753,1.06604274287011,41.5333333333333,11.6666666666667,20.1028432139966,21.4304901193368,29.8666666666667,2.22732172835075,4.09136539645756
"Maldives","Maldives","0",2021-07-01,2021-07-31,31,2021,"7",523798,115,11,86.1735437572229,28.8264562427771,104,2.10004620101642,5.50335362921911,0.334516314241294,25.9677419354839,2.48387096774194,19.4585421387278,6.50919979675612,23.4838709677419,0.474203980874676,1.24269275498496
