"country","region","region_code","start_date","end_date","days","year","quarter","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"Tajikistan","Tajikistan","0",2019-12-21,2020-03-20,91,2020,1,9749625,9937,0,8734.92100845412,1202.07899154588,9937,0,12.3294895090414,0.137617614444646,764.384615384615,0,671.917000650317,92.4676147342987,764.384615384615,0,0.948422269926266
"Tajikistan","Tajikistan","0",2020-03-21,2020-06-19,91,2020,2,9749625,10460,51,7832.78545289856,2627.21454710144,10409,0.52309704219393,26.9468266430908,0.335412550605382,804.615384615385,3.92307692307692,602.521957915274,202.093426700111,800.692307692308,0.0402382340149177,2.07283281869929
"Tajikistan","Tajikistan","0",2020-06-20,2020-09-19,92,2020,3,9749625,10722,22,7644.83584249085,3077.16415750915,10700,0.225649704475813,31.5618719438866,0.40251540005685,815.804347826087,1.67391304347826,581.672292363434,234.132055462653,814.130434782609,0.0171689992535945,2.40144677833919
"Tajikistan","Tajikistan","0",2020-09-20,2020-12-20,92,2020,4,9749625,11506,16,8636.63584249085,2869.36415750915,11490,0.16410887598241,29.430507917065,0.332231694127052,875.45652173913,1.21739130434783,657.135335841695,218.321185897435,874.239130434783,0.0124865449117051,2.23927777629842
