"country","region","region_code","start_date","end_date","days","year","quarter","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"Tajikistan","Tajikistan","0",2019-12-21,2020-03-20,91,2020,"1",9749625,9937.3,0,8734.92100845411,1202.37899154589,9937.3,0,12.3325665504662,0.13765195934596,764.407692307692,0,671.917000650316,92.4906916573764,764.407692307692,0,0.948658965420479
"Tajikistan","Tajikistan","0",2020-03-21,2020-06-19,91,2020,"2",9749625,10460.4,51,7832.78545289855,2627.61454710145,10409.4,0.52309704219393,26.9509293649904,0.335463618006936,804.646153846154,3.92307692307692,602.521957915273,202.124195930881,800.723076923077,0.0402382340149177,2.07314841269157
"Tajikistan","Tajikistan","0",2020-06-20,2020-09-19,92,2020,"3",9749625,10721.9,22,7644.83584249084,3077.06415750916,10699.9,0.225649704475813,31.5608462634117,0.40250231933124,815.796739130435,1.67391304347826,581.672292363434,234.124446767001,814.122826086957,0.0171689992535945,2.4013687374335
"Tajikistan","Tajikistan","0",2020-09-20,2020-12-20,92,2020,"4",9749625,11506.4,16,8636.63584249084,2869.76415750916,11490.4,0.16410887598241,29.4346106389646,0.332278008456763,875.486956521739,1.21739130434783,657.135335841695,218.351620680045,874.269565217391,0.0124865449117051,2.23958993992122
"Tajikistan","Tajikistan","0",2020-12-21,2021-03-20,90,2021,"1",9749625,10787.625,2,8604.44455327282,2183.18044672718,10785.625,0.0205136094978012,22.3924555736983,0.253727063171879,839.0375,0.155555555555556,669.234576365663,169.802923634337,838.881944444444,0.00159550296094009,1.74163543350987
"Tajikistan","Tajikistan","0",2021-03-21,2021-06-19,91,2021,"2",9749625,9109.55,0,7797.91393719807,1311.63606280193,9109.55,0,13.4531949977761,0.168203454586115,700.734615384615,0,599.839533630621,100.895081753995,700.734615384615,0,1.03486115367509
"Tajikistan","Tajikistan","0",2021-06-20,2021-09-19,92,2021,"3",9749625,8630.1,34,7609.58112332113,1020.51887667888,8596.1,0.34873136146262,10.4672628606626,0.134109730895868,656.638043478261,2.58695652173913,578.989868078781,77.6481753994796,654.051086956522,0.0265339079373733,0.796422174180849
"Tajikistan","Tajikistan","0",2021-09-20,2021-12-20,92,2021,"4",9749625,9589,0,8601.38112332113,987.618876678875,9589,0,10.1298139844238,0.114820964507795,729.597826086957,0,654.452911557042,75.1449145299144,729.597826086957,0,0.770746716206155
