Date_evenement,Zone,Remontee_dematerialisee_2020,Total_deces_2020,Taux_dematerialisation_2020,Remontee_dematerialisee_2019,Total_deces_2019,Remontee_dematerialisee_2018,Total_deces_2018
09/03/2020,Dept_30,175,181,0.97,171,185,193,218
10/03/2020,Dept_30,184,190,0.97,178,194,210,240
11/03/2020,Dept_30,199,206,0.97,196,215,231,264
12/03/2020,Dept_30,223,230,0.97,211,233,247,284
13/03/2020,Dept_30,239,247,0.97,225,250,264,303
14/03/2020,Dept_30,248,257,0.96,234,261,277,324
15/03/2020,Dept_30,265,274,0.97,252,280,295,343
16/03/2020,Dept_30,289,300,0.96,269,300,304,354
17/03/2020,Dept_30,305,NA,,287,320,322,376
18/03/2020,Dept_30,325,NA,,299,334,336,394
19/03/2020,Dept_30,341,NA,,307,345,355,416
20/03/2020,Dept_30,368,NA,,313,354,368,432
21/03/2020,Dept_30,NA,NA,,338,380,382,448
22/03/2020,Dept_30,NA,NA,,351,396,407,475
23/03/2020,Dept_30,NA,NA,,373,419,421,493
24/03/2020,Dept_30,NA,NA,,396,443,443,517
25/03/2020,Dept_30,NA,NA,,410,461,456,533
26/03/2020,Dept_30,NA,NA,,429,483,473,553
27/03/2020,Dept_30,NA,NA,,441,498,492,575
28/03/2020,Dept_30,NA,NA,,455,519,514,599
29/03/2020,Dept_30,NA,NA,,469,534,534,620
30/03/2020,Dept_30,NA,NA,,491,559,555,645
31/03/2020,Dept_30,NA,NA,,506,576,569,664
01/03/2020,Dept_31,20,25,0.8,29,38,37,41
02/03/2020,Dept_31,52,64,0.81,62,74,70,84
03/03/2020,Dept_31,89,105,0.85,82,95,96,113
04/03/2020,Dept_31,122,142,0.86,121,141,137,156
05/03/2020,Dept_31,147,171,0.86,161,184,179,204
06/03/2020,Dept_31,179,206,0.87,197,223,209,238
07/03/2020,Dept_31,205,233,0.88,219,249,232,265
08/03/2020,Dept_31,231,262,0.88,241,273,269,311
09/03/2020,Dept_31,254,286,0.89,267,303,304,350
10/03/2020,Dept_31,287,320,0.9,296,340,345,394
11/03/2020,Dept_31,329,364,0.9,320,366,369,420
12/03/2020,Dept_31,344,380,0.91,346,394,397,452
13/03/2020,Dept_31,375,412,0.91,378,429,421,485
14/03/2020,Dept_31,394,432,0.91,409,465,456,522
15/03/2020,Dept_31,424,462,0.92,430,487,493,563
16/03/2020,Dept_31,454,492,0.92,460,523,517,592
17/03/2020,Dept_31,471,NA,,483,551,546,627
18/03/2020,Dept_31,498,NA,,514,585,577,664
19/03/2020,Dept_31,528,NA,,538,611,598,689
20/03/2020,Dept_31,553,NA,,562,637,625,719
21/03/2020,Dept_31,NA,NA,,587,663,654,752
22/03/2020,Dept_31,NA,NA,,608,691,693,796
23/03/2020,Dept_31,NA,NA,,636,722,714,822
24/03/2020,Dept_31,NA,NA,,662,752,743,855
25/03/2020,Dept_31,NA,NA,,696,789,771,888
26/03/2020,Dept_31,NA,NA,,724,818,803,924
27/03/2020,Dept_31,NA,NA,,749,846,829,954
28/03/2020,Dept_31,NA,NA,,780,879,857,989
29/03/2020,Dept_31,NA,NA,,807,910,888,1029
30/03/2020,Dept_31,NA,NA,,831,939,913,1058
31/03/2020,Dept_31,NA,NA,,860,972,938,1086
01/03/2020,Dept_32,4,7,0.57,3,7,7,10
02/03/2020,Dept_32,11,15,0.73,7,14,13,17
03/03/2020,Dept_32,15,20,0.75,12,20,17,24
04/03/2020,Dept_32,18,25,0.72,20,31,24,33
05/03/2020,Dept_32,21,29,0.72,22,36,28,40
06/03/2020,Dept_32,26,35,0.74,25,42,36,50
07/03/2020,Dept_32,28,38,0.74,30,51,41,60
08/03/2020,Dept_32,31,43,0.72,34,60,44,65
09/03/2020,Dept_32,36,49,0.73,36,62,50,71
10/03/2020,Dept_32,42,59,0.71,38,65,55,76
11/03/2020,Dept_32,48,66,0.73,43,76,57,79
12/03/2020,Dept_32,51,69,0.74,49,86,61,84
13/03/2020,Dept_32,54,76,0.71,51,91,65,89
14/03/2020,Dept_32,59,81,0.73,53,95,68,94
15/03/2020,Dept_32,60,82,0.73,60,107,74,105
16/03/2020,Dept_32,62,84,0.74,69,122,84,116
17/03/2020,Dept_32,66,NA,,73,130,87,120
18/03/2020,Dept_32,70,NA,,78,137,95,130
19/03/2020,Dept_32,77,NA,,84,145,98,137
20/03/2020,Dept_32,78,NA,,89,151,101,144
21/03/2020,Dept_32,NA,NA,,91,155,104,149
22/03/2020,Dept_32,NA,NA,,93,158,110,160
23/03/2020,Dept_32,NA,NA,,95,160,114,166
24/03/2020,Dept_32,NA,NA,,98,165,121,175
25/03/2020,Dept_32,NA,NA,,104,172,125,180
26/03/2020,Dept_32,NA,NA,,109,178,132,187
27/03/2020,Dept_32,NA,NA,,111,184,136,198
28/03/2020,Dept_32,NA,NA,,116,192,141,204
29/03/2020,Dept_32,NA,NA,,120,198,146,211
30/03/2020,Dept_32,NA,NA,,121,200,151,217
31/03/2020,Dept_32,NA,NA,,124,203,156,224
01/03/2020,Dept_33,42,45,0.93,39,43,49,53
02/03/2020,Dept_33,86,93,0.92,80,88,95,107
03/03/2020,Dept_33,125,133,0.94,131,146,143,158
04/03/2020,Dept_33,151,161,0.94,165,185,175,197
05/03/2020,Dept_33,180,195,0.92,206,234,223,259
06/03/2020,Dept_33,205,222,0.92,253,286,266,306
07/03/2020,Dept_33,250,270,0.93,293,336,304,345
08/03/2020,Dept_33,283,303,0.93,335,385,350,400
09/03/2020,Dept_33,330,353,0.93,375,431,408,461
10/03/2020,Dept_33,367,394,0.93,416,480,461,522
11/03/2020,Dept_33,415,445,0.93,445,515,493,559
12/03/2020,Dept_33,454,485,0.94,478,552,533,605
13/03/2020,Dept_33,497,528,0.94,506,586,572,650
14/03/2020,Dept_33,535,566,0.95,538,622,611,696
15/03/2020,Dept_33,565,596,0.95,576,663,645,732
16/03/2020,Dept_33,622,654,0.95,613,701,700,796
17/03/2020,Dept_33,667,NA,,636,728,723,820
18/03/2020,Dept_33,695,NA,,678,778,761,863
19/03/2020,Dept_33,737,NA,,717,821,788,893
20/03/2020,Dept_33,777,NA,,749,858,836,957
21/03/2020,Dept_33,NA,NA,,795,914,876,1004
22/03/2020,Dept_33,NA,NA,,835,961,913,1044
23/03/2020,Dept_33,NA,NA,,865,996,960,1096
24/03/2020,Dept_33,NA,NA,,892,1025,1016,1157
25/03/2020,Dept_33,NA,NA,,927,1065,1056,1204
26/03/2020,Dept_33,NA,NA,,953,1096,1089,1247
27/03/2020,Dept_33,NA,NA,,998,1150,1128,1288
28/03/2020,Dept_33,NA,NA,,1034,1192,1156,1320
29/03/2020,Dept_33,NA,NA,,1070,1233,1186,1355
30/03/2020,Dept_33,NA,NA,,1104,1270,1229,1406
31/03/2020,Dept_33,NA,NA,,1144,1314,1262,1445
01/03/2020,Dept_34,33,35,0.94,36,40,41,48
02/03/2020,Dept_34,63,69,0.91,69,76,76,89
03/03/2020,Dept_34,103,110,0.94,106,117,110,126
04/03/2020,Dept_34,134,141,0.95,135,151,145,165
05/03/2020,Dept_34,170,179,0.95,159,178,191,215
06/03/2020,Dept_34,206,217,0.95,196,218,229,257
07/03/2020,Dept_34,235,249,0.94,221,247,264,295
08/03/2020,Dept_34,257,273,0.94,248,278,297,329
09/03/2020,Dept_34,294,311,0.95,280,315,328,362
10/03/2020,Dept_34,323,342,0.94,300,337,356,394
11/03/2020,Dept_34,354,373,0.95,321,360,387,428
12/03/2020,Dept_34,389,409,0.95,348,390,423,471
13/03/2020,Dept_34,422,444,0.95,382,424,445,494
14/03/2020,Dept_34,450,474,0.95,417,466,469,523
15/03/2020,Dept_34,470,498,0.94,454,504,502,558
16/03/2020,Dept_34,504,535,0.94,489,544,531,592
17/03/2020,Dept_34,533,NA,,519,576,557,623
18/03/2020,Dept_34,564,NA,,551,610,582,656
19/03/2020,Dept_34,591,NA,,575,636,605,688
20/03/2020,Dept_34,612,NA,,612,677,626,711
21/03/2020,Dept_34,NA,NA,,639,707,655,742
22/03/2020,Dept_34,NA,NA,,675,744,683,774
23/03/2020,Dept_34,NA,NA,,702,778,711,806
24/03/2020,Dept_34,NA,NA,,734,813,746,843
25/03/2020,Dept_34,NA,NA,,761,842,767,869
26/03/2020,Dept_34,NA,NA,,787,873,794,896
27/03/2020,Dept_34,NA,NA,,822,912,834,937
28/03/2020,Dept_34,NA,NA,,857,949,863,966
29/03/2020,Dept_34,NA,NA,,884,979,886,991
30/03/2020,Dept_34,NA,NA,,900,998,917,1023
31/03/2020,Dept_34,NA,NA,,926,1026,938,1048
01/03/2020,Dept_35,29,30,0.97,21,22,34,35
02/03/2020,Dept_35,45,49,0.92,47,52,60,64
03/03/2020,Dept_35,73,78,0.94,79,88,88,95
04/03/2020,Dept_35,97,104,0.93,114,124,116,127
05/03/2020,Dept_35,125,133,0.94,141,153,144,158
06/03/2020,Dept_35,152,164,0.93,175,188,168,182
07/03/2020,Dept_35,168,182,0.92,198,214,198,213
08/03/2020,Dept_35,198,213,0.93,224,241,228,248
09/03/2020,Dept_35,226,244,0.93,241,262,263,285
10/03/2020,Dept_35,251,271,0.93,254,279,286,313
11/03/2020,Dept_35,274,295,0.93,278,307,320,349
12/03/2020,Dept_35,302,324,0.93,298,327,350,381
13/03/2020,Dept_35,326,349,0.93,326,360,372,406
14/03/2020,Dept_35,340,365,0.93,350,385,394,431
15/03/2020,Dept_35,370,396,0.93,367,404,425,465
16/03/2020,Dept_35,400,426,0.94,387,426,457,500
17/03/2020,Dept_35,421,NA,,408,451,483,526
18/03/2020,Dept_35,438,NA,,435,481,506,550
19/03/2020,Dept_35,456,NA,,451,499,532,579
20/03/2020,Dept_35,478,NA,,472,522,564,617
21/03/2020,Dept_35,NA,NA,,491,541,597,650
22/03/2020,Dept_35,NA,NA,,509,563,620,676
23/03/2020,Dept_35,NA,NA,,536,592,640,698
24/03/2020,Dept_35,NA,NA,,558,615,664,727
25/03/2020,Dept_35,NA,NA,,574,634,694,761
26/03/2020,Dept_35,NA,NA,,594,655,717,787
27/03/2020,Dept_35,NA,NA,,609,672,748,819
28/03/2020,Dept_35,NA,NA,,635,700,782,853
29/03/2020,Dept_35,NA,NA,,657,725,805,878
30/03/2020,Dept_35,NA,NA,,680,751,840,915
31/03/2020,Dept_35,NA,NA,,705,779,865,941
01/03/2020,Dept_36,9,11,0.82,10,13,5,8
02/03/2020,Dept_36,15,17,0.88,19,26,18,22
03/03/2020,Dept_36,23,27,0.85,25,34,25,33
04/03/2020,Dept_36,28,32,0.88,30,45,34,46
05/03/2020,Dept_36,38,44,0.86,38,55,44,60
06/03/2020,Dept_36,46,54,0.85,43,61,51,72
07/03/2020,Dept_36,52,60,0.87,48,69,56,80
08/03/2020,Dept_36,56,65,0.86,57,80,60,88
09/03/2020,Dept_36,60,69,0.87,67,92,65,97
10/03/2020,Dept_36,63,77,0.82,73,99,72,106
11/03/2020,Dept_36,69,86,0.8,80,107,77,115
12/03/2020,Dept_36,73,92,0.79,84,113,84,126
13/03/2020,Dept_36,77,97,0.79,88,119,91,134
14/03/2020,Dept_36,82,103,0.8,93,127,98,143
15/03/2020,Dept_36,87,108,0.81,100,139,103,151
16/03/2020,Dept_36,97,118,0.82,106,146,109,158
17/03/2020,Dept_36,102,NA,,114,155,112,163
18/03/2020,Dept_36,107,NA,,118,162,118,172
19/03/2020,Dept_36,109,NA,,128,175,124,180
20/03/2020,Dept_36,118,NA,,133,183,131,191
21/03/2020,Dept_36,NA,NA,,140,194,137,198
22/03/2020,Dept_36,NA,NA,,145,200,148,210
23/03/2020,Dept_36,NA,NA,,151,207,153,217
24/03/2020,Dept_36,NA,NA,,155,215,155,220
25/03/2020,Dept_36,NA,NA,,164,225,158,223
26/03/2020,Dept_36,NA,NA,,167,229,165,231
27/03/2020,Dept_36,NA,NA,,169,232,175,244
28/03/2020,Dept_36,NA,NA,,176,239,182,253
29/03/2020,Dept_36,NA,NA,,180,245,188,261
30/03/2020,Dept_36,NA,NA,,187,254,196,269
31/03/2020,Dept_36,NA,NA,,191,259,201,276
01/03/2020,Dept_37,17,17,1,14,16,15,16
02/03/2020,Dept_37,31,32,0.97,29,32,30,33
03/03/2020,Dept_37,49,50,0.98,43,47,45,52
04/03/2020,Dept_37,62,65,0.95,58,65,65,75
05/03/2020,Dept_37,84,87,0.97,72,80,84,97
06/03/2020,Dept_37,96,102,0.94,97,105,100,114
07/03/2020,Dept_37,111,118,0.94,110,119,114,129
08/03/2020,Dept_37,125,133,0.94,128,138,131,149
09/03/2020,Dept_37,141,150,0.94,144,158,147,170
10/03/2020,Dept_37,160,169,0.95,156,172,166,189
11/03/2020,Dept_37,175,185,0.95,180,197,186,209
12/03/2020,Dept_37,185,195,0.95,195,216,205,229
13/03/2020,Dept_37,203,213,0.95,213,235,231,259
14/03/2020,Dept_37,216,227,0.95,229,253,249,279
15/03/2020,Dept_37,234,245,0.96,242,269,266,298
16/03/2020,Dept_37,247,258,0.96,256,286,281,316
17/03/2020,Dept_37,267,NA,,272,304,293,331
18/03/2020,Dept_37,284,NA,,288,322,313,351
19/03/2020,Dept_37,305,NA,,301,338,334,372
20/03/2020,Dept_37,314,NA,,312,349,350,389
21/03/2020,Dept_37,NA,NA,,331,371,366,406
22/03/2020,Dept_37,NA,NA,,348,389,382,423
23/03/2020,Dept_37,NA,NA,,365,408,399,444
24/03/2020,Dept_37,NA,NA,,380,427,413,461
25/03/2020,Dept_37,NA,NA,,401,449,431,479
26/03/2020,Dept_37,NA,NA,,417,465,444,494
27/03/2020,Dept_37,NA,NA,,430,480,458,512
28/03/2020,Dept_37,NA,NA,,446,497,481,538
29/03/2020,Dept_37,NA,NA,,457,510,496,555
30/03/2020,Dept_37,NA,NA,,469,525,508,569
31/03/2020,Dept_37,NA,NA,,483,542,523,588
01/03/2020,Dept_38,15,23,0.65,25,28,20,27
02/03/2020,Dept_38,38,50,0.76,49,54,44,60
03/03/2020,Dept_38,65,79,0.82,71,77,62,81
04/03/2020,Dept_38,90,107,0.84,104,115,87,113
05/03/2020,Dept_38,110,129,0.85,127,144,111,144
06/03/2020,Dept_38,135,154,0.88,147,170,136,179
07/03/2020,Dept_38,156,177,0.88,180,209,158,204
08/03/2020,Dept_38,182,206,0.88,202,234,186,240
09/03/2020,Dept_38,209,236,0.89,222,258,203,263
10/03/2020,Dept_38,229,262,0.87,245,288,232,292
11/03/2020,Dept_38,252,287,0.88,270,316,248,308
12/03/2020,Dept_38,277,313,0.88,285,337,272,337
13/03/2020,Dept_38,297,334,0.89,312,366,287,357
14/03/2020,Dept_38,314,353,0.89,329,388,309,382
15/03/2020,Dept_38,341,381,0.9,358,424,329,405
16/03/2020,Dept_38,355,395,0.9,379,449,337,417
17/03/2020,Dept_38,374,NA,,412,486,363,445
18/03/2020,Dept_38,392,NA,,438,514,380,470
19/03/2020,Dept_38,413,NA,,461,540,401,498
20/03/2020,Dept_38,429,NA,,490,570,417,517
21/03/2020,Dept_38,NA,NA,,507,594,442,546
22/03/2020,Dept_38,NA,NA,,537,625,467,575
23/03/2020,Dept_38,NA,NA,,551,647,488,600
24/03/2020,Dept_38,NA,NA,,586,685,508,627
25/03/2020,Dept_38,NA,NA,,604,707,533,656
26/03/2020,Dept_38,NA,NA,,627,733,548,681
27/03/2020,Dept_38,NA,NA,,638,747,573,711
28/03/2020,Dept_38,NA,NA,,665,780,593,737
29/03/2020,Dept_38,NA,NA,,684,801,618,768
30/03/2020,Dept_38,NA,NA,,702,821,635,788
31/03/2020,Dept_38,NA,NA,,724,846,657,813
01/03/2020,Dept_39,6,7,0.86,10,13,5,7
02/03/2020,Dept_39,11,12,0.92,17,21,10,14
03/03/2020,Dept_39,17,21,0.81,24,29,17,25
04/03/2020,Dept_39,23,27,0.85,29,35,25,35
05/03/2020,Dept_39,28,33,0.85,34,40,31,43
06/03/2020,Dept_39,31,36,0.86,49,62,41,56
07/03/2020,Dept_39,32,38,0.84,54,71,49,68
08/03/2020,Dept_39,40,47,0.85,61,81,53,72
09/03/2020,Dept_39,48,56,0.86,67,89,57,78
10/03/2020,Dept_39,55,64,0.86,69,91,65,90
11/03/2020,Dept_39,62,74,0.84,78,102,70,98
12/03/2020,Dept_39,73,87,0.84,82,110,74,105
13/03/2020,Dept_39,78,92,0.85,83,112,80,113
14/03/2020,Dept_39,83,98,0.85,84,115,90,123
15/03/2020,Dept_39,86,103,0.83,89,120,93,128
16/03/2020,Dept_39,94,112,0.84,90,122,99,136
17/03/2020,Dept_39,99,NA,,95,128,108,146
18/03/2020,Dept_39,102,NA,,103,139,112,152
19/03/2020,Dept_39,108,NA,,107,144,118,159
20/03/2020,Dept_39,115,NA,,111,151,124,166
21/03/2020,Dept_39,NA,NA,,121,165,130,174
22/03/2020,Dept_39,NA,NA,,129,174,135,182
23/03/2020,Dept_39,NA,NA,,132,178,136,187
24/03/2020,Dept_39,NA,NA,,140,188,142,195
25/03/2020,Dept_39,NA,NA,,144,193,148,205
26/03/2020,Dept_39,NA,NA,,151,202,151,211
27/03/2020,Dept_39,NA,NA,,159,212,159,221
28/03/2020,Dept_39,NA,NA,,167,222,161,226
29/03/2020,Dept_39,NA,NA,,167,223,164,231
30/03/2020,Dept_39,NA,NA,,169,225,172,240
31/03/2020,Dept_39,NA,NA,,172,231,177,245
01/03/2020,Dept_40,14,16,0.88,13,14,14,24
02/03/2020,Dept_40,25,27,0.93,19,22,23,34
03/03/2020,Dept_40,42,44,0.95,28,34,30,47
04/03/2020,Dept_40,54,59,0.92,39,46,37,57
05/03/2020,Dept_40,66,73,0.9,47,54,52,76
06/03/2020,Dept_40,76,83,0.92,52,65,61,89
07/03/2020,Dept_40,87,95,0.92,65,81,74,103
08/03/2020,Dept_40,95,103,0.92,74,92,86,119
09/03/2020,Dept_40,104,114,0.91,81,102,94,129
10/03/2020,Dept_40,112,123,0.91,87,111,101,139
11/03/2020,Dept_40,122,133,0.92,95,120,108,150
12/03/2020,Dept_40,134,145,0.92,107,137,119,166
13/03/2020,Dept_40,139,150,0.93,115,149,125,172
14/03/2020,Dept_40,151,162,0.93,122,158,132,184
15/03/2020,Dept_40,163,174,0.94,133,175,138,193
16/03/2020,Dept_40,170,181,0.94,137,179,152,210
17/03/2020,Dept_40,186,NA,,142,188,158,217
18/03/2020,Dept_40,197,NA,,155,203,170,229
19/03/2020,Dept_40,204,NA,,161,211,182,243
20/03/2020,Dept_40,212,NA,,173,225,195,257
21/03/2020,Dept_40,NA,NA,,180,233,207,272
22/03/2020,Dept_40,NA,NA,,187,242,220,287
23/03/2020,Dept_40,NA,NA,,197,253,230,305
24/03/2020,Dept_40,NA,NA,,207,264,239,319
25/03/2020,Dept_40,NA,NA,,213,273,254,336
26/03/2020,Dept_40,NA,NA,,219,280,262,347
27/03/2020,Dept_40,NA,NA,,232,295,269,356
28/03/2020,Dept_40,NA,NA,,242,309,277,368
29/03/2020,Dept_40,NA,NA,,247,315,289,384
30/03/2020,Dept_40,NA,NA,,256,327,301,402
31/03/2020,Dept_40,NA,NA,,267,341,313,416
01/03/2020,Dept_41,7,9,0.78,14,19,5,10
02/03/2020,Dept_41,18,21,0.86,19,25,12,21
03/03/2020,Dept_41,23,29,0.79,24,31,18,29
04/03/2020,Dept_41,28,36,0.78,32,43,27,42
05/03/2020,Dept_41,34,43,0.79,45,58,33,51
06/03/2020,Dept_41,39,50,0.78,53,68,41,65
07/03/2020,Dept_41,53,66,0.8,64,81,50,79
08/03/2020,Dept_41,66,79,0.84,70,91,67,99
09/03/2020,Dept_41,77,94,0.82,85,110,71,105
10/03/2020,Dept_41,86,104,0.83,89,117,82,120
11/03/2020,Dept_41,96,116,0.83,96,126,89,132
12/03/2020,Dept_41,99,120,0.83,105,137,98,145
13/03/2020,Dept_41,108,130,0.83,110,145,108,158
14/03/2020,Dept_41,116,138,0.84,111,147,114,167
15/03/2020,Dept_41,128,152,0.84,122,159,122,184
16/03/2020,Dept_41,133,157,0.85,124,162,127,191
17/03/2020,Dept_41,146,NA,,130,170,131,196
18/03/2020,Dept_41,154,NA,,140,182,137,204
19/03/2020,Dept_41,159,NA,,148,192,148,216
20/03/2020,Dept_41,163,NA,,155,202,154,223
21/03/2020,Dept_41,NA,NA,,160,208,159,231
22/03/2020,Dept_41,NA,NA,,165,218,163,237
23/03/2020,Dept_41,NA,NA,,178,235,169,249
24/03/2020,Dept_41,NA,NA,,184,245,187,272
25/03/2020,Dept_41,NA,NA,,191,255,195,283
26/03/2020,Dept_41,NA,NA,,203,269,204,293
27/03/2020,Dept_41,NA,NA,,209,277,209,299
28/03/2020,Dept_41,NA,NA,,216,287,215,308
29/03/2020,Dept_41,NA,NA,,225,300,223,317
30/03/2020,Dept_41,NA,NA,,230,311,233,327
31/03/2020,Dept_41,NA,NA,,236,320,239,334
01/03/2020,Dept_42,21,21,1,20,25,30,33
02/03/2020,Dept_42,43,44,0.98,48,57,52,58
03/03/2020,Dept_42,61,62,0.98,63,75,74,85
04/03/2020,Dept_42,80,83,0.96,96,108,94,108
05/03/2020,Dept_42,100,104,0.96,116,132,118,133
06/03/2020,Dept_42,132,137,0.96,140,157,138,154
07/03/2020,Dept_42,139,146,0.95,164,186,160,179
08/03/2020,Dept_42,162,169,0.96,188,213,185,207
09/03/2020,Dept_42,177,185,0.96,210,239,208,234
10/03/2020,Dept_42,197,206,0.96,229,260,230,258
11/03/2020,Dept_42,224,235,0.95,247,284,243,272
12/03/2020,Dept_42,246,258,0.95,267,307,261,292
13/03/2020,Dept_42,266,279,0.95,287,331,281,316
14/03/2020,Dept_42,281,296,0.95,305,350,295,332
15/03/2020,Dept_42,300,315,0.95,321,366,318,362
16/03/2020,Dept_42,326,342,0.95,351,402,337,384
17/03/2020,Dept_42,349,NA,,370,424,362,415
18/03/2020,Dept_42,367,NA,,386,445,384,440
19/03/2020,Dept_42,391,NA,,408,468,405,466
20/03/2020,Dept_42,405,NA,,423,484,425,489
21/03/2020,Dept_42,NA,NA,,440,503,443,511
22/03/2020,Dept_42,NA,NA,,451,521,466,537
23/03/2020,Dept_42,NA,NA,,466,537,489,563
24/03/2020,Dept_42,NA,NA,,488,561,506,584
25/03/2020,Dept_42,NA,NA,,511,586,531,613
26/03/2020,Dept_42,NA,NA,,535,613,553,642
27/03/2020,Dept_42,NA,NA,,558,636,569,660
28/03/2020,Dept_42,NA,NA,,584,667,589,683
29/03/2020,Dept_42,NA,NA,,600,693,612,707
30/03/2020,Dept_42,NA,NA,,629,724,633,729
31/03/2020,Dept_42,NA,NA,,644,745,654,753
01/03/2020,Dept_43,4,4,1,4,4,2,6
02/03/2020,Dept_43,9,13,0.69,8,16,5,13
03/03/2020,Dept_43,13,18,0.72,11,22,7,17
04/03/2020,Dept_43,20,26,0.77,16,30,8,19
05/03/2020,Dept_43,24,30,0.8,17,33,16,30
06/03/2020,Dept_43,29,36,0.81,22,41,22,39
07/03/2020,Dept_43,36,44,0.82,25,45,28,47
08/03/2020,Dept_43,38,47,0.81,33,55,31,57
09/03/2020,Dept_43,44,53,0.83,39,62,34,61
10/03/2020,Dept_43,52,62,0.84,47,73,36,68
11/03/2020,Dept_43,58,69,0.84,57,86,39,76
12/03/2020,Dept_43,62,73,0.85,62,93,43,85
13/03/2020,Dept_43,65,76,0.86,66,98,47,92
14/03/2020,Dept_43,72,85,0.85,67,103,54,102
15/03/2020,Dept_43,73,86,0.85,73,113,59,108
16/03/2020,Dept_43,79,92,0.86,76,120,61,112
17/03/2020,Dept_43,81,NA,,80,129,63,115
18/03/2020,Dept_43,86,NA,,84,137,66,124
19/03/2020,Dept_43,88,NA,,84,139,71,132
20/03/2020,Dept_43,92,NA,,85,141,74,141
21/03/2020,Dept_43,NA,NA,,88,145,79,153
22/03/2020,Dept_43,NA,NA,,93,151,85,164
23/03/2020,Dept_43,NA,NA,,97,157,88,168
24/03/2020,Dept_43,NA,NA,,98,159,94,175
25/03/2020,Dept_43,NA,NA,,101,164,96,178
26/03/2020,Dept_43,NA,NA,,110,175,101,186
27/03/2020,Dept_43,NA,NA,,116,182,103,189
28/03/2020,Dept_43,NA,NA,,119,188,109,199
29/03/2020,Dept_43,NA,NA,,125,195,110,203
30/03/2020,Dept_43,NA,NA,,129,204,116,212
31/03/2020,Dept_43,NA,NA,,134,214,119,217
01/03/2020,Dept_44,32,36,0.89,31,33,36,41
02/03/2020,Dept_44,68,73,0.93,72,76,73,82
03/03/2020,Dept_44,92,98,0.94,107,111,113,125
04/03/2020,Dept_44,136,143,0.95,136,141,157,173
05/03/2020,Dept_44,173,182,0.95,178,185,191,209
06/03/2020,Dept_44,214,223,0.96,216,224,231,252
07/03/2020,Dept_44,248,257,0.96,259,268,266,292
08/03/2020,Dept_44,275,285,0.96,293,306,303,330
09/03/2020,Dept_44,304,314,0.97,323,338,336,364
10/03/2020,Dept_44,332,343,0.97,353,369,369,398
11/03/2020,Dept_44,369,380,0.97,379,396,413,444
12/03/2020,Dept_44,394,406,0.97,412,429,463,498
13/03/2020,Dept_44,412,427,0.96,447,468,511,548
14/03/2020,Dept_44,439,455,0.96,471,495,545,584
15/03/2020,Dept_44,477,494,0.97,508,533,583,623
16/03/2020,Dept_44,513,530,0.97,541,568,620,663
17/03/2020,Dept_44,556,NA,,559,593,650,695
18/03/2020,Dept_44,591,NA,,593,630,684,733
19/03/2020,Dept_44,631,NA,,623,662,716,768
20/03/2020,Dept_44,666,NA,,658,698,747,800
21/03/2020,Dept_44,NA,NA,,692,734,779,832
22/03/2020,Dept_44,NA,NA,,718,761,817,871
23/03/2020,Dept_44,NA,NA,,752,796,853,911
24/03/2020,Dept_44,NA,NA,,788,833,893,952
25/03/2020,Dept_44,NA,NA,,818,866,915,976
26/03/2020,Dept_44,NA,NA,,851,899,946,1013
27/03/2020,Dept_44,NA,NA,,891,942,984,1052
28/03/2020,Dept_44,NA,NA,,920,971,1018,1089
29/03/2020,Dept_44,NA,NA,,953,1007,1049,1120
30/03/2020,Dept_44,NA,NA,,985,1041,1076,1148
31/03/2020,Dept_44,NA,NA,,1021,1078,1102,1176
01/03/2020,Dept_45,14,15,0.93,17,21,17,18
02/03/2020,Dept_45,29,30,0.97,37,43,34,36
03/03/2020,Dept_45,45,47,0.96,52,60,53,59
04/03/2020,Dept_45,63,66,0.95,72,85,74,81
05/03/2020,Dept_45,79,83,0.95,83,97,96,107
06/03/2020,Dept_45,100,105,0.95,100,114,121,134
07/03/2020,Dept_45,113,121,0.93,122,139,138,151
08/03/2020,Dept_45,131,139,0.94,136,154,154,170
09/03/2020,Dept_45,146,154,0.95,155,176,172,188
10/03/2020,Dept_45,156,165,0.95,172,196,195,217
11/03/2020,Dept_45,174,185,0.94,184,211,222,247
12/03/2020,Dept_45,181,193,0.94,199,226,239,267
13/03/2020,Dept_45,195,207,0.94,214,243,264,297
14/03/2020,Dept_45,209,221,0.95,233,263,280,318
15/03/2020,Dept_45,230,242,0.95,247,278,302,344
16/03/2020,Dept_45,248,261,0.95,257,289,325,368
17/03/2020,Dept_45,264,NA,,272,305,341,385
18/03/2020,Dept_45,280,NA,,283,317,354,399
19/03/2020,Dept_45,295,NA,,298,333,368,413
20/03/2020,Dept_45,309,NA,,313,349,381,429
21/03/2020,Dept_45,NA,NA,,333,369,396,447
22/03/2020,Dept_45,NA,NA,,350,388,415,467
23/03/2020,Dept_45,NA,NA,,365,404,426,481
24/03/2020,Dept_45,NA,NA,,379,420,440,495
25/03/2020,Dept_45,NA,NA,,390,432,451,506
26/03/2020,Dept_45,NA,NA,,403,446,469,526
27/03/2020,Dept_45,NA,NA,,418,463,476,535
28/03/2020,Dept_45,NA,NA,,431,479,488,549
29/03/2020,Dept_45,NA,NA,,448,500,509,570
30/03/2020,Dept_45,NA,NA,,457,510,523,585
31/03/2020,Dept_45,NA,NA,,475,531,537,601
