PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
FRATNP,1,2000,1,m,0,1,21,O,O
FRATNP,1,2000,1,m,1,4,14,O,O
FRATNP,1,2000,1,m,5,5,2,O,O
FRATNP,1,2000,1,m,10,5,5,O,O
FRATNP,1,2000,1,m,15,5,23,O,O
FRATNP,1,2000,1,m,20,5,48,O,O
FRATNP,1,2000,1,m,25,5,43,O,O
FRATNP,1,2000,1,m,30,5,58,O,O
FRATNP,1,2000,1,m,35,5,86,O,O
FRATNP,1,2000,1,m,40,5,143,O,O
FRATNP,1,2000,1,m,45,5,220,O,O
FRATNP,1,2000,1,m,50,5,297,O,O
FRATNP,1,2000,1,m,55,5,280,O,O
FRATNP,1,2000,1,m,60,5,414,O,O
FRATNP,1,2000,1,m,65,5,656,O,O
FRATNP,1,2000,1,m,70,5,884,O,O
FRATNP,1,2000,1,m,75,5,1056,O,O
FRATNP,1,2000,1,m,80,5,740,O,O
FRATNP,1,2000,1,m,85,5,1057,O,O
FRATNP,1,2000,1,m,90,5,558,O,O
FRATNP,1,2000,1,m,95,+,142,O,O
FRATNP,1,2000,1,m,TOT,.,6747,O,O
FRATNP,1,2000,1,m,UNK,.,0,O,O
FRATNP,1,2000,1,f,0,1,23,O,O
FRATNP,1,2000,1,f,1,4,6,O,O
FRATNP,1,2000,1,f,5,5,4,O,O
FRATNP,1,2000,1,f,10,5,1,O,O
FRATNP,1,2000,1,f,15,5,6,O,O
FRATNP,1,2000,1,f,20,5,9,O,O
FRATNP,1,2000,1,f,25,5,13,O,O
FRATNP,1,2000,1,f,30,5,27,O,O
FRATNP,1,2000,1,f,35,5,34,O,O
FRATNP,1,2000,1,f,40,5,65,O,O
FRATNP,1,2000,1,f,45,5,85,O,O
FRATNP,1,2000,1,f,50,5,112,O,O
FRATNP,1,2000,1,f,55,5,143,O,O
FRATNP,1,2000,1,f,60,5,184,O,O
FRATNP,1,2000,1,f,65,5,290,O,O
FRATNP,1,2000,1,f,70,5,467,O,O
FRATNP,1,2000,1,f,75,5,861,O,O
FRATNP,1,2000,1,f,80,5,780,O,O
FRATNP,1,2000,1,f,85,5,1758,O,O
FRATNP,1,2000,1,f,90,5,1361,O,O
FRATNP,1,2000,1,f,95,+,654,O,O
FRATNP,1,2000,1,f,TOT,.,6883,O,O
FRATNP,1,2000,1,f,UNK,.,0,O,O
FRATNP,1,2000,1,b,0,1,44,O,O
FRATNP,1,2000,1,b,1,4,20,O,O
FRATNP,1,2000,1,b,5,5,6,O,O
FRATNP,1,2000,1,b,10,5,6,O,O
FRATNP,1,2000,1,b,15,5,29,O,O
FRATNP,1,2000,1,b,20,5,57,O,O
FRATNP,1,2000,1,b,25,5,56,O,O
FRATNP,1,2000,1,b,30,5,85,O,O
FRATNP,1,2000,1,b,35,5,120,O,O
FRATNP,1,2000,1,b,40,5,208,O,O
FRATNP,1,2000,1,b,45,5,305,O,O
FRATNP,1,2000,1,b,50,5,409,O,O
FRATNP,1,2000,1,b,55,5,423,O,O
FRATNP,1,2000,1,b,60,5,598,O,O
FRATNP,1,2000,1,b,65,5,946,O,O
FRATNP,1,2000,1,b,70,5,1351,O,O
FRATNP,1,2000,1,b,75,5,1917,O,O
FRATNP,1,2000,1,b,80,5,1520,O,O
FRATNP,1,2000,1,b,85,5,2815,O,O
FRATNP,1,2000,1,b,90,5,1919,O,O
FRATNP,1,2000,1,b,95,+,796,O,O
FRATNP,1,2000,1,b,TOT,.,13630,O,O
FRATNP,1,2000,1,b,UNK,.,0,O,O
FRATNP,1,2000,2,m,0,1,41,O,O
FRATNP,1,2000,2,m,1,4,4,O,O
FRATNP,1,2000,2,m,5,5,5,O,O
FRATNP,1,2000,2,m,10,5,6,O,O
FRATNP,1,2000,2,m,15,5,30,O,O
FRATNP,1,2000,2,m,20,5,22,O,O
FRATNP,1,2000,2,m,25,5,41,O,O
FRATNP,1,2000,2,m,30,5,50,O,O
FRATNP,1,2000,2,m,35,5,80,O,O
FRATNP,1,2000,2,m,40,5,134,O,O
FRATNP,1,2000,2,m,45,5,214,O,O
FRATNP,1,2000,2,m,50,5,269,O,O
FRATNP,1,2000,2,m,55,5,280,O,O
FRATNP,1,2000,2,m,60,5,409,O,O
FRATNP,1,2000,2,m,65,5,613,O,O
FRATNP,1,2000,2,m,70,5,818,O,O
FRATNP,1,2000,2,m,75,5,1119,O,O
FRATNP,1,2000,2,m,80,5,724,O,O
FRATNP,1,2000,2,m,85,5,983,O,O
FRATNP,1,2000,2,m,90,5,549,O,O
FRATNP,1,2000,2,m,95,+,140,O,O
FRATNP,1,2000,2,m,TOT,.,6531,O,O
FRATNP,1,2000,2,m,UNK,.,0,O,O
FRATNP,1,2000,2,f,0,1,35,O,O
FRATNP,1,2000,2,f,1,4,8,O,O
FRATNP,1,2000,2,f,5,5,6,O,O
FRATNP,1,2000,2,f,10,5,4,O,O
FRATNP,1,2000,2,f,15,5,11,O,O
FRATNP,1,2000,2,f,20,5,18,O,O
FRATNP,1,2000,2,f,25,5,13,O,O
FRATNP,1,2000,2,f,30,5,25,O,O
FRATNP,1,2000,2,f,35,5,31,O,O
FRATNP,1,2000,2,f,40,5,54,O,O
FRATNP,1,2000,2,f,45,5,108,O,O
FRATNP,1,2000,2,f,50,5,119,O,O
FRATNP,1,2000,2,f,55,5,116,O,O
FRATNP,1,2000,2,f,60,5,162,O,O
FRATNP,1,2000,2,f,65,5,324,O,O
FRATNP,1,2000,2,f,70,5,457,O,O
FRATNP,1,2000,2,f,75,5,861,O,O
FRATNP,1,2000,2,f,80,5,809,O,O
FRATNP,1,2000,2,f,85,5,1608,O,O
FRATNP,1,2000,2,f,90,5,1260,O,O
FRATNP,1,2000,2,f,95,+,614,O,O
FRATNP,1,2000,2,f,TOT,.,6644,O,O
FRATNP,1,2000,2,f,UNK,.,1,O,O
FRATNP,1,2000,2,b,0,1,76,O,O
FRATNP,1,2000,2,b,1,4,12,O,O
FRATNP,1,2000,2,b,5,5,11,O,O
FRATNP,1,2000,2,b,10,5,10,O,O
FRATNP,1,2000,2,b,15,5,41,O,O
FRATNP,1,2000,2,b,20,5,40,O,O
FRATNP,1,2000,2,b,25,5,54,O,O
FRATNP,1,2000,2,b,30,5,75,O,O
FRATNP,1,2000,2,b,35,5,111,O,O
FRATNP,1,2000,2,b,40,5,188,O,O
FRATNP,1,2000,2,b,45,5,322,O,O
FRATNP,1,2000,2,b,50,5,388,O,O
FRATNP,1,2000,2,b,55,5,396,O,O
FRATNP,1,2000,2,b,60,5,571,O,O
FRATNP,1,2000,2,b,65,5,937,O,O
FRATNP,1,2000,2,b,70,5,1275,O,O
FRATNP,1,2000,2,b,75,5,1980,O,O
FRATNP,1,2000,2,b,80,5,1533,O,O
FRATNP,1,2000,2,b,85,5,2591,O,O
FRATNP,1,2000,2,b,90,5,1809,O,O
FRATNP,1,2000,2,b,95,+,754,O,O
FRATNP,1,2000,2,b,TOT,.,13175,O,O
FRATNP,1,2000,2,b,UNK,.,1,O,O
FRATNP,1,2000,3,m,0,1,41,O,O
FRATNP,1,2000,3,m,1,4,4,O,O
FRATNP,1,2000,3,m,5,5,7,O,O
FRATNP,1,2000,3,m,10,5,7,O,O
FRATNP,1,2000,3,m,15,5,18,O,O
FRATNP,1,2000,3,m,20,5,20,O,O
FRATNP,1,2000,3,m,25,5,44,O,O
FRATNP,1,2000,3,m,30,5,46,O,O
FRATNP,1,2000,3,m,35,5,81,O,O
FRATNP,1,2000,3,m,40,5,128,O,O
FRATNP,1,2000,3,m,45,5,207,O,O
FRATNP,1,2000,3,m,50,5,302,O,O
FRATNP,1,2000,3,m,55,5,291,O,O
FRATNP,1,2000,3,m,60,5,372,O,O
FRATNP,1,2000,3,m,65,5,641,O,O
FRATNP,1,2000,3,m,70,5,850,O,O
FRATNP,1,2000,3,m,75,5,1038,O,O
FRATNP,1,2000,3,m,80,5,704,O,O
FRATNP,1,2000,3,m,85,5,974,O,O
FRATNP,1,2000,3,m,90,5,563,O,O
FRATNP,1,2000,3,m,95,+,164,O,O
FRATNP,1,2000,3,m,TOT,.,6502,O,O
FRATNP,1,2000,3,m,UNK,.,0,O,O
FRATNP,1,2000,3,f,0,1,20,O,O
FRATNP,1,2000,3,f,1,4,3,O,O
FRATNP,1,2000,3,f,5,5,11,O,O
FRATNP,1,2000,3,f,10,5,6,O,O
FRATNP,1,2000,3,f,15,5,8,O,O
FRATNP,1,2000,3,f,20,5,12,O,O
FRATNP,1,2000,3,f,25,5,17,O,O
FRATNP,1,2000,3,f,30,5,31,O,O
FRATNP,1,2000,3,f,35,5,37,O,O
FRATNP,1,2000,3,f,40,5,54,O,O
FRATNP,1,2000,3,f,45,5,100,O,O
FRATNP,1,2000,3,f,50,5,125,O,O
FRATNP,1,2000,3,f,55,5,124,O,O
FRATNP,1,2000,3,f,60,5,165,O,O
FRATNP,1,2000,3,f,65,5,293,O,O
FRATNP,1,2000,3,f,70,5,500,O,O
FRATNP,1,2000,3,f,75,5,803,O,O
FRATNP,1,2000,3,f,80,5,772,O,O
FRATNP,1,2000,3,f,85,5,1632,O,O
FRATNP,1,2000,3,f,90,5,1332,O,O
FRATNP,1,2000,3,f,95,+,645,O,O
FRATNP,1,2000,3,f,TOT,.,6690,O,O
FRATNP,1,2000,3,f,UNK,.,0,O,O
FRATNP,1,2000,3,b,0,1,61,O,O
FRATNP,1,2000,3,b,1,4,7,O,O
FRATNP,1,2000,3,b,5,5,18,O,O
FRATNP,1,2000,3,b,10,5,13,O,O
FRATNP,1,2000,3,b,15,5,26,O,O
FRATNP,1,2000,3,b,20,5,32,O,O
FRATNP,1,2000,3,b,25,5,61,O,O
FRATNP,1,2000,3,b,30,5,77,O,O
FRATNP,1,2000,3,b,35,5,118,O,O
FRATNP,1,2000,3,b,40,5,182,O,O
FRATNP,1,2000,3,b,45,5,307,O,O
FRATNP,1,2000,3,b,50,5,427,O,O
FRATNP,1,2000,3,b,55,5,415,O,O
FRATNP,1,2000,3,b,60,5,537,O,O
FRATNP,1,2000,3,b,65,5,934,O,O
FRATNP,1,2000,3,b,70,5,1350,O,O
FRATNP,1,2000,3,b,75,5,1841,O,O
FRATNP,1,2000,3,b,80,5,1476,O,O
FRATNP,1,2000,3,b,85,5,2606,O,O
FRATNP,1,2000,3,b,90,5,1895,O,O
FRATNP,1,2000,3,b,95,+,809,O,O
FRATNP,1,2000,3,b,TOT,.,13192,O,O
FRATNP,1,2000,3,b,UNK,.,0,O,O
FRATNP,1,2000,4,m,0,1,57,O,O
FRATNP,1,2000,4,m,1,4,8,O,O
FRATNP,1,2000,4,m,5,5,4,O,O
FRATNP,1,2000,4,m,10,5,6,O,O
FRATNP,1,2000,4,m,15,5,23,O,O
FRATNP,1,2000,4,m,20,5,37,O,O
FRATNP,1,2000,4,m,25,5,45,O,O
FRATNP,1,2000,4,m,30,5,55,O,O
FRATNP,1,2000,4,m,35,5,69,O,O
FRATNP,1,2000,4,m,40,5,137,O,O
FRATNP,1,2000,4,m,45,5,214,O,O
FRATNP,1,2000,4,m,50,5,267,O,O
FRATNP,1,2000,4,m,55,5,248,O,O
FRATNP,1,2000,4,m,60,5,379,O,O
FRATNP,1,2000,4,m,65,5,675,O,O
FRATNP,1,2000,4,m,70,5,832,O,O
FRATNP,1,2000,4,m,75,5,1080,O,O
FRATNP,1,2000,4,m,80,5,686,O,O
FRATNP,1,2000,4,m,85,5,1026,O,O
FRATNP,1,2000,4,m,90,5,559,O,O
FRATNP,1,2000,4,m,95,+,151,O,O
FRATNP,1,2000,4,m,TOT,.,6558,O,O
FRATNP,1,2000,4,m,UNK,.,0,O,O
FRATNP,1,2000,4,f,0,1,26,O,O
FRATNP,1,2000,4,f,1,4,7,O,O
FRATNP,1,2000,4,f,5,5,2,O,O
FRATNP,1,2000,4,f,10,5,3,O,O
FRATNP,1,2000,4,f,15,5,11,O,O
FRATNP,1,2000,4,f,20,5,18,O,O
FRATNP,1,2000,4,f,25,5,18,O,O
FRATNP,1,2000,4,f,30,5,21,O,O
FRATNP,1,2000,4,f,35,5,38,O,O
FRATNP,1,2000,4,f,40,5,47,O,O
FRATNP,1,2000,4,f,45,5,89,O,O
FRATNP,1,2000,4,f,50,5,113,O,O
FRATNP,1,2000,4,f,55,5,123,O,O
FRATNP,1,2000,4,f,60,5,176,O,O
FRATNP,1,2000,4,f,65,5,303,O,O
FRATNP,1,2000,4,f,70,5,490,O,O
FRATNP,1,2000,4,f,75,5,819,O,O
FRATNP,1,2000,4,f,80,5,774,O,O
FRATNP,1,2000,4,f,85,5,1617,O,O
FRATNP,1,2000,4,f,90,5,1336,O,O
FRATNP,1,2000,4,f,95,+,604,O,O
FRATNP,1,2000,4,f,TOT,.,6635,O,O
FRATNP,1,2000,4,f,UNK,.,0,O,O
FRATNP,1,2000,4,b,0,1,83,O,O
FRATNP,1,2000,4,b,1,4,15,O,O
FRATNP,1,2000,4,b,5,5,6,O,O
FRATNP,1,2000,4,b,10,5,9,O,O
FRATNP,1,2000,4,b,15,5,34,O,O
FRATNP,1,2000,4,b,20,5,55,O,O
FRATNP,1,2000,4,b,25,5,63,O,O
