PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
NZL_NP,1,2010,52,m,0,65,74,O,O
NZL_NP,1,2010,52,m,65,15,106,O,O
NZL_NP,1,2010,52,m,80,+,110,O,O
NZL_NP,1,2010,52,m,TOT,.,290,O,O
NZL_NP,1,2010,52,f,0,65,46,O,O
NZL_NP,1,2010,52,f,65,15,59,O,O
NZL_NP,1,2010,52,f,80,+,143,O,O
NZL_NP,1,2010,52,f,TOT,.,248,O,O
NZL_NP,1,2010,52,b,0,65,120,O,O
NZL_NP,1,2010,52,b,65,15,165,O,O
NZL_NP,1,2010,52,b,80,+,253,O,O
NZL_NP,1,2010,52,b,TOT,.,538,O,O
NZL_NP,1,2011,1,m,0,65,73,O,O
NZL_NP,1,2011,1,m,65,15,91,O,O
NZL_NP,1,2011,1,m,80,+,109,O,O
NZL_NP,1,2011,1,m,TOT,.,273,O,O
NZL_NP,1,2011,1,f,0,65,47,O,O
NZL_NP,1,2011,1,f,65,15,75,O,O
NZL_NP,1,2011,1,f,80,+,169,O,O
NZL_NP,1,2011,1,f,TOT,.,291,O,O
NZL_NP,1,2011,1,b,0,65,120,O,O
NZL_NP,1,2011,1,b,65,15,166,O,O
NZL_NP,1,2011,1,b,80,+,278,O,O
NZL_NP,1,2011,1,b,TOT,.,564,O,O
NZL_NP,1,2011,2,m,0,65,63,O,O
NZL_NP,1,2011,2,m,65,15,102,O,O
NZL_NP,1,2011,2,m,80,+,106,O,O
NZL_NP,1,2011,2,m,TOT,.,271,O,O
NZL_NP,1,2011,2,f,0,65,55,O,O
NZL_NP,1,2011,2,f,65,15,66,O,O
NZL_NP,1,2011,2,f,80,+,151,O,O
NZL_NP,1,2011,2,f,TOT,.,272,O,O
NZL_NP,1,2011,2,b,0,65,118,O,O
NZL_NP,1,2011,2,b,65,15,168,O,O
NZL_NP,1,2011,2,b,80,+,257,O,O
NZL_NP,1,2011,2,b,TOT,.,543,O,O
NZL_NP,1,2011,3,m,0,65,61,O,O
NZL_NP,1,2011,3,m,65,15,91,O,O
NZL_NP,1,2011,3,m,80,+,98,O,O
NZL_NP,1,2011,3,m,TOT,.,250,O,O
NZL_NP,1,2011,3,f,0,65,53,O,O
NZL_NP,1,2011,3,f,65,15,46,O,O
NZL_NP,1,2011,3,f,80,+,158,O,O
NZL_NP,1,2011,3,f,TOT,.,257,O,O
NZL_NP,1,2011,3,b,0,65,114,O,O
NZL_NP,1,2011,3,b,65,15,137,O,O
NZL_NP,1,2011,3,b,80,+,256,O,O
NZL_NP,1,2011,3,b,TOT,.,507,O,O
NZL_NP,1,2011,4,m,0,65,75,O,O
NZL_NP,1,2011,4,m,65,15,62,O,O
NZL_NP,1,2011,4,m,80,+,106,O,O
NZL_NP,1,2011,4,m,TOT,.,243,O,O
NZL_NP,1,2011,4,f,0,65,45,O,O
NZL_NP,1,2011,4,f,65,15,74,O,O
NZL_NP,1,2011,4,f,80,+,154,O,O
NZL_NP,1,2011,4,f,TOT,.,273,O,O
NZL_NP,1,2011,4,b,0,65,120,O,O
NZL_NP,1,2011,4,b,65,15,136,O,O
NZL_NP,1,2011,4,b,80,+,260,O,O
NZL_NP,1,2011,4,b,TOT,.,516,O,O
NZL_NP,1,2011,5,m,0,65,85,O,O
NZL_NP,1,2011,5,m,65,15,103,O,O
NZL_NP,1,2011,5,m,80,+,123,O,O
NZL_NP,1,2011,5,m,TOT,.,311,O,O
NZL_NP,1,2011,5,f,0,65,61,O,O
NZL_NP,1,2011,5,f,65,15,57,O,O
NZL_NP,1,2011,5,f,80,+,156,O,O
NZL_NP,1,2011,5,f,TOT,.,274,O,O
NZL_NP,1,2011,5,b,0,65,146,O,O
NZL_NP,1,2011,5,b,65,15,160,O,O
NZL_NP,1,2011,5,b,80,+,279,O,O
NZL_NP,1,2011,5,b,TOT,.,585,O,O
NZL_NP,1,2011,6,m,0,65,69,O,O
NZL_NP,1,2011,6,m,65,15,97,O,O
NZL_NP,1,2011,6,m,80,+,129,O,O
NZL_NP,1,2011,6,m,TOT,.,295,O,O
NZL_NP,1,2011,6,f,0,65,41,O,O
NZL_NP,1,2011,6,f,65,15,73,O,O
NZL_NP,1,2011,6,f,80,+,151,O,O
NZL_NP,1,2011,6,f,TOT,.,265,O,O
NZL_NP,1,2011,6,b,0,65,110,O,O
NZL_NP,1,2011,6,b,65,15,170,O,O
NZL_NP,1,2011,6,b,80,+,280,O,O
NZL_NP,1,2011,6,b,TOT,.,560,O,O
NZL_NP,1,2011,7,m,0,65,60,O,O
NZL_NP,1,2011,7,m,65,15,94,O,O
NZL_NP,1,2011,7,m,80,+,111,O,O
NZL_NP,1,2011,7,m,TOT,.,265,O,O
NZL_NP,1,2011,7,f,0,65,47,O,O
NZL_NP,1,2011,7,f,65,15,68,O,O
NZL_NP,1,2011,7,f,80,+,153,O,O
NZL_NP,1,2011,7,f,TOT,.,268,O,O
NZL_NP,1,2011,7,b,0,65,107,O,O
NZL_NP,1,2011,7,b,65,15,162,O,O
NZL_NP,1,2011,7,b,80,+,264,O,O
NZL_NP,1,2011,7,b,TOT,.,533,O,O
NZL_NP,1,2011,8,m,0,65,109,O,O
NZL_NP,1,2011,8,m,65,15,90,O,O
NZL_NP,1,2011,8,m,80,+,107,O,O
NZL_NP,1,2011,8,m,TOT,.,306,O,O
NZL_NP,1,2011,8,f,0,65,156,O,O
NZL_NP,1,2011,8,f,65,15,68,O,O
NZL_NP,1,2011,8,f,80,+,147,O,O
NZL_NP,1,2011,8,f,TOT,.,371,O,O
NZL_NP,1,2011,8,b,0,65,265,O,O
NZL_NP,1,2011,8,b,65,15,158,O,O
NZL_NP,1,2011,8,b,80,+,254,O,O
NZL_NP,1,2011,8,b,TOT,.,677,O,O
NZL_NP,1,2011,9,m,0,65,62,O,O
NZL_NP,1,2011,9,m,65,15,74,O,O
NZL_NP,1,2011,9,m,80,+,103,O,O
NZL_NP,1,2011,9,m,TOT,.,239,O,O
NZL_NP,1,2011,9,f,0,65,48,O,O
NZL_NP,1,2011,9,f,65,15,69,O,O
NZL_NP,1,2011,9,f,80,+,157,O,O
NZL_NP,1,2011,9,f,TOT,.,274,O,O
NZL_NP,1,2011,9,b,0,65,110,O,O
NZL_NP,1,2011,9,b,65,15,143,O,O
NZL_NP,1,2011,9,b,80,+,260,O,O
NZL_NP,1,2011,9,b,TOT,.,513,O,O
NZL_NP,1,2011,10,m,0,65,70,O,O
NZL_NP,1,2011,10,m,65,15,75,O,O
NZL_NP,1,2011,10,m,80,+,115,O,O
NZL_NP,1,2011,10,m,TOT,.,260,O,O
NZL_NP,1,2011,10,f,0,65,56,O,O
NZL_NP,1,2011,10,f,65,15,65,O,O
NZL_NP,1,2011,10,f,80,+,142,O,O
NZL_NP,1,2011,10,f,TOT,.,263,O,O
NZL_NP,1,2011,10,b,0,65,126,O,O
NZL_NP,1,2011,10,b,65,15,140,O,O
NZL_NP,1,2011,10,b,80,+,257,O,O
NZL_NP,1,2011,10,b,TOT,.,523,O,O
NZL_NP,1,2011,11,m,0,65,78,O,O
NZL_NP,1,2011,11,m,65,15,77,O,O
NZL_NP,1,2011,11,m,80,+,125,O,O
NZL_NP,1,2011,11,m,TOT,.,280,O,O
NZL_NP,1,2011,11,f,0,65,38,O,O
NZL_NP,1,2011,11,f,65,15,60,O,O
NZL_NP,1,2011,11,f,80,+,175,O,O
NZL_NP,1,2011,11,f,TOT,.,273,O,O
NZL_NP,1,2011,11,b,0,65,116,O,O
NZL_NP,1,2011,11,b,65,15,137,O,O
NZL_NP,1,2011,11,b,80,+,300,O,O
NZL_NP,1,2011,11,b,TOT,.,553,O,O
NZL_NP,1,2011,12,m,0,65,61,O,O
NZL_NP,1,2011,12,m,65,15,88,O,O
NZL_NP,1,2011,12,m,80,+,91,O,O
NZL_NP,1,2011,12,m,TOT,.,240,O,O
NZL_NP,1,2011,12,f,0,65,47,O,O
NZL_NP,1,2011,12,f,65,15,70,O,O
NZL_NP,1,2011,12,f,80,+,166,O,O
