PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
ISR,1,2000,1,m,0,20,20,O,O
ISR,1,2000,1,m,20,10,8,O,O
ISR,1,2000,1,m,30,10,8,O,O
ISR,1,2000,1,m,40,10,25,O,O
ISR,1,2000,1,m,50,10,37,O,O
ISR,1,2000,1,m,60,10,92,O,O
ISR,1,2000,1,m,70,10,132,O,O
ISR,1,2000,1,m,80,+,181,O,O
ISR,1,2000,1,m,TOT,.,503,O,O
ISR,1,2000,1,f,0,20,14,O,O
ISR,1,2000,1,f,20,10,3,O,O
ISR,1,2000,1,f,30,10,6,O,O
ISR,1,2000,1,f,40,10,10,O,O
ISR,1,2000,1,f,50,10,23,O,O
ISR,1,2000,1,f,60,10,37,O,O
ISR,1,2000,1,f,70,10,128,O,O
ISR,1,2000,1,f,80,+,240,O,O
ISR,1,2000,1,f,TOT,.,461,O,O
ISR,1,2000,1,b,0,20,34,O,O
ISR,1,2000,1,b,20,10,11,O,O
ISR,1,2000,1,b,30,10,14,O,O
ISR,1,2000,1,b,40,10,35,O,O
ISR,1,2000,1,b,50,10,60,O,O
ISR,1,2000,1,b,60,10,129,O,O
ISR,1,2000,1,b,70,10,260,O,O
ISR,1,2000,1,b,80,+,421,O,O
ISR,1,2000,1,b,TOT,.,964,O,O
ISR,1,2000,2,m,0,20,16,O,O
ISR,1,2000,2,m,20,10,14,O,O
ISR,1,2000,2,m,30,10,10,O,O
ISR,1,2000,2,m,40,10,21,O,O
ISR,1,2000,2,m,50,10,44,O,O
ISR,1,2000,2,m,60,10,64,O,O
ISR,1,2000,2,m,70,10,144,O,O
ISR,1,2000,2,m,80,+,174,O,O
ISR,1,2000,2,m,TOT,.,487,O,O
ISR,1,2000,2,f,0,20,7,O,O
ISR,1,2000,2,f,20,10,0,O,O
ISR,1,2000,2,f,30,10,4,O,O
ISR,1,2000,2,f,40,10,10,O,O
ISR,1,2000,2,f,50,10,12,O,O
ISR,1,2000,2,f,60,10,47,O,O
ISR,1,2000,2,f,70,10,126,O,O
ISR,1,2000,2,f,80,+,249,O,O
ISR,1,2000,2,f,TOT,.,455,O,O
ISR,1,2000,2,b,0,20,23,O,O
ISR,1,2000,2,b,20,10,14,O,O
ISR,1,2000,2,b,30,10,14,O,O
ISR,1,2000,2,b,40,10,31,O,O
ISR,1,2000,2,b,50,10,56,O,O
ISR,1,2000,2,b,60,10,111,O,O
ISR,1,2000,2,b,70,10,270,O,O
ISR,1,2000,2,b,80,+,423,O,O
ISR,1,2000,2,b,TOT,.,942,O,O
ISR,1,2000,3,m,0,20,21,O,O
ISR,1,2000,3,m,20,10,5,O,O
ISR,1,2000,3,m,30,10,11,O,O
ISR,1,2000,3,m,40,10,20,O,O
ISR,1,2000,3,m,50,10,38,O,O
ISR,1,2000,3,m,60,10,76,O,O
ISR,1,2000,3,m,70,10,153,O,O
ISR,1,2000,3,m,80,+,195,O,O
ISR,1,2000,3,m,TOT,.,519,O,O
ISR,1,2000,3,f,0,20,11,O,O
ISR,1,2000,3,f,20,10,5,O,O
ISR,1,2000,3,f,30,10,6,O,O
ISR,1,2000,3,f,40,10,10,O,O
ISR,1,2000,3,f,50,10,18,O,O
ISR,1,2000,3,f,60,10,57,O,O
ISR,1,2000,3,f,70,10,144,O,O
ISR,1,2000,3,f,80,+,277,O,O
ISR,1,2000,3,f,TOT,.,528,O,O
ISR,1,2000,3,b,0,20,32,O,O
ISR,1,2000,3,b,20,10,10,O,O
ISR,1,2000,3,b,30,10,17,O,O
ISR,1,2000,3,b,40,10,30,O,O
ISR,1,2000,3,b,50,10,56,O,O
ISR,1,2000,3,b,60,10,133,O,O
ISR,1,2000,3,b,70,10,297,O,O
ISR,1,2000,3,b,80,+,472,O,O
ISR,1,2000,3,b,TOT,.,1047,O,O
ISR,1,2000,4,m,0,20,16,O,O
ISR,1,2000,4,m,20,10,9,O,O
ISR,1,2000,4,m,30,10,11,O,O
ISR,1,2000,4,m,40,10,19,O,O
ISR,1,2000,4,m,50,10,30,O,O
ISR,1,2000,4,m,60,10,76,O,O
ISR,1,2000,4,m,70,10,118,O,O
ISR,1,2000,4,m,80,+,187,O,O
ISR,1,2000,4,m,TOT,.,466,O,O
ISR,1,2000,4,f,0,20,11,O,O
ISR,1,2000,4,f,20,10,2,O,O
ISR,1,2000,4,f,30,10,4,O,O
ISR,1,2000,4,f,40,10,11,O,O
ISR,1,2000,4,f,50,10,19,O,O
ISR,1,2000,4,f,60,10,51,O,O
ISR,1,2000,4,f,70,10,147,O,O
ISR,1,2000,4,f,80,+,241,O,O
ISR,1,2000,4,f,TOT,.,486,O,O
ISR,1,2000,4,b,0,20,27,O,O
ISR,1,2000,4,b,20,10,11,O,O
ISR,1,2000,4,b,30,10,15,O,O
ISR,1,2000,4,b,40,10,30,O,O
ISR,1,2000,4,b,50,10,49,O,O
ISR,1,2000,4,b,60,10,127,O,O
ISR,1,2000,4,b,70,10,265,O,O
ISR,1,2000,4,b,80,+,428,O,O
ISR,1,2000,4,b,TOT,.,952,O,O
ISR,1,2000,5,m,0,20,17,O,O
ISR,1,2000,5,m,20,10,10,O,O
ISR,1,2000,5,m,30,10,11,O,O
ISR,1,2000,5,m,40,10,18,O,O
ISR,1,2000,5,m,50,10,32,O,O
ISR,1,2000,5,m,60,10,71,O,O
ISR,1,2000,5,m,70,10,142,O,O
ISR,1,2000,5,m,80,+,199,O,O
ISR,1,2000,5,m,TOT,.,500,O,O
ISR,1,2000,5,f,0,20,14,O,O
ISR,1,2000,5,f,20,10,2,O,O
ISR,1,2000,5,f,30,10,4,O,O
ISR,1,2000,5,f,40,10,8,O,O
ISR,1,2000,5,f,50,10,19,O,O
ISR,1,2000,5,f,60,10,57,O,O
ISR,1,2000,5,f,70,10,111,O,O
ISR,1,2000,5,f,80,+,253,O,O
ISR,1,2000,5,f,TOT,.,468,O,O
ISR,1,2000,5,b,0,20,31,O,O
ISR,1,2000,5,b,20,10,12,O,O
ISR,1,2000,5,b,30,10,15,O,O
ISR,1,2000,5,b,40,10,26,O,O
ISR,1,2000,5,b,50,10,51,O,O
ISR,1,2000,5,b,60,10,128,O,O
ISR,1,2000,5,b,70,10,253,O,O
ISR,1,2000,5,b,80,+,452,O,O
ISR,1,2000,5,b,TOT,.,968,O,O
ISR,1,2000,6,m,0,20,13,O,O
ISR,1,2000,6,m,20,10,12,O,O
ISR,1,2000,6,m,30,10,7,O,O
ISR,1,2000,6,m,40,10,23,O,O
ISR,1,2000,6,m,50,10,16,O,O
ISR,1,2000,6,m,60,10,53,O,O
ISR,1,2000,6,m,70,10,117,O,O
ISR,1,2000,6,m,80,+,166,O,O
ISR,1,2000,6,m,TOT,.,407,O,O
ISR,1,2000,6,f,0,20,8,O,O
ISR,1,2000,6,f,20,10,2,O,O
ISR,1,2000,6,f,30,10,3,O,O
ISR,1,2000,6,f,40,10,7,O,O
ISR,1,2000,6,f,50,10,31,O,O
ISR,1,2000,6,f,60,10,40,O,O
ISR,1,2000,6,f,70,10,118,O,O
ISR,1,2000,6,f,80,+,247,O,O
ISR,1,2000,6,f,TOT,.,456,O,O
ISR,1,2000,6,b,0,20,21,O,O
ISR,1,2000,6,b,20,10,14,O,O
ISR,1,2000,6,b,30,10,10,O,O
ISR,1,2000,6,b,40,10,30,O,O
ISR,1,2000,6,b,50,10,47,O,O
ISR,1,2000,6,b,60,10,93,O,O
ISR,1,2000,6,b,70,10,235,O,O
ISR,1,2000,6,b,80,+,413,O,O
ISR,1,2000,6,b,TOT,.,863,O,O
ISR,1,2000,7,m,0,20,12,O,O
ISR,1,2000,7,m,20,10,3,O,O
ISR,1,2000,7,m,30,10,7,O,O
ISR,1,2000,7,m,40,10,17,O,O
ISR,1,2000,7,m,50,10,31,O,O
ISR,1,2000,7,m,60,10,65,O,O
ISR,1,2000,7,m,70,10,120,O,O
ISR,1,2000,7,m,80,+,147,O,O
ISR,1,2000,7,m,TOT,.,402,O,O
ISR,1,2000,7,f,0,20,13,O,O
ISR,1,2000,7,f,20,10,3,O,O
ISR,1,2000,7,f,30,10,8,O,O
ISR,1,2000,7,f,40,10,12,O,O
ISR,1,2000,7,f,50,10,13,O,O
ISR,1,2000,7,f,60,10,43,O,O
ISR,1,2000,7,f,70,10,118,O,O
ISR,1,2000,7,f,80,+,201,O,O
ISR,1,2000,7,f,TOT,.,411,O,O
ISR,1,2000,7,b,0,20,25,O,O
ISR,1,2000,7,b,20,10,6,O,O
ISR,1,2000,7,b,30,10,15,O,O
ISR,1,2000,7,b,40,10,29,O,O
ISR,1,2000,7,b,50,10,44,O,O
ISR,1,2000,7,b,60,10,108,O,O
ISR,1,2000,7,b,70,10,238,O,O
ISR,1,2000,7,b,80,+,348,O,O
ISR,1,2000,7,b,TOT,.,813,O,O
ISR,1,2000,8,m,0,20,18,O,O
ISR,1,2000,8,m,20,10,1,O,O
ISR,1,2000,8,m,30,10,8,O,O
ISR,1,2000,8,m,40,10,25,O,O
ISR,1,2000,8,m,50,10,23,O,O
ISR,1,2000,8,m,60,10,55,O,O
