PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
BGR,1,2010,1,m,0,5,14,O,O
BGR,1,2010,1,m,5,5,0,O,O
BGR,1,2010,1,m,10,5,0,O,O
BGR,1,2010,1,m,15,5,1,O,O
BGR,1,2010,1,m,20,5,7,O,O
BGR,1,2010,1,m,25,5,6,O,O
BGR,1,2010,1,m,30,5,7,O,O
BGR,1,2010,1,m,35,5,15,O,O
BGR,1,2010,1,m,40,5,19,O,O
BGR,1,2010,1,m,45,5,38,O,O
BGR,1,2010,1,m,50,5,55,O,O
BGR,1,2010,1,m,55,5,107,O,O
BGR,1,2010,1,m,60,5,116,O,O
BGR,1,2010,1,m,65,5,142,O,O
BGR,1,2010,1,m,70,5,158,O,O
BGR,1,2010,1,m,75,5,168,O,O
BGR,1,2010,1,m,80,5,166,O,O
BGR,1,2010,1,m,85,5,143,O,O
BGR,1,2010,1,m,90,+,21,O,O
BGR,1,2010,1,m,TOT,.,1183,O,O
BGR,1,2010,1,m,UNK,.,0,O,O
BGR,1,2010,1,f,0,5,9,O,O
BGR,1,2010,1,f,5,5,0,O,O
BGR,1,2010,1,f,10,5,1,O,O
BGR,1,2010,1,f,15,5,4,O,O
BGR,1,2010,1,f,20,5,3,O,O
BGR,1,2010,1,f,25,5,3,O,O
BGR,1,2010,1,f,30,5,3,O,O
BGR,1,2010,1,f,35,5,9,O,O
BGR,1,2010,1,f,40,5,16,O,O
BGR,1,2010,1,f,45,5,7,O,O
BGR,1,2010,1,f,50,5,29,O,O
BGR,1,2010,1,f,55,5,45,O,O
BGR,1,2010,1,f,60,5,49,O,O
BGR,1,2010,1,f,65,5,63,O,O
BGR,1,2010,1,f,70,5,124,O,O
BGR,1,2010,1,f,75,5,197,O,O
BGR,1,2010,1,f,80,5,240,O,O
BGR,1,2010,1,f,85,5,190,O,O
BGR,1,2010,1,f,90,+,87,O,O
BGR,1,2010,1,f,TOT,.,1079,O,O
BGR,1,2010,1,f,UNK,.,0,O,O
BGR,1,2010,1,b,0,5,23,O,O
BGR,1,2010,1,b,5,5,0,O,O
BGR,1,2010,1,b,10,5,1,O,O
BGR,1,2010,1,b,15,5,5,O,O
BGR,1,2010,1,b,20,5,10,O,O
BGR,1,2010,1,b,25,5,9,O,O
BGR,1,2010,1,b,30,5,10,O,O
BGR,1,2010,1,b,35,5,24,O,O
