PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
RUS,1,2000,1,m,0,5,282,O,O
RUS,1,2000,1,m,5,5,32,O,O
RUS,1,2000,1,m,10,5,54,O,O
RUS,1,2000,1,m,15,5,283,O,O
RUS,1,2000,1,m,20,5,468,O,O
RUS,1,2000,1,m,25,5,513,O,O
RUS,1,2000,1,m,30,5,602,O,O
RUS,1,2000,1,m,35,5,1103,O,O
RUS,1,2000,1,m,40,5,1445,O,O
RUS,1,2000,1,m,45,5,1956,O,O
RUS,1,2000,1,m,50,5,1985,O,O
RUS,1,2000,1,m,55,5,1866,O,O
RUS,1,2000,1,m,60,5,3497,O,O
RUS,1,2000,1,m,65,5,2928,O,O
RUS,1,2000,1,m,70,5,3347,O,O
RUS,1,2000,1,m,75,5,1565,O,O
RUS,1,2000,1,m,80,5,1056,O,O
RUS,1,2000,1,m,85,5,833,O,O
RUS,1,2000,1,m,90,+,299,O,O
RUS,1,2000,1,m,TOT,.,24252,O,O
RUS,1,2000,1,m,UNK,.,138,O,O
RUS,1,2000,1,f,0,5,217,O,O
RUS,1,2000,1,f,5,5,27,O,O
RUS,1,2000,1,f,10,5,25,O,O
RUS,1,2000,1,f,15,5,82,O,O
RUS,1,2000,1,f,20,5,115,O,O
RUS,1,2000,1,f,25,5,125,O,O
RUS,1,2000,1,f,30,5,182,O,O
RUS,1,2000,1,f,35,5,320,O,O
RUS,1,2000,1,f,40,5,465,O,O
RUS,1,2000,1,f,45,5,686,O,O
RUS,1,2000,1,f,50,5,713,O,O
RUS,1,2000,1,f,55,5,793,O,O
RUS,1,2000,1,f,60,5,1676,O,O
RUS,1,2000,1,f,65,5,2042,O,O
RUS,1,2000,1,f,70,5,3585,O,O
RUS,1,2000,1,f,75,5,3293,O,O
RUS,1,2000,1,f,80,5,2972,O,O
RUS,1,2000,1,f,85,5,3101,O,O
RUS,1,2000,1,f,90,+,1668,O,O
RUS,1,2000,1,f,TOT,.,22149,O,O
RUS,1,2000,1,f,UNK,.,62,O,O
RUS,1,2000,1,b,0,5,499,O,O
RUS,1,2000,1,b,5,5,59,O,O
RUS,1,2000,1,b,10,5,79,O,O
RUS,1,2000,1,b,15,5,365,O,O
RUS,1,2000,1,b,20,5,583,O,O
RUS,1,2000,1,b,25,5,638,O,O
RUS,1,2000,1,b,30,5,784,O,O
RUS,1,2000,1,b,35,5,1423,O,O
RUS,1,2000,1,b,40,5,1910,O,O
RUS,1,2000,1,b,45,5,2642,O,O
RUS,1,2000,1,b,50,5,2698,O,O
RUS,1,2000,1,b,55,5,2659,O,O
RUS,1,2000,1,b,60,5,5173,O,O
RUS,1,2000,1,b,65,5,4970,O,O
RUS,1,2000,1,b,70,5,6932,O,O
RUS,1,2000,1,b,75,5,4858,O,O
RUS,1,2000,1,b,80,5,4028,O,O
RUS,1,2000,1,b,85,5,3934,O,O
RUS,1,2000,1,b,90,+,1967,O,O
RUS,1,2000,1,b,TOT,.,46401,O,O
RUS,1,2000,1,b,UNK,.,200,O,O
RUS,1,2000,2,m,0,5,287,O,O
RUS,1,2000,2,m,5,5,43,O,O
RUS,1,2000,2,m,10,5,61,O,O
RUS,1,2000,2,m,15,5,210,O,O
RUS,1,2000,2,m,20,5,427,O,O
RUS,1,2000,2,m,25,5,518,O,O
RUS,1,2000,2,m,30,5,602,O,O
RUS,1,2000,2,m,35,5,943,O,O
RUS,1,2000,2,m,40,5,1361,O,O
RUS,1,2000,2,m,45,5,1741,O,O
RUS,1,2000,2,m,50,5,1787,O,O
RUS,1,2000,2,m,55,5,1635,O,O
