PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
AUS2,1,2015,1,m,0,45,38,O,O
AUS2,1,2015,1,m,45,20,170,O,O
AUS2,1,2015,1,m,65,10,206,O,O
AUS2,1,2015,1,m,75,10,382,O,O
AUS2,1,2015,1,m,85,+,393,O,O
AUS2,1,2015,1,m,TOT,.,1189,O,O
AUS2,1,2015,1,f,0,45,30,O,O
AUS2,1,2015,1,f,45,20,122,O,O
AUS2,1,2015,1,f,65,10,161,O,O
AUS2,1,2015,1,f,75,10,299,O,O
AUS2,1,2015,1,f,85,+,670,O,O
AUS2,1,2015,1,f,TOT,.,1282,O,O
AUS2,1,2015,1,b,0,45,68,O,O
AUS2,1,2015,1,b,45,20,292,O,O
AUS2,1,2015,1,b,65,10,367,O,O
AUS2,1,2015,1,b,75,10,681,O,O
AUS2,1,2015,1,b,85,+,1063,O,O
AUS2,1,2015,1,b,TOT,.,2471,O,O
AUS2,1,2015,2,m,0,45,21,O,O
AUS2,1,2015,2,m,45,20,138,O,O
AUS2,1,2015,2,m,65,10,195,O,O
AUS2,1,2015,2,m,75,10,337,O,O
AUS2,1,2015,2,m,85,+,401,O,O
AUS2,1,2015,2,m,TOT,.,1092,O,O
AUS2,1,2015,2,f,0,45,23,O,O
AUS2,1,2015,2,f,45,20,120,O,O
AUS2,1,2015,2,f,65,10,143,O,O
AUS2,1,2015,2,f,75,10,295,O,O
AUS2,1,2015,2,f,85,+,654,O,O
AUS2,1,2015,2,f,TOT,.,1235,O,O
AUS2,1,2015,2,b,0,45,44,O,O
AUS2,1,2015,2,b,45,20,258,O,O
AUS2,1,2015,2,b,65,10,338,O,O
AUS2,1,2015,2,b,75,10,632,O,O
AUS2,1,2015,2,b,85,+,1055,O,O
AUS2,1,2015,2,b,TOT,.,2327,O,O
AUS2,1,2015,3,m,0,45,31,O,O
AUS2,1,2015,3,m,45,20,142,O,O
AUS2,1,2015,3,m,65,10,239,O,O
AUS2,1,2015,3,m,75,10,359,O,O
AUS2,1,2015,3,m,85,+,420,O,O
AUS2,1,2015,3,m,TOT,.,1191,O,O
AUS2,1,2015,3,f,0,45,31,O,O
AUS2,1,2015,3,f,45,20,119,O,O
AUS2,1,2015,3,f,65,10,165,O,O
AUS2,1,2015,3,f,75,10,286,O,O
AUS2,1,2015,3,f,85,+,582,O,O
AUS2,1,2015,3,f,TOT,.,1183,O,O
AUS2,1,2015,3,b,0,45,62,O,O
AUS2,1,2015,3,b,45,20,261,O,O
AUS2,1,2015,3,b,65,10,404,O,O
AUS2,1,2015,3,b,75,10,645,O,O
AUS2,1,2015,3,b,85,+,1002,O,O
AUS2,1,2015,3,b,TOT,.,2374,O,O
AUS2,1,2015,4,m,0,45,18,O,O
AUS2,1,2015,4,m,45,20,158,O,O
AUS2,1,2015,4,m,65,10,204,O,O
AUS2,1,2015,4,m,75,10,342,O,O
AUS2,1,2015,4,m,85,+,365,O,O
AUS2,1,2015,4,m,TOT,.,1087,O,O
AUS2,1,2015,4,f,0,45,23,O,O
AUS2,1,2015,4,f,45,20,97,O,O
AUS2,1,2015,4,f,65,10,150,O,O
AUS2,1,2015,4,f,75,10,284,O,O
