PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
HUN,1,2000,1,m,0,5,9,O,O
HUN,1,2000,1,m,5,5,0,O,O
HUN,1,2000,1,m,10,5,1,O,O
HUN,1,2000,1,m,15,5,3,O,O
HUN,1,2000,1,m,20,5,7,O,O
HUN,1,2000,1,m,25,5,4,O,O
HUN,1,2000,1,m,30,5,13,O,O
HUN,1,2000,1,m,35,5,17,O,O
HUN,1,2000,1,m,40,5,51,O,O
HUN,1,2000,1,m,45,5,103,O,O
HUN,1,2000,1,m,50,5,122,O,O
HUN,1,2000,1,m,55,5,159,O,O
HUN,1,2000,1,m,60,5,195,O,O
HUN,1,2000,1,m,65,5,241,O,O
HUN,1,2000,1,m,70,5,266,O,O
HUN,1,2000,1,m,75,5,290,O,O
HUN,1,2000,1,m,80,5,197,O,O
HUN,1,2000,1,m,85,5,182,O,O
HUN,1,2000,1,m,90,+,89,O,O
HUN,1,2000,1,m,TOT,.,1949,O,O
HUN,1,2000,1,m,UNK,.,0,O,O
HUN,1,2000,1,f,0,5,10,O,O
HUN,1,2000,1,f,5,5,1,O,O
HUN,1,2000,1,f,10,5,0,O,O
HUN,1,2000,1,f,15,5,0,O,O
HUN,1,2000,1,f,20,5,5,O,O
HUN,1,2000,1,f,25,5,2,O,O
HUN,1,2000,1,f,30,5,7,O,O
HUN,1,2000,1,f,35,5,7,O,O
HUN,1,2000,1,f,40,5,17,O,O
HUN,1,2000,1,f,45,5,38,O,O
HUN,1,2000,1,f,50,5,60,O,O
HUN,1,2000,1,f,55,5,77,O,O
HUN,1,2000,1,f,60,5,104,O,O
HUN,1,2000,1,f,65,5,147,O,O
HUN,1,2000,1,f,70,5,233,O,O
HUN,1,2000,1,f,75,5,374,O,O
HUN,1,2000,1,f,80,5,273,O,O
HUN,1,2000,1,f,85,5,402,O,O
HUN,1,2000,1,f,90,+,255,O,O
HUN,1,2000,1,f,TOT,.,2012,O,O
HUN,1,2000,1,f,UNK,.,0,O,O
HUN,1,2000,1,b,0,5,19,O,O
HUN,1,2000,1,b,5,5,1,O,O
HUN,1,2000,1,b,10,5,1,O,O
HUN,1,2000,1,b,15,5,3,O,O
HUN,1,2000,1,b,20,5,12,O,O
HUN,1,2000,1,b,25,5,6,O,O
HUN,1,2000,1,b,30,5,20,O,O
HUN,1,2000,1,b,35,5,24,O,O
