PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
ITA,1,2011,1,m,0,1,25,O,O
ITA,1,2011,1,m,1,4,6,O,O
ITA,1,2011,1,m,5,5,3,O,O
ITA,1,2011,1,m,10,5,6,O,O
ITA,1,2011,1,m,15,5,10,O,O
ITA,1,2011,1,m,20,5,18,O,O
ITA,1,2011,1,m,25,5,18,O,O
ITA,1,2011,1,m,30,5,12,O,O
ITA,1,2011,1,m,35,5,42,O,O
ITA,1,2011,1,m,40,5,61,O,O
ITA,1,2011,1,m,45,5,87,O,O
ITA,1,2011,1,m,50,5,132,O,O
ITA,1,2011,1,m,55,5,226,O,O
ITA,1,2011,1,m,60,5,343,O,O
ITA,1,2011,1,m,65,5,481,O,O
ITA,1,2011,1,m,70,5,643,O,O
ITA,1,2011,1,m,75,5,961,O,O
ITA,1,2011,1,m,80,5,1310,O,O
ITA,1,2011,1,m,85,5,1144,O,O
ITA,1,2011,1,m,90,5,494,O,O
ITA,1,2011,1,m,95,5,213,O,O
ITA,1,2011,1,m,100,+,35,O,O
ITA,1,2011,1,m,TOT,.,6270,O,O
ITA,1,2011,1,f,0,1,19,O,O
ITA,1,2011,1,f,1,4,4,O,O
ITA,1,2011,1,f,5,5,5,O,O
ITA,1,2011,1,f,10,5,2,O,O
ITA,1,2011,1,f,15,5,5,O,O
ITA,1,2011,1,f,20,5,7,O,O
ITA,1,2011,1,f,25,5,3,O,O
ITA,1,2011,1,f,30,5,13,O,O
ITA,1,2011,1,f,35,5,18,O,O
ITA,1,2011,1,f,40,5,42,O,O
ITA,1,2011,1,f,45,5,79,O,O
ITA,1,2011,1,f,50,5,88,O,O
ITA,1,2011,1,f,55,5,119,O,O
ITA,1,2011,1,f,60,5,186,O,O
ITA,1,2011,1,f,65,5,255,O,O
ITA,1,2011,1,f,70,5,425,O,O
ITA,1,2011,1,f,75,5,803,O,O
ITA,1,2011,1,f,80,5,1240,O,O
ITA,1,2011,1,f,85,5,1717,O,O
ITA,1,2011,1,f,90,5,1098,O,O
ITA,1,2011,1,f,95,5,610,O,O
ITA,1,2011,1,f,100,+,110,O,O
ITA,1,2011,1,f,TOT,.,6848,O,O
ITA,1,2011,1,b,0,1,44,O,O
ITA,1,2011,1,b,1,4,10,O,O
ITA,1,2011,1,b,5,5,8,O,O
ITA,1,2011,1,b,10,5,8,O,O
ITA,1,2011,1,b,15,5,15,O,O
ITA,1,2011,1,b,20,5,25,O,O
ITA,1,2011,1,b,25,5,21,O,O
ITA,1,2011,1,b,30,5,25,O,O
ITA,1,2011,1,b,35,5,60,O,O
ITA,1,2011,1,b,40,5,103,O,O
ITA,1,2011,1,b,45,5,166,O,O
ITA,1,2011,1,b,50,5,220,O,O
ITA,1,2011,1,b,55,5,345,O,O
ITA,1,2011,1,b,60,5,529,O,O
ITA,1,2011,1,b,65,5,736,O,O
ITA,1,2011,1,b,70,5,1068,O,O
ITA,1,2011,1,b,75,5,1764,O,O
ITA,1,2011,1,b,80,5,2550,O,O
ITA,1,2011,1,b,85,5,2861,O,O
ITA,1,2011,1,b,90,5,1592,O,O
ITA,1,2011,1,b,95,5,823,O,O
ITA,1,2011,1,b,100,+,145,O,O
ITA,1,2011,1,b,TOT,.,13118,O,O
ITA,1,2011,2,m,0,1,28,O,O
ITA,1,2011,2,m,1,4,4,O,O
ITA,1,2011,2,m,5,5,6,O,O
ITA,1,2011,2,m,10,5,4,O,O
ITA,1,2011,2,m,15,5,16,O,O
ITA,1,2011,2,m,20,5,20,O,O
ITA,1,2011,2,m,25,5,18,O,O
ITA,1,2011,2,m,30,5,24,O,O
ITA,1,2011,2,m,35,5,45,O,O
ITA,1,2011,2,m,40,5,81,O,O
ITA,1,2011,2,m,45,5,111,O,O
ITA,1,2011,2,m,50,5,154,O,O
ITA,1,2011,2,m,55,5,215,O,O
ITA,1,2011,2,m,60,5,404,O,O
ITA,1,2011,2,m,65,5,400,O,O
ITA,1,2011,2,m,70,5,712,O,O
ITA,1,2011,2,m,75,5,935,O,O
ITA,1,2011,2,m,80,5,1196,O,O
ITA,1,2011,2,m,85,5,1176,O,O
ITA,1,2011,2,m,90,5,513,O,O
ITA,1,2011,2,m,95,5,195,O,O
ITA,1,2011,2,m,100,+,37,O,O
ITA,1,2011,2,m,TOT,.,6294,O,O
ITA,1,2011,2,f,0,1,13,O,O
ITA,1,2011,2,f,1,4,2,O,O
ITA,1,2011,2,f,5,5,5,O,O
ITA,1,2011,2,f,10,5,4,O,O
ITA,1,2011,2,f,15,5,5,O,O
ITA,1,2011,2,f,20,5,5,O,O
ITA,1,2011,2,f,25,5,4,O,O
ITA,1,2011,2,f,30,5,11,O,O
ITA,1,2011,2,f,35,5,20,O,O
ITA,1,2011,2,f,40,5,31,O,O
ITA,1,2011,2,f,45,5,65,O,O
ITA,1,2011,2,f,50,5,113,O,O
ITA,1,2011,2,f,55,5,141,O,O
ITA,1,2011,2,f,60,5,198,O,O
ITA,1,2011,2,f,65,5,259,O,O
ITA,1,2011,2,f,70,5,408,O,O
ITA,1,2011,2,f,75,5,768,O,O
ITA,1,2011,2,f,80,5,1281,O,O
ITA,1,2011,2,f,85,5,1659,O,O
ITA,1,2011,2,f,90,5,1032,O,O
ITA,1,2011,2,f,95,5,658,O,O
ITA,1,2011,2,f,100,+,128,O,O
ITA,1,2011,2,f,TOT,.,6810,O,O
ITA,1,2011,2,b,0,1,41,O,O
ITA,1,2011,2,b,1,4,6,O,O
ITA,1,2011,2,b,5,5,11,O,O
ITA,1,2011,2,b,10,5,8,O,O
ITA,1,2011,2,b,15,5,21,O,O
ITA,1,2011,2,b,20,5,25,O,O
ITA,1,2011,2,b,25,5,22,O,O
ITA,1,2011,2,b,30,5,35,O,O
ITA,1,2011,2,b,35,5,65,O,O
ITA,1,2011,2,b,40,5,112,O,O
ITA,1,2011,2,b,45,5,176,O,O
ITA,1,2011,2,b,50,5,267,O,O
ITA,1,2011,2,b,55,5,356,O,O
ITA,1,2011,2,b,60,5,602,O,O
ITA,1,2011,2,b,65,5,659,O,O
ITA,1,2011,2,b,70,5,1120,O,O
ITA,1,2011,2,b,75,5,1703,O,O
ITA,1,2011,2,b,80,5,2477,O,O
ITA,1,2011,2,b,85,5,2835,O,O
ITA,1,2011,2,b,90,5,1545,O,O
ITA,1,2011,2,b,95,5,853,O,O
ITA,1,2011,2,b,100,+,165,O,O
ITA,1,2011,2,b,TOT,.,13104,O,O
ITA,1,2011,3,m,0,1,21,O,O
ITA,1,2011,3,m,1,4,2,O,O
ITA,1,2011,3,m,5,5,3,O,O
ITA,1,2011,3,m,10,5,11,O,O
ITA,1,2011,3,m,15,5,10,O,O
ITA,1,2011,3,m,20,5,18,O,O
ITA,1,2011,3,m,25,5,16,O,O
ITA,1,2011,3,m,30,5,23,O,O
ITA,1,2011,3,m,35,5,32,O,O
ITA,1,2011,3,m,40,5,69,O,O
ITA,1,2011,3,m,45,5,82,O,O
ITA,1,2011,3,m,50,5,150,O,O
ITA,1,2011,3,m,55,5,234,O,O
ITA,1,2011,3,m,60,5,367,O,O
ITA,1,2011,3,m,65,5,445,O,O
ITA,1,2011,3,m,70,5,738,O,O
ITA,1,2011,3,m,75,5,1020,O,O
ITA,1,2011,3,m,80,5,1196,O,O
ITA,1,2011,3,m,85,5,1115,O,O
ITA,1,2011,3,m,90,5,486,O,O
ITA,1,2011,3,m,95,5,200,O,O
ITA,1,2011,3,m,100,+,21,O,O
ITA,1,2011,3,m,TOT,.,6259,O,O
ITA,1,2011,3,f,0,1,12,O,O
ITA,1,2011,3,f,1,4,4,O,O
ITA,1,2011,3,f,5,5,4,O,O
ITA,1,2011,3,f,10,5,2,O,O
ITA,1,2011,3,f,15,5,4,O,O
ITA,1,2011,3,f,20,5,10,O,O
ITA,1,2011,3,f,25,5,4,O,O
ITA,1,2011,3,f,30,5,9,O,O
ITA,1,2011,3,f,35,5,26,O,O
ITA,1,2011,3,f,40,5,34,O,O
ITA,1,2011,3,f,45,5,66,O,O
ITA,1,2011,3,f,50,5,89,O,O
ITA,1,2011,3,f,55,5,135,O,O
ITA,1,2011,3,f,60,5,219,O,O
ITA,1,2011,3,f,65,5,245,O,O
ITA,1,2011,3,f,70,5,455,O,O
ITA,1,2011,3,f,75,5,771,O,O
ITA,1,2011,3,f,80,5,1271,O,O
ITA,1,2011,3,f,85,5,1666,O,O
ITA,1,2011,3,f,90,5,999,O,O
ITA,1,2011,3,f,95,5,542,O,O
ITA,1,2011,3,f,100,+,120,O,O
ITA,1,2011,3,f,TOT,.,6687,O,O
ITA,1,2011,3,b,0,1,33,O,O
ITA,1,2011,3,b,1,4,6,O,O
ITA,1,2011,3,b,5,5,7,O,O
ITA,1,2011,3,b,10,5,13,O,O
ITA,1,2011,3,b,15,5,14,O,O
ITA,1,2011,3,b,20,5,28,O,O
ITA,1,2011,3,b,25,5,20,O,O
ITA,1,2011,3,b,30,5,32,O,O
ITA,1,2011,3,b,35,5,58,O,O
ITA,1,2011,3,b,40,5,103,O,O
ITA,1,2011,3,b,45,5,148,O,O
ITA,1,2011,3,b,50,5,239,O,O
ITA,1,2011,3,b,55,5,369,O,O
ITA,1,2011,3,b,60,5,586,O,O
ITA,1,2011,3,b,65,5,690,O,O
ITA,1,2011,3,b,70,5,1193,O,O
ITA,1,2011,3,b,75,5,1791,O,O
ITA,1,2011,3,b,80,5,2467,O,O
ITA,1,2011,3,b,85,5,2781,O,O
ITA,1,2011,3,b,90,5,1485,O,O
ITA,1,2011,3,b,95,5,742,O,O
ITA,1,2011,3,b,100,+,141,O,O
ITA,1,2011,3,b,TOT,.,12946,O,O
ITA,1,2011,4,m,0,1,13,O,O
ITA,1,2011,4,m,1,4,3,O,O
ITA,1,2011,4,m,5,5,2,O,O
ITA,1,2011,4,m,10,5,2,O,O
ITA,1,2011,4,m,15,5,7,O,O
ITA,1,2011,4,m,20,5,22,O,O
ITA,1,2011,4,m,25,5,19,O,O
ITA,1,2011,4,m,30,5,27,O,O
ITA,1,2011,4,m,35,5,35,O,O
ITA,1,2011,4,m,40,5,56,O,O
ITA,1,2011,4,m,45,5,121,O,O
ITA,1,2011,4,m,50,5,171,O,O
ITA,1,2011,4,m,55,5,208,O,O
ITA,1,2011,4,m,60,5,388,O,O
ITA,1,2011,4,m,65,5,447,O,O
ITA,1,2011,4,m,70,5,709,O,O
ITA,1,2011,4,m,75,5,968,O,O
ITA,1,2011,4,m,80,5,1222,O,O
ITA,1,2011,4,m,85,5,1158,O,O
ITA,1,2011,4,m,90,5,506,O,O
ITA,1,2011,4,m,95,5,189,O,O
ITA,1,2011,4,m,100,+,30,O,O
ITA,1,2011,4,m,TOT,.,6303,O,O
ITA,1,2011,4,f,0,1,18,O,O
ITA,1,2011,4,f,1,4,7,O,O
ITA,1,2011,4,f,5,5,4,O,O
ITA,1,2011,4,f,10,5,0,O,O
ITA,1,2011,4,f,15,5,2,O,O
ITA,1,2011,4,f,20,5,5,O,O
ITA,1,2011,4,f,25,5,10,O,O
ITA,1,2011,4,f,30,5,15,O,O
ITA,1,2011,4,f,35,5,21,O,O
ITA,1,2011,4,f,40,5,33,O,O
ITA,1,2011,4,f,45,5,80,O,O
ITA,1,2011,4,f,50,5,97,O,O
ITA,1,2011,4,f,55,5,95,O,O
ITA,1,2011,4,f,60,5,178,O,O
ITA,1,2011,4,f,65,5,251,O,O
ITA,1,2011,4,f,70,5,444,O,O
ITA,1,2011,4,f,75,5,741,O,O
ITA,1,2011,4,f,80,5,1240,O,O
ITA,1,2011,4,f,85,5,1749,O,O
ITA,1,2011,4,f,90,5,1069,O,O
ITA,1,2011,4,f,95,5,629,O,O
ITA,1,2011,4,f,100,+,120,O,O
ITA,1,2011,4,f,TOT,.,6808,O,O
ITA,1,2011,4,b,0,1,31,O,O
ITA,1,2011,4,b,1,4,10,O,O
ITA,1,2011,4,b,5,5,6,O,O
ITA,1,2011,4,b,10,5,2,O,O
ITA,1,2011,4,b,15,5,9,O,O
ITA,1,2011,4,b,20,5,27,O,O
ITA,1,2011,4,b,25,5,29,O,O
ITA,1,2011,4,b,30,5,42,O,O
ITA,1,2011,4,b,35,5,56,O,O
ITA,1,2011,4,b,40,5,89,O,O
ITA,1,2011,4,b,45,5,201,O,O
ITA,1,2011,4,b,50,5,268,O,O
ITA,1,2011,4,b,55,5,303,O,O
ITA,1,2011,4,b,60,5,566,O,O
ITA,1,2011,4,b,65,5,698,O,O
ITA,1,2011,4,b,70,5,1153,O,O
ITA,1,2011,4,b,75,5,1709,O,O
ITA,1,2011,4,b,80,5,2462,O,O
ITA,1,2011,4,b,85,5,2907,O,O
ITA,1,2011,4,b,90,5,1575,O,O
ITA,1,2011,4,b,95,5,818,O,O
ITA,1,2011,4,b,100,+,150,O,O
ITA,1,2011,4,b,TOT,.,13111,O,O
ITA,1,2011,5,m,0,1,19,O,O
