PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
GBRTENW,1,2010,1,m,0,1,25,R,O
GBRTENW,1,2010,1,m,1,14,9,R,O
GBRTENW,1,2010,1,m,15,30,184,R,O
GBRTENW,1,2010,1,m,45,20,894,R,O
GBRTENW,1,2010,1,m,65,10,1214,R,O
GBRTENW,1,2010,1,m,75,10,2004,R,O
GBRTENW,1,2010,1,m,85,+,1683,R,O
GBRTENW,1,2010,1,m,TOT,.,6013,R,O
GBRTENW,1,2010,1,f,0,1,36,R,O
GBRTENW,1,2010,1,f,1,14,15,R,O
GBRTENW,1,2010,1,f,15,30,115,R,O
GBRTENW,1,2010,1,f,45,20,676,R,O
GBRTENW,1,2010,1,f,65,10,835,R,O
GBRTENW,1,2010,1,f,75,10,1948,R,O
GBRTENW,1,2010,1,f,85,+,3329,R,O
GBRTENW,1,2010,1,f,TOT,.,6954,R,O
GBRTENW,1,2010,1,b,0,1,61,R,O
GBRTENW,1,2010,1,b,1,14,24,R,O
GBRTENW,1,2010,1,b,15,30,299,R,O
GBRTENW,1,2010,1,b,45,20,1570,R,O
GBRTENW,1,2010,1,b,65,10,2049,R,O
GBRTENW,1,2010,1,b,75,10,3952,R,O
GBRTENW,1,2010,1,b,85,+,5012,R,O
GBRTENW,1,2010,1,b,TOT,.,12967,R,O
GBRTENW,1,2010,2,m,0,1,40,R,O
GBRTENW,1,2010,2,m,1,14,17,R,O
GBRTENW,1,2010,2,m,15,30,214,R,O
GBRTENW,1,2010,2,m,45,20,895,R,O
GBRTENW,1,2010,2,m,65,10,1082,R,O
GBRTENW,1,2010,2,m,75,10,1925,R,O
GBRTENW,1,2010,2,m,85,+,1719,R,O
GBRTENW,1,2010,2,m,TOT,.,5892,R,O
GBRTENW,1,2010,2,f,0,1,29,R,O
GBRTENW,1,2010,2,f,1,14,12,R,O
GBRTENW,1,2010,2,f,15,30,117,R,O
GBRTENW,1,2010,2,f,45,20,570,R,O
GBRTENW,1,2010,2,f,65,10,778,R,O
GBRTENW,1,2010,2,f,75,10,1958,R,O
GBRTENW,1,2010,2,f,85,+,3183,R,O
GBRTENW,1,2010,2,f,TOT,.,6647,R,O
GBRTENW,1,2010,2,b,0,1,69,R,O
GBRTENW,1,2010,2,b,1,14,29,R,O
GBRTENW,1,2010,2,b,15,30,331,R,O
GBRTENW,1,2010,2,b,45,20,1465,R,O
GBRTENW,1,2010,2,b,65,10,1860,R,O
GBRTENW,1,2010,2,b,75,10,3883,R,O
GBRTENW,1,2010,2,b,85,+,4902,R,O
GBRTENW,1,2010,2,b,TOT,.,12539,R,O
GBRTENW,1,2010,3,m,0,1,35,R,O
GBRTENW,1,2010,3,m,1,14,9,R,O
GBRTENW,1,2010,3,m,15,30,219,R,O
GBRTENW,1,2010,3,m,45,20,826,R,O
GBRTENW,1,2010,3,m,65,10,1045,R,O
GBRTENW,1,2010,3,m,75,10,1755,R,O
GBRTENW,1,2010,3,m,85,+,1609,R,O
GBRTENW,1,2010,3,m,TOT,.,5498,R,O
GBRTENW,1,2010,3,f,0,1,31,R,O
GBRTENW,1,2010,3,f,1,14,9,R,O
GBRTENW,1,2010,3,f,15,30,128,R,O
GBRTENW,1,2010,3,f,45,20,566,R,O
GBRTENW,1,2010,3,f,65,10,736,R,O
GBRTENW,1,2010,3,f,75,10,1746,R,O
GBRTENW,1,2010,3,f,85,+,3045,R,O
GBRTENW,1,2010,3,f,TOT,.,6261,R,O
GBRTENW,1,2010,3,b,0,1,66,R,O
GBRTENW,1,2010,3,b,1,14,18,R,O
GBRTENW,1,2010,3,b,15,30,347,R,O
GBRTENW,1,2010,3,b,45,20,1392,R,O
GBRTENW,1,2010,3,b,65,10,1781,R,O
GBRTENW,1,2010,3,b,75,10,3501,R,O
GBRTENW,1,2010,3,b,85,+,4654,R,O
GBRTENW,1,2010,3,b,TOT,.,11759,R,O
GBRTENW,1,2010,4,m,0,1,39,R,O
GBRTENW,1,2010,4,m,1,14,9,R,O
GBRTENW,1,2010,4,m,15,30,222,R,O
