PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
NLD,1,1995,1,m,0,65,283,O,O
NLD,1,1995,1,m,65,15,546,O,O
NLD,1,1995,1,m,80,+,496,O,O
NLD,1,1995,1,m,TOT,+,1325,O,O
NLD,1,1995,1,f,0,65,193,O,O
NLD,1,1995,1,f,65,15,355,O,O
NLD,1,1995,1,f,80,+,846,O,O
NLD,1,1995,1,f,TOT,+,1394,O,O
NLD,1,1995,1,b,0,65,476,O,O
NLD,1,1995,1,b,65,15,901,O,O
NLD,1,1995,1,b,80,+,1342,O,O
NLD,1,1995,1,b,TOT,+,2719,O,O
NLD,1,1995,2,m,0,65,305,O,O
NLD,1,1995,2,m,65,15,570,O,O
NLD,1,1995,2,m,80,+,518,O,O
NLD,1,1995,2,m,TOT,+,1393,O,O
NLD,1,1995,2,f,0,65,206,O,O
NLD,1,1995,2,f,65,15,385,O,O
NLD,1,1995,2,f,80,+,839,O,O
NLD,1,1995,2,f,TOT,+,1430,O,O
NLD,1,1995,2,b,0,65,511,O,O
NLD,1,1995,2,b,65,15,955,O,O
NLD,1,1995,2,b,80,+,1357,O,O
NLD,1,1995,2,b,TOT,+,2823,O,O
NLD,1,1995,3,m,0,65,282,O,O
NLD,1,1995,3,m,65,15,540,O,O
NLD,1,1995,3,m,80,+,457,O,O
NLD,1,1995,3,m,TOT,+,1279,O,O
NLD,1,1995,3,f,0,65,191,O,O
NLD,1,1995,3,f,65,15,348,O,O
NLD,1,1995,3,f,80,+,791,O,O
NLD,1,1995,3,f,TOT,+,1330,O,O
NLD,1,1995,3,b,0,65,473,O,O
NLD,1,1995,3,b,65,15,888,O,O
NLD,1,1995,3,b,80,+,1248,O,O
NLD,1,1995,3,b,TOT,+,2609,O,O
NLD,1,1995,4,m,0,65,334,O,O
NLD,1,1995,4,m,65,15,543,O,O
NLD,1,1995,4,m,80,+,489,O,O
NLD,1,1995,4,m,TOT,+,1366,O,O
NLD,1,1995,4,f,0,65,179,O,O
NLD,1,1995,4,f,65,15,337,O,O
NLD,1,1995,4,f,80,+,782,O,O
NLD,1,1995,4,f,TOT,+,1298,O,O
NLD,1,1995,4,b,0,65,513,O,O
NLD,1,1995,4,b,65,15,880,O,O
NLD,1,1995,4,b,80,+,1271,O,O
NLD,1,1995,4,b,TOT,+,2664,O,O
NLD,1,1995,5,m,0,65,316,O,O
NLD,1,1995,5,m,65,15,539,O,O
NLD,1,1995,5,m,80,+,486,O,O
NLD,1,1995,5,m,TOT,+,1341,O,O
NLD,1,1995,5,f,0,65,168,O,O
NLD,1,1995,5,f,65,15,335,O,O
NLD,1,1995,5,f,80,+,733,O,O
NLD,1,1995,5,f,TOT,+,1236,O,O
NLD,1,1995,5,b,0,65,484,O,O
NLD,1,1995,5,b,65,15,874,O,O
NLD,1,1995,5,b,80,+,1219,O,O
NLD,1,1995,5,b,TOT,+,2577,O,O
NLD,1,1995,6,m,0,65,294,O,O
NLD,1,1995,6,m,65,15,506,O,O
NLD,1,1995,6,m,80,+,448,O,O
NLD,1,1995,6,m,TOT,+,1248,O,O
NLD,1,1995,6,f,0,65,170,O,O
NLD,1,1995,6,f,65,15,373,O,O
NLD,1,1995,6,f,80,+,745,O,O
NLD,1,1995,6,f,TOT,+,1288,O,O
NLD,1,1995,6,b,0,65,464,O,O
NLD,1,1995,6,b,65,15,879,O,O
NLD,1,1995,6,b,80,+,1193,O,O
NLD,1,1995,6,b,TOT,+,2536,O,O
NLD,1,1995,7,m,0,65,308,O,O
NLD,1,1995,7,m,65,15,556,O,O
NLD,1,1995,7,m,80,+,436,O,O
NLD,1,1995,7,m,TOT,+,1300,O,O
NLD,1,1995,7,f,0,65,195,O,O
NLD,1,1995,7,f,65,15,332,O,O
NLD,1,1995,7,f,80,+,724,O,O
NLD,1,1995,7,f,TOT,+,1251,O,O
NLD,1,1995,7,b,0,65,503,O,O
NLD,1,1995,7,b,65,15,888,O,O
NLD,1,1995,7,b,80,+,1160,O,O
NLD,1,1995,7,b,TOT,+,2551,O,O
NLD,1,1995,8,m,0,65,310,O,O
NLD,1,1995,8,m,65,15,520,O,O
