PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
EST,1,2000,1,m,0,5,0,O,O
EST,1,2000,1,m,5,5,0,O,O
EST,1,2000,1,m,10,5,0,O,O
EST,1,2000,1,m,15,5,1,O,O
EST,1,2000,1,m,20,5,1,O,O
EST,1,2000,1,m,25,5,4,O,O
EST,1,2000,1,m,30,5,2,O,O
EST,1,2000,1,m,35,5,4,O,O
EST,1,2000,1,m,40,5,6,O,O
EST,1,2000,1,m,45,5,12,O,O
EST,1,2000,1,m,50,5,13,O,O
EST,1,2000,1,m,55,5,17,O,O
EST,1,2000,1,m,60,5,29,O,O
EST,1,2000,1,m,65,5,24,O,O
EST,1,2000,1,m,70,5,33,O,O
EST,1,2000,1,m,75,5,17,O,O
EST,1,2000,1,m,80,5,16,O,O
EST,1,2000,1,m,85,5,13,O,O
EST,1,2000,1,m,90,+,3,O,O
EST,1,2000,1,m,TOT,.,200,O,O
EST,1,2000,1,m,UNK,.,5,O,O
EST,1,2000,1,f,0,5,0,O,O
EST,1,2000,1,f,5,5,0,O,O
EST,1,2000,1,f,10,5,0,O,O
EST,1,2000,1,f,15,5,0,O,O
EST,1,2000,1,f,20,5,0,O,O
EST,1,2000,1,f,25,5,1,O,O
EST,1,2000,1,f,30,5,2,O,O
EST,1,2000,1,f,35,5,1,O,O
EST,1,2000,1,f,40,5,2,O,O
EST,1,2000,1,f,45,5,3,O,O
EST,1,2000,1,f,50,5,4,O,O
EST,1,2000,1,f,55,5,7,O,O
EST,1,2000,1,f,60,5,9,O,O
EST,1,2000,1,f,65,5,18,O,O
EST,1,2000,1,f,70,5,32,O,O
EST,1,2000,1,f,75,5,37,O,O
EST,1,2000,1,f,80,5,32,O,O
EST,1,2000,1,f,85,5,35,O,O
EST,1,2000,1,f,90,+,27,O,O
EST,1,2000,1,f,TOT,.,210,O,O
EST,1,2000,1,f,UNK,.,0,O,O
EST,1,2000,1,b,0,5,0,O,O
EST,1,2000,1,b,5,5,0,O,O
EST,1,2000,1,b,10,5,0,O,O
EST,1,2000,1,b,15,5,1,O,O
EST,1,2000,1,b,20,5,1,O,O
EST,1,2000,1,b,25,5,5,O,O
EST,1,2000,1,b,30,5,4,O,O
EST,1,2000,1,b,35,5,5,O,O
EST,1,2000,1,b,40,5,8,O,O
EST,1,2000,1,b,45,5,15,O,O
EST,1,2000,1,b,50,5,17,O,O
EST,1,2000,1,b,55,5,24,O,O
EST,1,2000,1,b,60,5,38,O,O
EST,1,2000,1,b,65,5,42,O,O
EST,1,2000,1,b,70,5,65,O,O
EST,1,2000,1,b,75,5,54,O,O
EST,1,2000,1,b,80,5,48,O,O
EST,1,2000,1,b,85,5,48,O,O
EST,1,2000,1,b,90,+,30,O,O
EST,1,2000,1,b,TOT,.,410,O,O
EST,1,2000,1,b,UNK,.,5,O,O
EST,1,2000,2,m,0,5,4,O,O
EST,1,2000,2,m,5,5,1,O,O
EST,1,2000,2,m,10,5,0,O,O
EST,1,2000,2,m,15,5,2,O,O
EST,1,2000,2,m,20,5,2,O,O
EST,1,2000,2,m,25,5,1,O,O
EST,1,2000,2,m,30,5,4,O,O
EST,1,2000,2,m,35,5,4,O,O
EST,1,2000,2,m,40,5,14,O,O
EST,1,2000,2,m,45,5,11,O,O
EST,1,2000,2,m,50,5,12,O,O
EST,1,2000,2,m,55,5,12,O,O
EST,1,2000,2,m,60,5,26,O,O
EST,1,2000,2,m,65,5,29,O,O
EST,1,2000,2,m,70,5,29,O,O
EST,1,2000,2,m,75,5,21,O,O
EST,1,2000,2,m,80,5,11,O,O
EST,1,2000,2,m,85,5,11,O,O
EST,1,2000,2,m,90,+,7,O,O
EST,1,2000,2,m,TOT,.,208,O,O
EST,1,2000,2,m,UNK,.,7,O,O
EST,1,2000,2,f,0,5,1,O,O
EST,1,2000,2,f,5,5,0,O,O
EST,1,2000,2,f,10,5,0,O,O
EST,1,2000,2,f,15,5,0,O,O
EST,1,2000,2,f,20,5,0,O,O
EST,1,2000,2,f,25,5,1,O,O
EST,1,2000,2,f,30,5,2,O,O
EST,1,2000,2,f,35,5,2,O,O
EST,1,2000,2,f,40,5,3,O,O
EST,1,2000,2,f,45,5,7,O,O
EST,1,2000,2,f,50,5,7,O,O
EST,1,2000,2,f,55,5,4,O,O
EST,1,2000,2,f,60,5,13,O,O
EST,1,2000,2,f,65,5,19,O,O
EST,1,2000,2,f,70,5,20,O,O
EST,1,2000,2,f,75,5,35,O,O
EST,1,2000,2,f,80,5,32,O,O
EST,1,2000,2,f,85,5,35,O,O
EST,1,2000,2,f,90,+,29,O,O
EST,1,2000,2,f,TOT,.,210,O,O
EST,1,2000,2,f,UNK,.,0,O,O
EST,1,2000,2,b,0,5,5,O,O
EST,1,2000,2,b,5,5,1,O,O
EST,1,2000,2,b,10,5,0,O,O
