country,region,start_date,end_date,population,total_deaths
Germany,Germany,16/02/2016,16/02/2016,83149300,2506
Germany,Germany,17/02/2016,17/02/2016,83149300,2671
Germany,Germany,18/02/2016,18/02/2016,83149300,2673
Germany,Germany,19/02/2016,19/02/2016,83149300,2730
Germany,Germany,20/02/2016,20/02/2016,83149300,2661
Germany,Germany,21/02/2016,21/02/2016,83149300,2599
Germany,Germany,22/02/2016,22/02/2016,83149300,2706
Germany,Germany,23/02/2016,23/02/2016,83149300,2684
Germany,Germany,24/02/2016,24/02/2016,83149300,2618
Germany,Germany,25/02/2016,25/02/2016,83149300,2658
Germany,Germany,26/02/2016,26/02/2016,83149300,2703
Germany,Germany,27/02/2016,27/02/2016,83149300,2585
Germany,Germany,28/02/2016,28/02/2016,83149300,2521
Germany,Germany,29/02/2016,29/02/2016,83149300,2627
Germany,Germany,01/03/2016,01/03/2016,83149300,2693
Germany,Germany,02/03/2016,02/03/2016,83149300,2794
Germany,Germany,03/03/2016,03/03/2016,83149300,2730
Germany,Germany,04/03/2016,04/03/2016,83149300,2803
Germany,Germany,05/03/2016,05/03/2016,83149300,2655
Germany,Germany,06/03/2016,06/03/2016,83149300,2625
Germany,Germany,07/03/2016,07/03/2016,83149300,2690
Germany,Germany,08/03/2016,08/03/2016,83149300,2754
Germany,Germany,09/03/2016,09/03/2016,83149300,2769
Germany,Germany,10/03/2016,10/03/2016,83149300,2682
Germany,Germany,11/03/2016,11/03/2016,83149300,2714
Germany,Germany,12/03/2016,12/03/2016,83149300,2613
Germany,Germany,13/03/2016,13/03/2016,83149300,2666
Germany,Germany,14/03/2016,14/03/2016,83149300,2727
Germany,Germany,15/03/2016,15/03/2016,83149300,2715
Germany,Germany,16/03/2016,16/03/2016,83149300,2686
Germany,Germany,17/03/2016,17/03/2016,83149300,2813
Germany,Germany,18/03/2016,18/03/2016,83149300,2711
Germany,Germany,19/03/2016,19/03/2016,83149300,2691
Germany,Germany,20/03/2016,20/03/2016,83149300,2628
Germany,Germany,21/03/2016,21/03/2016,83149300,2788
Germany,Germany,22/03/2016,22/03/2016,83149300,2748
Germany,Germany,23/03/2016,23/03/2016,83149300,2811
Germany,Germany,24/03/2016,24/03/2016,83149300,2660
Germany,Germany,25/03/2016,25/03/2016,83149300,2676
Germany,Germany,26/03/2016,26/03/2016,83149300,2656
Germany,Germany,27/03/2016,27/03/2016,83149300,2487
Germany,Germany,28/03/2016,28/03/2016,83149300,2551
Germany,Germany,29/03/2016,29/03/2016,83149300,2757
Germany,Germany,30/03/2016,30/03/2016,83149300,2668
Germany,Germany,31/03/2016,31/03/2016,83149300,2708
Germany,Germany,01/04/2016,01/04/2016,83149300,2675
Germany,Germany,02/04/2016,02/04/2016,83149300,2637
Germany,Germany,03/04/2016,03/04/2016,83149300,2621
Germany,Germany,04/04/2016,04/04/2016,83149300,2695
Germany,Germany,05/04/2016,05/04/2016,83149300,2707
Germany,Germany,06/04/2016,06/04/2016,83149300,2650
Germany,Germany,07/04/2016,07/04/2016,83149300,2584
Germany,Germany,08/04/2016,08/04/2016,83149300,2653
Germany,Germany,09/04/2016,09/04/2016,83149300,2533
Germany,Germany,10/04/2016,10/04/2016,83149300,2423
Germany,Germany,11/04/2016,11/04/2016,83149300,2546
Germany,Germany,12/04/2016,12/04/2016,83149300,2618
Germany,Germany,13/04/2016,13/04/2016,83149300,2621
Germany,Germany,14/04/2016,14/04/2016,83149300,2518
Germany,Germany,15/04/2016,15/04/2016,83149300,2544
Germany,Germany,16/04/2016,16/04/2016,83149300,2471
Germany,Germany,17/04/2016,17/04/2016,83149300,2394
Germany,Germany,18/04/2016,18/04/2016,83149300,2370
Germany,Germany,19/04/2016,19/04/2016,83149300,2351
Germany,Germany,20/04/2016,20/04/2016,83149300,2425
Germany,Germany,21/04/2016,21/04/2016,83149300,2422
Germany,Germany,22/04/2016,22/04/2016,83149300,2466
Germany,Germany,23/04/2016,23/04/2016,83149300,2428
Germany,Germany,24/04/2016,24/04/2016,83149300,2313
Germany,Germany,25/04/2016,25/04/2016,83149300,2423
Germany,Germany,26/04/2016,26/04/2016,83149300,2437
Germany,Germany,27/04/2016,27/04/2016,83149300,2502
Germany,Germany,28/04/2016,28/04/2016,83149300,2413
Germany,Germany,29/04/2016,29/04/2016,83149300,2379
Germany,Germany,30/04/2016,30/04/2016,83149300,2497
Germany,Germany,01/05/2016,01/05/2016,83149300,2402
Germany,Germany,02/05/2016,02/05/2016,83149300,2491
Germany,Germany,03/05/2016,03/05/2016,83149300,2396
Germany,Germany,04/05/2016,04/05/2016,83149300,2413
Germany,Germany,05/05/2016,05/05/2016,83149300,2226
Germany,Germany,06/05/2016,06/05/2016,83149300,2505
Germany,Germany,07/05/2016,07/05/2016,83149300,2503
Germany,Germany,08/05/2016,08/05/2016,83149300,2367
Germany,Germany,09/05/2016,09/05/2016,83149300,2552
Germany,Germany,10/05/2016,10/05/2016,83149300,2648
Germany,Germany,11/05/2016,11/05/2016,83149300,2600
Germany,Germany,12/05/2016,12/05/2016,83149300,2573
Germany,Germany,13/05/2016,13/05/2016,83149300,2562
Germany,Germany,14/05/2016,14/05/2016,83149300,2399
Germany,Germany,15/05/2016,15/05/2016,83149300,2295
Germany,Germany,16/05/2016,16/05/2016,83149300,2278
Germany,Germany,17/05/2016,17/05/2016,83149300,2340
Germany,Germany,18/05/2016,18/05/2016,83149300,2332
Germany,Germany,19/05/2016,19/05/2016,83149300,2442
Germany,Germany,20/05/2016,20/05/2016,83149300,2410
Germany,Germany,21/05/2016,21/05/2016,83149300,2401
Germany,Germany,22/05/2016,22/05/2016,83149300,2398
Germany,Germany,23/05/2016,23/05/2016,83149300,2407
Germany,Germany,24/05/2016,24/05/2016,83149300,2344
Germany,Germany,25/05/2016,25/05/2016,83149300,2402
Germany,Germany,26/05/2016,26/05/2016,83149300,2194
Germany,Germany,27/05/2016,27/05/2016,83149300,2346
Germany,Germany,28/05/2016,28/05/2016,83149300,2309
Germany,Germany,29/05/2016,29/05/2016,83149300,2284
Germany,Germany,30/05/2016,30/05/2016,83149300,2361
Germany,Germany,31/05/2016,31/05/2016,83149300,2345
Germany,Germany,01/06/2016,01/06/2016,83149300,2369
Germany,Germany,02/06/2016,02/06/2016,83149300,2416
Germany,Germany,03/06/2016,03/06/2016,83149300,2349
Germany,Germany,04/06/2016,04/06/2016,83149300,2338
Germany,Germany,05/06/2016,05/06/2016,83149300,2168
Germany,Germany,06/06/2016,06/06/2016,83149300,2378
Germany,Germany,07/06/2016,07/06/2016,83149300,2334
Germany,Germany,08/06/2016,08/06/2016,83149300,2355
Germany,Germany,09/06/2016,09/06/2016,83149300,2177
Germany,Germany,10/06/2016,10/06/2016,83149300,2265
Germany,Germany,11/06/2016,11/06/2016,83149300,2121
Germany,Germany,12/06/2016,12/06/2016,83149300,2169
Germany,Germany,13/06/2016,13/06/2016,83149300,2293
Germany,Germany,14/06/2016,14/06/2016,83149300,2288
Germany,Germany,15/06/2016,15/06/2016,83149300,2259
Germany,Germany,16/06/2016,16/06/2016,83149300,2370
Germany,Germany,17/06/2016,17/06/2016,83149300,2208
Germany,Germany,18/06/2016,18/06/2016,83149300,2186
Germany,Germany,19/06/2016,19/06/2016,83149300,2113
Germany,Germany,20/06/2016,20/06/2016,83149300,2314
Germany,Germany,21/06/2016,21/06/2016,83149300,2346
Germany,Germany,22/06/2016,22/06/2016,83149300,2506
Germany,Germany,23/06/2016,23/06/2016,83149300,2475
Germany,Germany,24/06/2016,24/06/2016,83149300,2712
Germany,Germany,25/06/2016,25/06/2016,83149300,2492
Germany,Germany,26/06/2016,26/06/2016,83149300,2065
Germany,Germany,27/06/2016,27/06/2016,83149300,2191
Germany,Germany,28/06/2016,28/06/2016,83149300,2302
Germany,Germany,29/06/2016,29/06/2016,83149300,2348
Germany,Germany,30/06/2016,30/06/2016,83149300,2279
Germany,Germany,01/07/2016,01/07/2016,83149300,2431
Germany,Germany,02/07/2016,02/07/2016,83149300,2145
Germany,Germany,03/07/2016,03/07/2016,83149300,2003
Germany,Germany,04/07/2016,04/07/2016,83149300,2298
Germany,Germany,05/07/2016,05/07/2016,83149300,2368
Germany,Germany,06/07/2016,06/07/2016,83149300,2231
Germany,Germany,07/07/2016,07/07/2016,83149300,2261
Germany,Germany,08/07/2016,08/07/2016,83149300,2455
Germany,Germany,09/07/2016,09/07/2016,83149300,2284
Germany,Germany,10/07/2016,10/07/2016,83149300,2332
Germany,Germany,11/07/2016,11/07/2016,83149300,2559
Germany,Germany,12/07/2016,12/07/2016,83149300,2435
Germany,Germany,13/07/2016,13/07/2016,83149300,2313
Germany,Germany,14/07/2016,14/07/2016,83149300,2216
Germany,Germany,15/07/2016,15/07/2016,83149300,2139
Germany,Germany,16/07/2016,16/07/2016,83149300,2225
Germany,Germany,17/07/2016,17/07/2016,83149300,2285
Germany,Germany,18/07/2016,18/07/2016,83149300,2294
Germany,Germany,19/07/2016,19/07/2016,83149300,2316
Germany,Germany,20/07/2016,20/07/2016,83149300,2441
Germany,Germany,21/07/2016,21/07/2016,83149300,2593
Germany,Germany,22/07/2016,22/07/2016,83149300,2659
Germany,Germany,23/07/2016,23/07/2016,83149300,2366
Germany,Germany,24/07/2016,24/07/2016,83149300,2316
Germany,Germany,25/07/2016,25/07/2016,83149300,2449
Germany,Germany,26/07/2016,26/07/2016,83149300,2345
Germany,Germany,27/07/2016,27/07/2016,83149300,2267
Germany,Germany,28/07/2016,28/07/2016,83149300,2313
Germany,Germany,29/07/2016,29/07/2016,83149300,2311
Germany,Germany,30/07/2016,30/07/2016,83149300,2250
Germany,Germany,31/07/2016,31/07/2016,83149300,2222
Germany,Germany,01/08/2016,01/08/2016,83149300,2197
Germany,Germany,02/08/2016,02/08/2016,83149300,2216
Germany,Germany,03/08/2016,03/08/2016,83149300,2305
Germany,Germany,04/08/2016,04/08/2016,83149300,2269
Germany,Germany,05/08/2016,05/08/2016,83149300,2202
Germany,Germany,06/08/2016,06/08/2016,83149300,2149
Germany,Germany,07/08/2016,07/08/2016,83149300,2101
Germany,Germany,08/08/2016,08/08/2016,83149300,2307
Germany,Germany,09/08/2016,09/08/2016,83149300,2134
Germany,Germany,10/08/2016,10/08/2016,83149300,2191
Germany,Germany,11/08/2016,11/08/2016,83149300,2107
Germany,Germany,12/08/2016,12/08/2016,83149300,2229
Germany,Germany,13/08/2016,13/08/2016,83149300,2327
Germany,Germany,14/08/2016,14/08/2016,83149300,2192
Germany,Germany,15/08/2016,15/08/2016,83149300,2394
Germany,Germany,16/08/2016,16/08/2016,83149300,2238
Germany,Germany,17/08/2016,17/08/2016,83149300,2375
Germany,Germany,18/08/2016,18/08/2016,83149300,2366
Germany,Germany,19/08/2016,19/08/2016,83149300,2324
Germany,Germany,20/08/2016,20/08/2016,83149300,2319
Germany,Germany,21/08/2016,21/08/2016,83149300,2242
Germany,Germany,22/08/2016,22/08/2016,83149300,2321
Germany,Germany,23/08/2016,23/08/2016,83149300,2330
Germany,Germany,24/08/2016,24/08/2016,83149300,2479
Germany,Germany,25/08/2016,25/08/2016,83149300,2479
Germany,Germany,26/08/2016,26/08/2016,83149300,2511
Germany,Germany,27/08/2016,27/08/2016,83149300,2487
Germany,Germany,28/08/2016,28/08/2016,83149300,2540
Germany,Germany,29/08/2016,29/08/2016,83149300,2441
Germany,Germany,30/08/2016,30/08/2016,83149300,2254
Germany,Germany,31/08/2016,31/08/2016,83149300,2269
Germany,Germany,01/09/2016,01/09/2016,83149300,2419
Germany,Germany,02/09/2016,02/09/2016,83149300,2294
Germany,Germany,03/09/2016,03/09/2016,83149300,2217
Germany,Germany,04/09/2016,04/09/2016,83149300,2207
Germany,Germany,05/09/2016,05/09/2016,83149300,2214
Germany,Germany,06/09/2016,06/09/2016,83149300,2299
Germany,Germany,07/09/2016,07/09/2016,83149300,2283
Germany,Germany,08/09/2016,08/09/2016,83149300,2398
Germany,Germany,09/09/2016,09/09/2016,83149300,2432
Germany,Germany,10/09/2016,10/09/2016,83149300,2229
Germany,Germany,11/09/2016,11/09/2016,83149300,2261
Germany,Germany,12/09/2016,12/09/2016,83149300,2337
Germany,Germany,13/09/2016,13/09/2016,83149300,2440
Germany,Germany,14/09/2016,14/09/2016,83149300,2435
Germany,Germany,15/09/2016,15/09/2016,83149300,2421
Germany,Germany,16/09/2016,16/09/2016,83149300,2367
Germany,Germany,17/09/2016,17/09/2016,83149300,2262
Germany,Germany,18/09/2016,18/09/2016,83149300,2110
Germany,Germany,19/09/2016,19/09/2016,83149300,2221
Germany,Germany,20/09/2016,20/09/2016,83149300,2234
Germany,Germany,21/09/2016,21/09/2016,83149300,2251
Germany,Germany,22/09/2016,22/09/2016,83149300,2185
Germany,Germany,23/09/2016,23/09/2016,83149300,2230
Germany,Germany,24/09/2016,24/09/2016,83149300,2301
Germany,Germany,25/09/2016,25/09/2016,83149300,2184
Germany,Germany,26/09/2016,26/09/2016,83149300,2328
Germany,Germany,27/09/2016,27/09/2016,83149300,2363
Germany,Germany,28/09/2016,28/09/2016,83149300,2266
Germany,Germany,29/09/2016,29/09/2016,83149300,2378
Germany,Germany,30/09/2016,30/09/2016,83149300,2471
Germany,Germany,01/10/2016,01/10/2016,83149300,2259
Germany,Germany,02/10/2016,02/10/2016,83149300,2271
Germany,Germany,03/10/2016,03/10/2016,83149300,2219
Germany,Germany,04/10/2016,04/10/2016,83149300,2307
Germany,Germany,05/10/2016,05/10/2016,83149300,2294
Germany,Germany,06/10/2016,06/10/2016,83149300,2429
Germany,Germany,07/10/2016,07/10/2016,83149300,2368
Germany,Germany,08/10/2016,08/10/2016,83149300,2443
Germany,Germany,09/10/2016,09/10/2016,83149300,2292
Germany,Germany,10/10/2016,10/10/2016,83149300,2403
Germany,Germany,11/10/2016,11/10/2016,83149300,2415
Germany,Germany,12/10/2016,12/10/2016,83149300,2447
Germany,Germany,13/10/2016,13/10/2016,83149300,2479
Germany,Germany,14/10/2016,14/10/2016,83149300,2593
Germany,Germany,15/10/2016,15/10/2016,83149300,2619
Germany,Germany,16/10/2016,16/10/2016,83149300,2471
Germany,Germany,17/10/2016,17/10/2016,83149300,2531
Germany,Germany,18/10/2016,18/10/2016,83149300,2604
Germany,Germany,19/10/2016,19/10/2016,83149300,2561
Germany,Germany,20/10/2016,20/10/2016,83149300,2501
Germany,Germany,21/10/2016,21/10/2016,83149300,2566
Germany,Germany,22/10/2016,22/10/2016,83149300,2406
Germany,Germany,23/10/2016,23/10/2016,83149300,2430
Germany,Germany,24/10/2016,24/10/2016,83149300,2588
Germany,Germany,25/10/2016,25/10/2016,83149300,2475
Germany,Germany,26/10/2016,26/10/2016,83149300,2556
Germany,Germany,27/10/2016,27/10/2016,83149300,2446
Germany,Germany,28/10/2016,28/10/2016,83149300,2596
Germany,Germany,29/10/2016,29/10/2016,83149300,2476
Germany,Germany,30/10/2016,30/10/2016,83149300,2449
Germany,Germany,31/10/2016,31/10/2016,83149300,2507
Germany,Germany,01/11/2016,01/11/2016,83149300,2523
Germany,Germany,02/11/2016,02/11/2016,83149300,2553
Germany,Germany,03/11/2016,03/11/2016,83149300,2462
Germany,Germany,04/11/2016,04/11/2016,83149300,2545
Germany,Germany,05/11/2016,05/11/2016,83149300,2581
Germany,Germany,06/11/2016,06/11/2016,83149300,2409
Germany,Germany,07/11/2016,07/11/2016,83149300,2525
Germany,Germany,08/11/2016,08/11/2016,83149300,2522
Germany,Germany,09/11/2016,09/11/2016,83149300,2520
Germany,Germany,10/11/2016,10/11/2016,83149300,2593
Germany,Germany,11/11/2016,11/11/2016,83149300,2553
Germany,Germany,12/11/2016,12/11/2016,83149300,2543
Germany,Germany,13/11/2016,13/11/2016,83149300,2526
Germany,Germany,14/11/2016,14/11/2016,83149300,2588
Germany,Germany,15/11/2016,15/11/2016,83149300,2598
Germany,Germany,16/11/2016,16/11/2016,83149300,2770
Germany,Germany,17/11/2016,17/11/2016,83149300,2613
Germany,Germany,18/11/2016,18/11/2016,83149300,2677
Germany,Germany,19/11/2016,19/11/2016,83149300,2711
Germany,Germany,20/11/2016,20/11/2016,83149300,2634
Germany,Germany,21/11/2016,21/11/2016,83149300,2541
Germany,Germany,22/11/2016,22/11/2016,83149300,2577
Germany,Germany,23/11/2016,23/11/2016,83149300,2577
Germany,Germany,24/11/2016,24/11/2016,83149300,2581
Germany,Germany,25/11/2016,25/11/2016,83149300,2618
Germany,Germany,26/11/2016,26/11/2016,83149300,2568
Germany,Germany,27/11/2016,27/11/2016,83149300,2449
Germany,Germany,28/11/2016,28/11/2016,83149300,2521
Germany,Germany,29/11/2016,29/11/2016,83149300,2551
Germany,Germany,30/11/2016,30/11/2016,83149300,2622
Germany,Germany,01/12/2016,01/12/2016,83149300,2658
Germany,Germany,02/12/2016,02/12/2016,83149300,2754
Germany,Germany,03/12/2016,03/12/2016,83149300,2532
Germany,Germany,04/12/2016,04/12/2016,83149300,2509
Germany,Germany,05/12/2016,05/12/2016,83149300,2658
Germany,Germany,06/12/2016,06/12/2016,83149300,2662
Germany,Germany,07/12/2016,07/12/2016,83149300,2678
Germany,Germany,08/12/2016,08/12/2016,83149300,2706
Germany,Germany,09/12/2016,09/12/2016,83149300,2727
Germany,Germany,10/12/2016,10/12/2016,83149300,2699
Germany,Germany,11/12/2016,11/12/2016,83149300,2663
Germany,Germany,12/12/2016,12/12/2016,83149300,2704
Germany,Germany,13/12/2016,13/12/2016,83149300,2718
Germany,Germany,14/12/2016,14/12/2016,83149300,2700
Germany,Germany,15/12/2016,15/12/2016,83149300,2784
Germany,Germany,16/12/2016,16/12/2016,83149300,2662
Germany,Germany,17/12/2016,17/12/2016,83149300,2629
Germany,Germany,18/12/2016,18/12/2016,83149300,2688
Germany,Germany,19/12/2016,19/12/2016,83149300,2748
Germany,Germany,20/12/2016,20/12/2016,83149300,2788
Germany,Germany,21/12/2016,21/12/2016,83149300,2716
Germany,Germany,22/12/2016,22/12/2016,83149300,2765
Germany,Germany,23/12/2016,23/12/2016,83149300,2729
Germany,Germany,24/12/2016,24/12/2016,83149300,2918
Germany,Germany,25/12/2016,25/12/2016,83149300,2712
Germany,Germany,26/12/2016,26/12/2016,83149300,2781
Germany,Germany,27/12/2016,27/12/2016,83149300,2839
Germany,Germany,28/12/2016,28/12/2016,83149300,2831
Germany,Germany,29/12/2016,29/12/2016,83149300,2751
Germany,Germany,30/12/2016,30/12/2016,83149300,2834
Germany,Germany,31/12/2016,31/12/2016,83149300,2796
Germany,Germany,01/01/2017,01/01/2017,83149300,2912
Germany,Germany,02/01/2017,02/01/2017,83149300,3085
Germany,Germany,03/01/2017,03/01/2017,83149300,2923
Germany,Germany,04/01/2017,04/01/2017,83149300,2973
Germany,Germany,05/01/2017,05/01/2017,83149300,3055
Germany,Germany,06/01/2017,06/01/2017,83149300,2979
Germany,Germany,07/01/2017,07/01/2017,83149300,2949
Germany,Germany,08/01/2017,08/01/2017,83149300,2954
Germany,Germany,09/01/2017,09/01/2017,83149300,3088
Germany,Germany,10/01/2017,10/01/2017,83149300,3256
Germany,Germany,11/01/2017,11/01/2017,83149300,3213
Germany,Germany,12/01/2017,12/01/2017,83149300,3145
Germany,Germany,13/01/2017,13/01/2017,83149300,3240
Germany,Germany,14/01/2017,14/01/2017,83149300,3079
Germany,Germany,15/01/2017,15/01/2017,83149300,3049
Germany,Germany,16/01/2017,16/01/2017,83149300,3036
Germany,Germany,17/01/2017,17/01/2017,83149300,3011
Germany,Germany,18/01/2017,18/01/2017,83149300,2956
Germany,Germany,19/01/2017,19/01/2017,83149300,3077
Germany,Germany,20/01/2017,20/01/2017,83149300,3073
Germany,Germany,21/01/2017,21/01/2017,83149300,3120
Germany,Germany,22/01/2017,22/01/2017,83149300,2963
Germany,Germany,23/01/2017,23/01/2017,83149300,3151
Germany,Germany,24/01/2017,24/01/2017,83149300,3226
Germany,Germany,25/01/2017,25/01/2017,83149300,3155
Germany,Germany,26/01/2017,26/01/2017,83149300,3196
Germany,Germany,27/01/2017,27/01/2017,83149300,3167
Germany,Germany,28/01/2017,28/01/2017,83149300,3114
Germany,Germany,29/01/2017,29/01/2017,83149300,3074
Germany,Germany,30/01/2017,30/01/2017,83149300,3404
Germany,Germany,31/01/2017,31/01/2017,83149300,3410
Germany,Germany,01/02/2017,01/02/2017,83149300,3290
Germany,Germany,02/02/2017,02/02/2017,83149300,3316
Germany,Germany,03/02/2017,03/02/2017,83149300,3535
Germany,Germany,04/02/2017,04/02/2017,83149300,3427
Germany,Germany,05/02/2017,05/02/2017,83149300,3258
Germany,Germany,06/02/2017,06/02/2017,83149300,3286
Germany,Germany,07/02/2017,07/02/2017,83149300,3338
Germany,Germany,08/02/2017,08/02/2017,83149300,3232
Germany,Germany,09/02/2017,09/02/2017,83149300,3217
Germany,Germany,10/02/2017,10/02/2017,83149300,3360
Germany,Germany,11/02/2017,11/02/2017,83149300,3168
Germany,Germany,12/02/2017,12/02/2017,83149300,3144
Germany,Germany,13/02/2017,13/02/2017,83149300,3298
Germany,Germany,14/02/2017,14/02/2017,83149300,3222
Germany,Germany,15/02/2017,15/02/2017,83149300,3292
Germany,Germany,16/02/2017,16/02/2017,83149300,3342
Germany,Germany,17/02/2017,17/02/2017,83149300,3268
Germany,Germany,18/02/2017,18/02/2017,83149300,3209
Germany,Germany,19/02/2017,19/02/2017,83149300,3052
Germany,Germany,20/02/2017,20/02/2017,83149300,3314
Germany,Germany,21/02/2017,21/02/2017,83149300,3221
Germany,Germany,22/02/2017,22/02/2017,83149300,3307
Germany,Germany,23/02/2017,23/02/2017,83149300,3351
Germany,Germany,24/02/2017,24/02/2017,83149300,3104
Germany,Germany,25/02/2017,25/02/2017,83149300,3025
Germany,Germany,26/02/2017,26/02/2017,83149300,2945
Germany,Germany,27/02/2017,27/02/2017,83149300,3131
Germany,Germany,28/02/2017,28/02/2017,83149300,2999
Germany,Germany,01/03/2017,01/03/2017,83149300,3121
Germany,Germany,02/03/2017,02/03/2017,83149300,2990
Germany,Germany,03/03/2017,03/03/2017,83149300,2944
Germany,Germany,04/03/2017,04/03/2017,83149300,2960
Germany,Germany,05/03/2017,05/03/2017,83149300,2785
Germany,Germany,06/03/2017,06/03/2017,83149300,2907
Germany,Germany,07/03/2017,07/03/2017,83149300,2724
Germany,Germany,08/03/2017,08/03/2017,83149300,2695
Germany,Germany,09/03/2017,09/03/2017,83149300,2758
Germany,Germany,10/03/2017,10/03/2017,83149300,2789
Germany,Germany,11/03/2017,11/03/2017,83149300,2659
Germany,Germany,12/03/2017,12/03/2017,83149300,2570
Germany,Germany,13/03/2017,13/03/2017,83149300,2680
Germany,Germany,14/03/2017,14/03/2017,83149300,2685
Germany,Germany,15/03/2017,15/03/2017,83149300,2662
Germany,Germany,16/03/2017,16/03/2017,83149300,2654
Germany,Germany,17/03/2017,17/03/2017,83149300,2667
Germany,Germany,18/03/2017,18/03/2017,83149300,2671
Germany,Germany,19/03/2017,19/03/2017,83149300,2646
Germany,Germany,20/03/2017,20/03/2017,83149300,2627
Germany,Germany,21/03/2017,21/03/2017,83149300,2604
Germany,Germany,22/03/2017,22/03/2017,83149300,2557
Germany,Germany,23/03/2017,23/03/2017,83149300,2572
Germany,Germany,24/03/2017,24/03/2017,83149300,2617
Germany,Germany,25/03/2017,25/03/2017,83149300,2501
Germany,Germany,26/03/2017,26/03/2017,83149300,2162
Germany,Germany,27/03/2017,27/03/2017,83149300,2548
Germany,Germany,28/03/2017,28/03/2017,83149300,2514
Germany,Germany,29/03/2017,29/03/2017,83149300,2573
Germany,Germany,30/03/2017,30/03/2017,83149300,2505
Germany,Germany,31/03/2017,31/03/2017,83149300,2587
Germany,Germany,01/04/2017,01/04/2017,83149300,2527
Germany,Germany,02/04/2017,02/04/2017,83149300,2477
Germany,Germany,03/04/2017,03/04/2017,83149300,2498
Germany,Germany,04/04/2017,04/04/2017,83149300,2418
Germany,Germany,05/04/2017,05/04/2017,83149300,2519
Germany,Germany,06/04/2017,06/04/2017,83149300,2370
Germany,Germany,07/04/2017,07/04/2017,83149300,2465
Germany,Germany,08/04/2017,08/04/2017,83149300,2417
Germany,Germany,09/04/2017,09/04/2017,83149300,2341
Germany,Germany,10/04/2017,10/04/2017,83149300,2483
Germany,Germany,11/04/2017,11/04/2017,83149300,2398
Germany,Germany,12/04/2017,12/04/2017,83149300,2474
Germany,Germany,13/04/2017,13/04/2017,83149300,2486
Germany,Germany,14/04/2017,14/04/2017,83149300,2375
Germany,Germany,15/04/2017,15/04/2017,83149300,2411
Germany,Germany,16/04/2017,16/04/2017,83149300,2274
Germany,Germany,17/04/2017,17/04/2017,83149300,2290
Germany,Germany,18/04/2017,18/04/2017,83149300,2431
Germany,Germany,19/04/2017,19/04/2017,83149300,2304
Germany,Germany,20/04/2017,20/04/2017,83149300,2387
Germany,Germany,21/04/2017,21/04/2017,83149300,2404
Germany,Germany,22/04/2017,22/04/2017,83149300,2428
Germany,Germany,23/04/2017,23/04/2017,83149300,2393
Germany,Germany,24/04/2017,24/04/2017,83149300,2499
Germany,Germany,25/04/2017,25/04/2017,83149300,2523
