date,object_id,cod_istatn,nome_com,nome_pro,positivi,deceduti,totale
2020-04-09,834,03017142,PIAN CAMUNO,BRESCIA,25,3,28
2020-04-09,835,03017113,MONTICHIARI,BRESCIA,192,23,215
2020-04-09,836,03016055,CAROBBIO DEGLI ANGELI,BERGAMO,21,5,26
2020-04-09,837,03015122,LISCATE,MILANO,14,4,18
2020-04-09,838,03017202,VIONE,BRESCIA,9,2,11
2020-04-09,839,03018113,PIEVE DEL CAIRO,PAVIA,6,4,10
2020-04-09,840,03020035,MOGLIA,MANTOVA,21,5,26
2020-04-09,841,03017147,PONCARALE,BRESCIA,27,9,36
2020-04-09,842,03012062,CUVEGLIO,VARESE,5,1,6
2020-04-09,843,03018176,VIDIGULFO,PAVIA,31,1,32
2020-04-09,844,03018112,PIEVE ALBIGNOLA,PAVIA,1,0,1
2020-04-09,845,03018035,CASSOLNOVO,PAVIA,30,9,39
2020-04-09,846,03097011,BULCIAGO,LECCO,10,1,11
2020-04-09,847,03020025,GAZZUOLO,MANTOVA,6,2,8
2020-04-09,848,03016222,URGNANO,BERGAMO,51,23,74
2020-04-09,849,03097067,PERLEDO,LECCO,21,3,24
2020-04-09,850,03015151,MOTTA VISCONTI,MILANO,7,0,7
2020-04-09,851,03018067,GAMBARANA,PAVIA,1,0,1
2020-04-09,852,03017125,ORZINUOVI,BRESCIA,136,55,191
2020-04-09,853,03018182,VOGHERA,PAVIA,192,92,284
2020-04-09,854,03016190,SAN PELLEGRINO TERME,BERGAMO,42,17,59
2020-04-09,855,03018099,MONTICELLI PAVESE,PAVIA,1,0,1
2020-04-09,856,03012075,GERENZANO,VARESE,15,2,17
2020-04-09,857,03016186,ROTA D`IMAGNA,BERGAMO,4,3,7
2020-04-09,858,03013229,VALBRONA,COMO,9,1,10
2020-04-09,859,03016148,ONETA,BERGAMO,6,1,7
2020-04-09,860,03013003,ALBAVILLA,COMO,16,4,20
2020-04-09,861,03012065,DUMENZA,VARESE,3,0,3
2020-04-09,862,03018179,VILLANOVA D`ARDENGHI,PAVIA,4,1,5
2020-04-09,863,03108002,AICURZIO,MONZA E DELLA BRIANZA,5,2,7
2020-04-09,864,03108001,AGRATE BRIANZA,MONZA E DELLA BRIANZA,50,13,63
2020-04-09,865,03016020,BARIANO,BERGAMO,25,6,31
2020-04-09,866,03016236,VIGANO SAN MARTINO,BERGAMO,9,1,10
2020-04-09,867,03012124,SUMIRAGO,VARESE,6,0,6
2020-04-09,868,03016198,SERIATE,BERGAMO,183,61,244
2020-04-09,869,03097078,SUELLO,LECCO,24,5,29
2020-04-09,870,03018137,SAN MARTINO SICCOMARIO,PAVIA,24,0,24
2020-04-09,871,03013147,MERONE,COMO,17,1,18
2020-04-09,872,03016067,CAZZANO SANT`ANDREA,BERGAMO,15,2,17
2020-04-09,873,03018094,MONTALTO PAVESE,PAVIA,0,2,2
2020-04-09,874,03019016,CASALBUTTANO ED UNITI,CREMONA,52,10,62
2020-04-09,875,03016140,MORENGO,BERGAMO,14,4,18
2020-04-09,876,03098028,GRAFFIGNANA,LODI,12,1,13
2020-04-09,877,03013024,BIZZARONE,COMO,3,0,3
2020-04-09,878,03108018,CERIANO LAGHETTO,MONZA E DELLA BRIANZA,10,0,10
2020-04-09,879,03015077,CINISELLO BALSAMO,MILANO,255,41,296
2020-04-09,880,03097003,ANNONE DI BRIANZA,LECCO,12,1,13
2020-04-09,883,03020046,QUINGENTOLE,MANTOVA,2,0,2
2020-04-09,884,03016035,BRACCA,BERGAMO,7,1,8
2020-04-09,885,03019043,FIESCO,CREMONA,17,0,17
2020-04-09,886,03017062,CORTE FRANCA,BRESCIA,38,13,51
2020-04-09,887,03016063,CASTEL ROZZONE,BERGAMO,23,4,27
2020-04-09,888,03017163,RODENGO - SAIANO,BRESCIA,50,20,70
2020-04-09,889,03108007,BERNAREGGIO,MONZA E DELLA BRIANZA,41,10,51
2020-04-09,890,03015086,CORMANO,MILANO,77,22,99
2020-04-09,896,03015168,PARABIAGO,MILANO,57,7,64
2020-04-09,897,03020031,MARCARIA,MANTOVA,33,5,38
2020-04-09,926,03016142,MOZZANICA,BERGAMO,15,4,19
2020-04-09,927,03016224,VALBREMBO,BERGAMO,36,11,47
2020-04-09,898,03017021,BORGOSATOLLO,BRESCIA,100,17,117
2020-04-09,899,03012092,LUINO,VARESE,11,1,12
2020-04-09,900,03015130,MAGENTA,MILANO,101,5,106
2020-04-09,902,03019073,PIERANICA,CREMONA,5,4,9
2020-04-09,903,03016152,OSIO SOPRA,BERGAMO,31,12,43
2020-04-09,906,03019075,PIEVE SAN GIACOMO,CREMONA,12,3,15
2020-04-09,907,03014073,VALFURVA,SONDRIO,17,2,19
2020-04-09,908,03015189,ROZZANO,MILANO,98,23,121
2020-04-09,909,03013245,VILLA GUARDIA,COMO,12,3,15
2020-04-09,910,03016158,PARRE,BERGAMO,25,7,32
2020-04-09,911,03016132,MAPELLO,BERGAMO,45,13,58
2020-04-09,912,03017005,ANFO,BRESCIA,2,0,2
2020-04-09,913,03097068,PESCATE,LECCO,8,2,10
2020-04-09,914,03016076,CIVIDATE AL PIANO,BERGAMO,36,19,55
2020-04-09,915,03016016,AZZANO SAN PAOLO,BERGAMO,41,21,62
2020-04-09,917,03019005,BAGNOLO CREMASCO,CREMONA,38,8,46
2020-04-09,918,03098004,BORGHETTO LODIGIANO,LODI,64,18,82
2020-04-09,919,03019103,STAGNO LOMBARDO,CREMONA,11,7,18
2020-04-09,920,03018014,BEREGUARDO,PAVIA,11,0,11
2020-04-09,922,03097046,MANDELLO DEL LARIO,LECCO,23,7,30
2020-04-09,923,03015173,PIEVE EMANUELE,MILANO,47,8,55
2020-04-09,924,03018145,SAN ZENONE AL PO,PAVIA,1,0,1
2020-04-09,925,03017114,MONTIRONE,BRESCIA,47,15,62
2020-04-09,941,03018121,RETORBIDO,PAVIA,8,3,11
2020-04-09,942,03016115,GORLE,BERGAMO,41,14,55
2020-04-09,943,03097045,MALGRATE,LECCO,20,4,24
2020-04-09,944,03016118,GROMO,BERGAMO,18,4,22
2020-04-09,945,03016127,LOCATELLO,BERGAMO,7,2,9
2020-04-09,947,03019095,SESTO ED UNITI,CREMONA,20,3,23
2020-04-09,948,03016048,CAMERATA CORNELLO,BERGAMO,4,2,6
2020-04-09,949,03020052,RONCOFERRARO,MANTOVA,7,0,7
2020-04-09,950,03014032,GORDONA,SONDRIO,9,1,10
2020-04-09,951,03013206,SAN FERMO DELLA BATTAGLIA,COMO,13,3,16
2020-04-09,952,03016245,ZANICA,BERGAMO,39,25,64
2020-04-09,953,03016128,LOVERE,BERGAMO,44,7,51
2020-04-09,954,03015242,VIMODRONE,MILANO,61,17,78
2020-04-09,955,03016033,BOSSICO,BERGAMO,4,1,5
2020-04-09,956,03017020,BORGO SAN GIACOMO,BRESCIA,68,17,85
2020-04-09,957,03097020,CERNUSCO LOMBARDONE,LECCO,29,3,32
2020-04-09,958,03097008,BELLANO,LECCO,25,6,31
2020-04-09,959,03014023,COLORINA,SONDRIO,3,0,3
2020-04-09,960,03015226,TURBIGO,MILANO,15,1,16
2020-04-09,961,03019083,RIVAROLO DEL RE ED UNITI,CREMONA,13,3,16
2020-04-09,963,03098023,CORNOVECCHIO,LODI,3,0,3
2020-04-09,964,03018191,CORNALE E BASTIDA,PAVIA,2,5,7
2020-04-09,965,03019052,GUSSOLA,CREMONA,15,2,17
2020-04-09,966,03013036,CADORAGO,COMO,13,2,15
2020-04-09,967,03014029,FORCOLA,SONDRIO,3,0,3
2020-04-09,968,03016161,PEIA,BERGAMO,8,7,15
2020-04-09,970,03017159,QUINZANO D`OGLIO,BRESCIA,41,18,59
2020-04-09,971,03015055,CASARILE,MILANO,15,4,19
2020-04-09,972,03015012,BAREGGIO,MILANO,50,11,61
2020-04-09,974,03013045,CARBONATE,COMO,1,0,1
2020-04-09,975,03019114,VOLONGO,CREMONA,5,0,5
2020-04-09,977,03016114,GORLAGO,BERGAMO,34,11,45
2020-04-09,978,03017204,VOBARNO,BRESCIA,56,8,64
2020-04-09,979,03017016,BERZO DEMO,BRESCIA,14,2,16
2020-04-09,981,03013145,MENAGGIO,COMO,9,2,11
2020-04-09,983,03017024,BOVEGNO,BRESCIA,5,1,6
2020-04-09,984,03012048,CAVARIA CON PREMEZZO,VARESE,8,0,8
2020-04-09,980,03017102,MANERBA DEL GARDA,BRESCIA,20,5,25
2020-04-09,982,03017045,CASTREZZATO,BRESCIA,39,8,47
2020-04-09,985,03016178,RANICA,BERGAMO,39,14,53
2020-04-09,986,03017157,PROVAGLIO VAL SABBIA,BRESCIA,4,1,5
2020-04-09,988,03097016,CASATENOVO,LECCO,58,14,72
2020-04-09,989,03013121,LAMBRUGO,COMO,9,3,12
2020-04-09,990,03016028,BOLGARE,BERGAMO,41,13,54
2020-04-09,991,03016082,CORNA IMAGNA,BERGAMO,11,0,11
2020-04-09,992,03018131,ROVESCALA,PAVIA,3,0,3
2020-04-09,993,03017118,NIARDO,BRESCIA,15,1,16
2020-04-09,994,03018122,RIVANAZZANO TERME,PAVIA,24,9,33
2020-04-09,995,03013111,GRANDOLA ED UNITI,COMO,3,1,4
2020-04-09,996,03014040,MAZZO DI VALTELLINA,SONDRIO,2,0,2
2020-04-09,997,03017076,GARGNANO,BRESCIA,10,0,10
2020-04-09,998,03019030,CICOGNOLO,CREMONA,14,0,14
2020-04-09,999,03015026,BOFFALORA SOPRA TICINO,MILANO,7,2,9
2020-04-09,1000,03013138,LURATE CACCIVIO,COMO,8,1,9
2020-04-09,1001,03016121,ISOLA DI FONDRA,BERGAMO,0,1,1
2020-04-09,1002,03016005,ALME`,BERGAMO,37,17,54
2020-04-09,1003,03018089,MENCONICO,PAVIA,2,1,3
2020-04-09,928,03017127,OSPITALETTO,BRESCIA,95,30,125
2020-04-09,929,03019107,TORRE DE` PICENARDI,CREMONA,6,2,8
2020-04-09,931,03015178,POZZUOLO MARTESANA,MILANO,31,8,39
2020-04-09,932,03020064,SUSTINENTE,MANTOVA,3,2,5
2020-04-09,933,03017198,VEZZA D`OGLIO,BRESCIA,10,2,12
2020-04-09,934,03097058,OLGIATE MOLGORA,LECCO,28,5,33
2020-04-09,935,03016013,ARZAGO D`ADDA,BERGAMO,9,1,10
2020-04-09,936,03097047,MARGNO,LECCO,1,0,1
2020-04-09,937,03017071,FIESSE,BRESCIA,13,1,14
2020-04-09,938,03016252,SANT`OMOBONO TERME,BERGAMO,14,7,21
2020-04-09,939,03016125,LENNA,BERGAMO,5,4,9
2020-04-09,940,03098015,CASTIRAGA VIDARDO,LODI,9,0,9
2020-04-09,1122,03019049,GOMBITO,CREMONA,6,1,7
2020-04-09,1123,03018008,BARBIANELLO,PAVIA,2,3,5
2020-04-09,1125,03015220,TREZZANO SUL NAVIGLIO,MILANO,41,7,48
2020-04-09,1126,03012024,BRUSIMPIANO,VARESE,1,0,1
2020-04-09,1127,03018069,GARLASCO,PAVIA,35,20,55
2020-04-09,1128,03016062,CASTELLI CALEPIO,BERGAMO,57,36,93
2020-04-09,1130,03016120,GRUMELLO DEL MONTE,BERGAMO,57,18,75
2020-04-09,1131,03013095,ERBA,COMO,86,10,96
2020-04-09,1132,03016202,SORISOLE,BERGAMO,46,15,61
2020-04-09,1133,03016004,ALBINO,BERGAMO,151,66,217
2020-04-09,1134,03017055,CIVIDATE CAMUNO,BRESCIA,24,4,28
2020-04-09,1135,03018124,ROBECCO PAVESE,PAVIA,3,1,4
2020-04-09,1136,03015249,VANZAGHELLO,MILANO,9,1,10
2020-04-09,1137,03016079,COLOGNO AL SERIO,BERGAMO,52,15,67
2020-04-09,1244,03015044,CAMBIAGO,MILANO,17,1,18
2020-04-09,1245,03016220,TREVIOLO,BERGAMO,87,26,113
2020-04-09,1349,03018165,TROVO,PAVIA,2,0,2
2020-04-09,1351,03012011,BESANO,VARESE,3,0,3
2020-04-09,1352,03016233,VERDELLO,BERGAMO,52,14,66
2020-04-09,1353,03017068,EDOLO,BRESCIA,35,4,39
2020-04-09,1354,03017010,BAGOLINO,BRESCIA,10,5,15
2020-04-09,1355,03013126,LEZZENO,COMO,4,1,5
2020-04-09,1392,03013186,POGNANA LARIO,COMO,3,0,3
2020-04-09,1393,03108036,ORNAGO,MONZA E DELLA BRIANZA,19,1,20
2020-04-09,1394,03015222,TRIBIANO,MILANO,16,2,18
2020-04-09,1395,03012063,CUVIO,VARESE,1,0,1
2020-04-09,1396,03019031,CINGIA DE` BOTTI,CREMONA,8,0,8
2020-04-09,1397,03015002,ABBIATEGRASSO,MILANO,99,23,122
2020-04-09,1398,03013035,CABIATE,COMO,12,1,13
2020-04-09,1399,03019003,ANNICCO,CREMONA,22,8,30
2020-04-09,1400,03015112,GUDO VISCONTI,MILANO,1,1,2
2020-04-09,1401,03016077,CLUSONE,BERGAMO,86,29,115
2020-04-09,1403,03097050,MOGGIO,LECCO,1,0,1
2020-04-09,1405,03013089,DOMASO,COMO,3,1,4
2020-04-09,1406,03097021,CESANA BRIANZA,LECCO,17,7,24
2020-04-09,1246,03015007,ARCONATE,MILANO,9,2,11
2020-04-09,1247,03012032,CARDANO AL CAMPO,VARESE,20,3,23
2020-04-09,1248,03097069,PREMANA,LECCO,20,2,22
2020-04-09,1250,03016143,MOZZO,BERGAMO,52,17,69
2020-04-09,1251,03018054,CORANA,PAVIA,1,0,1
2020-04-09,1253,03018050,CILAVEGNA,PAVIA,15,3,18
2020-04-09,1254,03013255,SOLBIATE CON CAGNO,COMO,3,1,4
2020-04-09,1255,03016168,PONTE NOSSA,BERGAMO,18,5,23
2020-04-09,1256,03014078,VILLA DI TIRANO,SONDRIO,6,7,13
2020-04-09,1257,03016100,FIORANO AL SERIO,BERGAMO,24,13,37
2020-04-09,1356,03108038,RONCO BRIANTINO,MONZA E DELLA BRIANZA,16,5,21
2020-04-09,1357,03016126,LEVATE,BERGAMO,18,10,28
2020-04-09,1358,03020063,SOLFERINO,MANTOVA,5,2,7
2020-04-09,1360,03017205,ZONE,BRESCIA,6,1,7
2020-04-09,1362,03018076,GROPELLO CAIROLI,PAVIA,22,8,30
2020-04-09,1363,03017061,CONCESIO,BRESCIA,113,20,133
2020-04-09,1402,03019057,MARTIGNANA DI PO,CREMONA,15,1,16
2020-04-09,1404,03019020,CASALETTO VAPRIO,CREMONA,26,4,30
2020-04-09,1408,03019060,MOSCAZZANO,CREMONA,5,1,6
2020-04-09,1409,03097084,VARENNA,LECCO,1,0,1
2020-04-09,1410,03012047,CASTRONNO,VARESE,6,0,6
2020-04-09,1411,03017122,OFFLAGA,BRESCIA,27,6,33
2020-04-09,1412,03018105,OLIVA GESSI,PAVIA,0,1,1
2020-04-09,1413,03017160,REMEDELLO,BRESCIA,23,6,29
2020-04-09,1258,03013135,LUISAGO,COMO,2,0,2
2020-04-09,1259,03017025,BOVEZZO,BRESCIA,43,11,54
2020-04-09,1359,03013097,EUPILIO,COMO,10,2,12
2020-04-09,1364,03014011,CAIOLO,SONDRIO,1,1,2
2020-04-09,1365,03098029,GUARDAMIGLIO,LODI,20,6,26
2020-04-09,1366,03013227,TURATE,COMO,26,1,27
2020-04-09,1367,03012106,MORNAGO,VARESE,5,1,6
2020-04-09,1368,03016218,TRESCORE BALNEARIO,BERGAMO,65,13,78
2020-04-09,1369,03015243,VITTUONE,MILANO,52,2,54
2020-04-09,1370,03108008,BESANA IN BRIANZA,MONZA E DELLA BRIANZA,30,12,42
2020-04-09,1371,03097004,BALLABIO,LECCO,22,6,28
2020-04-09,1372,03017182,SULZANO,BRESCIA,10,5,15
2020-04-09,1373,03097038,GARLATE,LECCO,13,1,14
2020-04-09,1375,03098048,SAN MARTINO IN STRADA,LODI,35,10,45
2020-04-09,1377,03013159,MOZZATE,COMO,15,1,16
2020-04-09,1414,03108012,BRUGHERIO,MONZA E DELLA BRIANZA,131,28,159
2020-04-09,1416,03016185,RONCOLA,BERGAMO,4,2,6
2020-04-09,1417,03017130,PADERNO FRANCIACORTA,BRESCIA,20,6,26
2020-04-09,1418,03019062,OFFANENGO,CREMONA,69,19,88
2020-04-09,1260,03019029,CHIEVE,CREMONA,13,2,15
2020-04-09,1261,03015191,SAN COLOMBANO AL LAMBRO,MILANO,52,29,81
2020-04-09,1262,03013169,OLTRONA DI SAN MAMETTE,COMO,1,1,2
2020-04-09,1263,03108015,CARATE BRIANZA,MONZA E DELLA BRIANZA,59,8,67
2020-04-09,1264,03108021,CONCOREZZO,MONZA E DELLA BRIANZA,66,12,78
2020-04-09,1265,03019102,SPINO D`ADDA,CREMONA,23,2,25
2020-04-09,1266,03020072,BORGO MANTOVANO,MANTOVA,31,2,33
2020-04-09,1378,03017146,POMPIANO,BRESCIA,29,4,33
2020-04-09,1379,03016032,BORGO DI TERZO,BERGAMO,7,3,10
2020-04-09,1380,03018163,TRIVOLZIO,PAVIA,4,2,6
2020-04-09,1381,03013134,LONGONE AL SEGRINO,COMO,6,0,6
2020-04-09,1382,03017049,CERVENO,BRESCIA,5,3,8
2020-04-09,1419,03018015,BORGARELLO,PAVIA,10,0,10
2020-04-09,1420,03012079,GORLA MINORE,VARESE,19,2,21
2020-04-09,1421,03014020,CHIURO,SONDRIO,7,2,9
2020-04-09,1422,03013130,LIVO,COMO,1,0,1
2020-04-09,1423,03017082,IDRO,BRESCIA,9,2,11
2020-04-09,1424,03018171,VARZI,PAVIA,21,6,27
2020-04-09,1425,03017067,DESENZANO DEL GARDA,BRESCIA,141,25,166
2020-04-09,1267,03015097,CUSAGO,MILANO,10,1,11
2020-04-09,1269,03097065,PASTURO,LECCO,5,1,6
2020-04-09,1270,03014065,TEGLIO,SONDRIO,17,5,22
2020-04-09,1271,03018115,PINAROLO PO,PAVIA,4,2,6
2020-04-09,1272,03019063,OLMENETA,CREMONA,13,2,15
2020-04-09,1273,03012067,FAGNANO OLONA,VARESE,18,1,19
2020-04-09,1383,03013068,CIRIMIDO,COMO,5,0,5
2020-04-09,1384,03018023,BRESSANA BOTTARONE,PAVIA,16,4,20
2020-04-09,1385,03098041,MULAZZANO,LODI,32,4,36
2020-04-09,1386,03016197,SELVINO,BERGAMO,7,9,16
2020-04-09,1387,03013207,SAN NAZZARO VAL CAVARGNA,COMO,3,0,3
2020-04-09,1388,03098042,ORIO LITTA,LODI,10,2,12
2020-04-09,1389,03019007,BORDOLANO,CREMONA,15,0,15
2020-04-09,1390,03018180,VILLANTERIO,PAVIA,16,6,22
2020-04-09,1391,03016150,ORIO AL SERIO,BERGAMO,12,3,15
2020-04-09,1426,03017128,OSSIMO,BRESCIA,10,0,10
2020-04-09,1427,03015205,SEGRATE,MILANO,129,22,151
2020-04-09,1428,03014022,CIVO,SONDRIO,4,0,4
2020-04-09,1429,03098034,MAIRAGO,LODI,3,1,4
2020-04-09,1430,03098044,OSSAGO LODIGIANO,LODI,7,3,10
2020-04-09,1431,03019080,RIPALTA ARPINA,CREMONA,12,3,15
2020-04-09,1432,03017174,SAREZZO,BRESCIA,53,16,69
2020-04-09,1433,03017144,POLAVENO,BRESCIA,7,1,8
2020-04-09,1435,03019012,CAPERGNANICA,CREMONA,19,4,23
2020-04-09,1436,03108031,MEZZAGO,MONZA E DELLA BRIANZA,20,6,26
2020-04-09,1437,03097012,CALCO,LECCO,30,6,36
2020-04-09,1438,03016091,DALMINE,BERGAMO,182,49,231
2020-04-09,1274,03016243,VILMINORE DI SCALVE,BERGAMO,9,1,10
2020-04-09,1275,03098036,MARUDO,LODI,6,0,6
2020-04-09,1276,03015060,CASSINA DE PECCHI,MILANO,47,4,51
2020-04-09,1277,03012126,TERNATE,VARESE,4,0,4
2020-04-09,1278,03013204,SAN BARTOLOMEO VAL CAVARGNA,COMO,0,1,1
2020-04-09,1279,03013189,PORLEZZA,COMO,9,1,10
2020-04-09,1280,03012096,MALNATE,VARESE,52,7,59
2020-04-09,1281,03019026,CASTELVERDE,CREMONA,89,9,98
2020-04-09,1282,03013157,MONTORFANO,COMO,4,1,5
2020-04-09,1283,03108037,RENATE,MONZA E DELLA BRIANZA,14,4,18
2020-04-09,1004,03019004,AZZANELLO,CREMONA,10,2,12
2020-04-09,1005,03108022,CORREZZANA,MONZA E DELLA BRIANZA,6,0,6
2020-04-09,1006,03016064,CASTIONE DELLA PRESOLANA,BERGAMO,47,7,54
2020-04-09,1007,03097053,MONTEVECCHIA,LECCO,8,2,10
2020-04-09,1008,03017185,TIGNALE,BRESCIA,3,0,3
2020-04-09,1009,03017193,VALLIO TERME,BRESCIA,12,0,12
2020-04-09,1012,03108030,MEDA,MONZA E DELLA BRIANZA,42,6,48
2020-04-09,1013,03097072,ROGENO,LECCO,12,5,17
2020-04-09,1014,03016171,PONTIDA,BERGAMO,17,6,23
2020-04-09,1015,03016070,CENE,BERGAMO,26,13,39
2020-04-09,1016,03098043,OSPEDALETTO LODIGIANO,LODI,15,3,18
2020-04-09,1017,03017172,SAN GERVASIO BRESCIANO,BRESCIA,8,4,12
2020-04-09,1018,03016092,DOSSENA,BERGAMO,8,2,10
2020-04-09,1019,03018049,CIGOGNOLA,PAVIA,7,2,9
2020-04-09,1020,03019046,GADESCO PIEVE DELMONA,CREMONA,19,2,21
2020-04-09,1021,03098051,SANTO STEFANO LODIGIANO,LODI,19,7,26
2020-04-09,1022,03016205,SPINONE AL LAGO,BERGAMO,8,1,9
2020-04-09,1023,03097070,PRIMALUNA,LECCO,3,1,4
2020-04-09,1024,03108043,TRIUGGIO,MONZA E DELLA BRIANZA,21,1,22
2020-04-09,1025,03097043,LIERNA,LECCO,3,0,3
2020-04-09,1026,03012045,CASTELVECCANA,VARESE,1,1,2
2020-04-09,1027,03018095,MONTEBELLO DELLA BATTAGLIA,PAVIA,5,4,9
2020-04-09,1029,03013099,FALOPPIO,COMO,2,0,2
2020-04-09,1030,03014014,CASTELLO DELL`ACQUA,SONDRIO,1,1,2
2020-04-09,1439,03018129,RONCARO,PAVIA,8,1,9
2020-04-09,1440,03097025,CORTENOVA,LECCO,1,1,2
2020-04-09,1441,03017181,SONICO,BRESCIA,10,2,12
2020-04-09,1442,03015096,CUGGIONO,MILANO,12,5,17
2020-04-09,1443,03014016,CEDRASCO,SONDRIO,1,2,3
2020-04-09,1444,03020050,RIVAROLO MANTOVANO,MANTOVA,30,9,39
2020-04-09,1445,03012102,MESENZANA,VARESE,2,0,2
2020-04-09,1446,03018104,OLEVANO DI LOMELLINA,PAVIA,2,0,2
2020-04-09,1447,03108045,VAREDO,MONZA E DELLA BRIANZA,36,11,47
2020-04-09,1448,03014005,ARDENNO,SONDRIO,11,0,11
2020-04-09,1449,03020066,VIADANA,MANTOVA,92,32,124
2020-04-09,1450,03018146,SARTIRANA LOMELLINA,PAVIA,4,3,7
2020-04-09,1451,03014057,SAMOLACO,SONDRIO,5,0,5
2020-04-09,1452,03016069,CENATE SOTTO,BERGAMO,17,1,18
2020-04-09,1453,03017028,BRENO,BRESCIA,44,7,51
2020-04-09,1284,03019058,MONTE CREMASCO,CREMONA,9,4,13
2020-04-09,1285,03016109,GANDOSSO,BERGAMO,14,4,18
2020-04-09,1286,03018012,BATTUDA,PAVIA,1,1,2
2020-04-09,1287,03018168,VALLE LOMELLINA,PAVIA,7,2,9
2020-04-09,1288,03018079,LANGOSCO,PAVIA,2,0,2
2020-04-09,1289,03017078,GHEDI,BRESCIA,113,24,137
2020-04-09,1290,03015158,NOVIGLIO,MILANO,8,1,9
2020-04-09,1291,03018120,REDAVALLE,PAVIA,4,2,6
2020-04-09,1293,03013252,TREMEZZINA,COMO,26,9,35
2020-04-09,1294,03016003,ALBANO SANT`ALESSANDRO,BERGAMO,43,14,57
2020-04-09,1295,03016195,SCHILPARIO,BERGAMO,6,3,9
2020-04-09,1031,03012109,ORIGGIO,VARESE,22,2,24
2020-04-09,1032,03016210,TALEGGIO,BERGAMO,6,2,8
2020-04-09,1033,03017046,CAZZAGO SAN MARTINO,BRESCIA,75,27,102
2020-04-09,1034,03016156,PALAZZAGO,BERGAMO,22,3,25
2020-04-09,1035,03019112,VAILATE,CREMONA,32,16,48
2020-04-09,1036,03013102,FINO MORNASCO,COMO,26,6,32
2020-04-09,1037,03014034,GROSOTTO,SONDRIO,3,1,4
2020-04-09,1038,03015106,GESSATE,MILANO,35,8,43
2020-04-09,1039,03013055,CASSINA RIZZARDI,COMO,8,2,10
2020-04-09,1040,03098056,TAVAZZANO CON VILLAVESCO,LODI,35,6,41
2020-04-09,1041,03015062,CASTANO PRIMO,MILANO,25,6,31
2020-04-09,1042,03012118,SAMARATE,VARESE,12,5,17
2020-04-09,1046,03018042,CECIMA,PAVIA,1,1,2
2020-04-09,1047,03016251,SOLZA,BERGAMO,8,6,14
2020-04-09,1048,03013044,CARATE URIO,COMO,3,0,3
2020-04-09,1049,03108040,SEVESO,MONZA E DELLA BRIANZA,42,13,55
2020-04-09,1454,03020055,SAN BENEDETTO PO,MANTOVA,41,3,44
2020-04-09,1456,03012121,SOLBIATE ARNO,VARESE,3,0,3
2020-04-09,1457,03020011,CASALOLDO,MANTOVA,20,5,25
2020-04-09,1458,03018013,BELGIOIOSO,PAVIA,43,10,53
2020-04-09,1459,03013251,COLVERDE,COMO,10,0,10
2020-04-09,1460,03015103,GAGGIANO,MILANO,14,3,17
2020-04-09,1461,03013098,FAGGETO LARIO,COMO,3,0,3
2020-04-09,1462,03018093,MIRADOLO TERME,PAVIA,13,7,20
2020-04-09,1463,03013005,ALBIOLO,COMO,1,0,1
2020-04-09,1464,03015213,SOLARO,MILANO,39,5,44
2020-04-09,1465,03097019,CASTELLO DI BRIANZA,LECCO,6,0,6
2020-04-09,1466,03017183,TAVERNOLE SUL MELLA,BRESCIA,5,0,5
2020-04-09,1467,03017106,MARONE,BRESCIA,11,4,15
2020-04-09,1468,03017107,MAZZANO,BRESCIA,46,7,53
2020-04-09,1469,03018136,SAN GIORGIO DI LOMELLINA,PAVIA,3,0,3
2020-04-09,1474,03013212,SENNA COMASCO,COMO,5,1,6
2020-04-09,1475,03020015,CASTEL GOFFREDO,MANTOVA,92,18,110
2020-04-09,1476,03017088,LENO,BRESCIA,105,21,126
2020-04-09,1138,03017086,ISORELLA,BRESCIA,23,10,33
2020-04-09,1139,03013034,BULGAROGRASSO,COMO,6,1,7
2020-04-09,1140,03098012,CASELLE LURANI,LODI,21,4,25
2020-04-09,1141,03015251,VERMEZZO CON ZELO,MILANO,13,2,15
2020-04-09,1142,03098053,SENNA LODIGIANA,LODI,9,3,12
2020-04-09,1143,03013136,LURAGO D`ERBA,COMO,14,3,17
2020-04-09,1144,03013090,DONGO,COMO,22,1,23
2020-04-09,1145,03018038,CASTELLETTO DI BRANDUZZO,PAVIA,3,2,5
2020-04-09,1146,03017129,PADENGHE SUL GARDA,BRESCIA,55,5,60
2020-04-09,1147,03012097,MARCHIROLO,VARESE,3,0,3
2020-04-09,1148,03014049,PIATEDA,SONDRIO,6,1,7
2020-04-09,1149,03097030,DERVIO,LECCO,10,1,11
2020-04-09,1150,03018162,TRAVACO` SICCOMARIO,PAVIA,14,0,14
2020-04-09,1152,03020048,REDONDESCO,MANTOVA,6,3,9
2020-04-09,1153,03098011,CASELLE LANDI,LODI,18,5,23
2020-04-09,1296,03016022,BEDULITA,BERGAMO,1,1,2
2020-04-09,1297,03020047,QUISTELLO,MANTOVA,10,1,11
2020-04-09,1298,03015027,BOLLATE,MILANO,115,19,134
2020-04-09,1299,03018133,SAN CIPRIANO PO,PAVIA,2,0,2
2020-04-09,1043,03012098,MARNATE,VARESE,10,1,11
2020-04-09,1044,03018185,ZECCONE,PAVIA,6,1,7
2020-04-09,1050,03012114,PORTO VALTRAVAGLIA,VARESE,3,0,3
2020-04-09,1051,03020054,SABBIONETA,MANTOVA,13,3,16
2020-04-09,1052,03017184,TEMU`,BRESCIA,5,1,6
