date,object_id,cod_istatn,nome_com,nome_pro,positivi,deceduti,totale
2020-04-09,403,03016124,LEFFE,BERGAMO,28,20,48
2020-04-09,404,03016169,PONTERANICA,BERGAMO,47,13,60
2020-04-09,405,03015059,CASSANO D`ADDA,MILANO,85,19,104
2020-04-09,406,03018193,COLLI VERDI,PAVIA,2,0,2
2020-04-09,407,03017101,MALONNO,BRESCIA,30,3,33
2020-04-09,408,03015188,ROSATE,MILANO,16,2,18
2020-04-09,409,03098055,SORDIO,LODI,24,11,35
2020-04-09,410,03017121,ODOLO,BRESCIA,7,1,8
2020-04-09,411,03017155,PREVALLE,BRESCIA,23,5,28
2020-04-09,412,03015032,BRESSO,MILANO,186,37,223
2020-04-09,413,03016215,TORRE DE` BUSI,BERGAMO,11,0,11
2020-04-09,414,03016226,VALLEVE,BERGAMO,1,0,1
2020-04-09,415,03015142,MELZO,MILANO,73,13,86
2020-04-09,416,03097054,MONTICELLO BRIANZA,LECCO,18,1,19
2020-04-09,417,03016167,POGNANO,BERGAMO,10,4,14
2020-04-09,418,03016200,SOLTO COLLINA,BERGAMO,9,5,14
2020-04-09,419,03018138,SANNAZZARO DE` BURGONDI,PAVIA,23,7,30
2020-04-09,420,03017170,SALO`,BRESCIA,60,10,70
2020-04-09,422,03014015,CASTIONE ANDEVENNO,SONDRIO,4,1,5
2020-04-09,423,03018174,VERRETTO,PAVIA,0,3,3
2020-04-09,424,03108006,BELLUSCO,MONZA E DELLA BRIANZA,35,13,48
2020-04-09,425,03018166,VAL DI NIZZA,PAVIA,2,0,2
2020-04-09,426,03013238,VENIANO,COMO,2,0,2
2020-04-09,427,03017027,BRAONE,BRESCIA,4,1,5
2020-04-09,428,03016047,CALVENZANO,BERGAMO,28,13,41
2020-04-09,429,03013129,LIPOMO,COMO,15,3,18
2020-04-09,430,03016023,BERBENNO,BERGAMO,19,1,20
2020-04-09,432,03012130,UBOLDO,VARESE,10,1,11
2020-04-09,433,03017059,COLOGNE,BRESCIA,40,13,53
2020-04-09,434,03013006,ALSERIO,COMO,3,0,3
2020-04-09,435,03017165,RONCADELLE,BRESCIA,63,19,82
2020-04-09,436,03108014,CAMPARADA,MONZA E DELLA BRIANZA,2,0,2
2020-04-09,437,03013106,GARZENO,COMO,3,2,5
2020-04-09,438,03018052,CONFIENZA,PAVIA,2,4,6
2020-04-09,439,03013123,LASNIGO,COMO,2,0,2
2020-04-09,440,03013101,FIGINO SERENZA,COMO,7,4,11
2020-04-09,441,03016137,MONASTEROLO DEL CASTELLO,BERGAMO,6,1,7
2020-04-09,442,03098047,SAN FIORANO,LODI,19,7,26
2020-04-09,444,03020039,PEGOGNAGA,MANTOVA,40,11,51
2020-04-09,446,03097023,COLICO,LECCO,16,2,18
2020-04-09,447,03098017,CAVENAGO D`ADDA,LODI,14,2,16
2020-04-09,448,03014027,DUBINO,SONDRIO,12,0,12
2020-04-09,449,03012110,ORINO,VARESE,1,0,1
2020-04-09,450,03108032,MISINTO,MONZA E DELLA BRIANZA,10,2,12
2020-04-09,451,03019066,PALAZZO PIGNANO,CREMONA,17,3,20
2020-04-09,452,03014070,TRESIVIO,SONDRIO,3,2,5
2020-04-09,453,03019100,SPINADESCO,CREMONA,20,2,22
2020-04-09,455,03016007,ALMENNO SAN SALVATORE,BERGAMO,38,11,49
2020-04-09,468,03012009,BARDELLO,VARESE,2,0,2
2020-04-09,469,03018186,ZEME,PAVIA,7,6,13
2020-04-09,470,03013107,GERA LARIO,COMO,3,0,3
2020-04-09,471,03013015,BARNI,COMO,2,0,2
2020-04-09,472,03013152,MOLTRASIO,COMO,1,0,1
2020-04-09,473,03017057,COLLEBEATO,BRESCIA,22,6,28
2020-04-09,536,03017011,BARBARIGA,BRESCIA,27,14,41
2020-04-09,537,03015016,BELLINZAGO LOMBARDO,MILANO,8,3,11
2020-04-09,474,03018118,PORTALBERA,PAVIA,7,2,9
2020-04-09,475,03019035,CREMA,CREMONA,356,105,461
2020-04-09,476,03012026,BUSTO ARSIZIO,VARESE,133,19,152
2020-04-09,477,03012088,LEGGIUNO,VARESE,5,0,5
2020-04-09,478,03018048,CHIGNOLO PO,PAVIA,33,6,39
2020-04-09,479,03108027,LIMBIATE,MONZA E DELLA BRIANZA,118,9,127
2020-04-09,480,03015185,RODANO,MILANO,12,3,15
2020-04-09,481,03017143,PISOGNE,BRESCIA,60,13,73
2020-04-09,482,03016104,FORESTO SPARSO,BERGAMO,15,9,24
2020-04-09,484,03018046,CERTOSA DI PAVIA,PAVIA,28,3,31
2020-04-09,485,03014044,MONTAGNA IN VALTELLINA,SONDRIO,8,3,11
2020-04-09,486,03017103,MANERBIO,BRESCIA,131,38,169
2020-04-09,487,03015061,CASSINETTA DI LUGAGNANO,MILANO,6,0,6
2020-04-09,488,03016229,VALTORTA,BERGAMO,0,2,2
2020-04-09,489,03012113,PORTO CERESIO,VARESE,1,1,2
2020-04-09,490,03015244,VIZZOLO PREDABISSI,MILANO,32,12,44
2020-04-09,491,03097015,CASARGO,LECCO,3,0,3
2020-04-09,493,03018139,SANTA CRISTINA E BISSONE,PAVIA,14,5,19
2020-04-09,494,03016244,ZANDOBBIO,BERGAMO,18,5,23
2020-04-09,492,03017188,TRAVAGLIATO,BRESCIA,79,11,90
2020-04-09,495,03098003,BOFFALORA D`ADDA,LODI,9,2,11
2020-04-09,496,03013201,ROVELLASCA,COMO,10,3,13
2020-04-09,497,03015085,CORBETTA,MILANO,56,8,64
2020-04-09,498,03019113,VESCOVATO,CREMONA,30,9,39
2020-04-09,500,03014067,TORRE DI SANTA MARIA,SONDRIO,1,0,1
2020-04-09,501,03017094,LOSINE,BRESCIA,2,0,2
2020-04-09,502,03012040,CASSANO MAGNAGO,VARESE,33,4,37
2020-04-09,503,03097092,LA VALLETTA BRIANZA,LECCO,19,6,25
2020-04-09,504,03014060,SONDALO,SONDRIO,17,2,19
2020-04-09,505,03098002,BERTONICO,LODI,3,0,3
2020-04-09,506,03012073,GAZZADA SCHIANNO,VARESE,8,0,8
2020-04-09,507,03018109,PARONA,PAVIA,8,5,13
2020-04-09,508,03015170,PERO,MILANO,38,5,43
2020-04-09,509,03014075,VERCEIA,SONDRIO,5,2,7
2020-04-09,510,03012070,GALLARATE,VARESE,80,6,86
2020-04-09,511,03098024,CORTE PALASIO,LODI,10,2,12
2020-04-09,512,03098031,LODI,LODI,359,100,459
2020-04-09,514,03098018,CERVIGNANO D`ADDA,LODI,15,7,22
2020-04-09,513,03017201,VILLANUOVA SUL CLISI,BRESCIA,43,10,53
2020-04-09,515,03016193,SARNICO,BERGAMO,29,14,43
2020-04-09,516,03017053,CIGOLE,BRESCIA,22,7,29
2020-04-09,518,03013032,BRUNATE,COMO,4,3,7
2020-04-09,519,03019065,PADERNO PONCHIELLI,CREMONA,16,3,19
2020-04-09,520,03017169,SALE MARASINO,BRESCIA,15,5,20
2020-04-09,521,03019059,MONTODINE,CREMONA,37,6,43
2020-04-09,517,03097034,ERVE,LECCO,3,0,3
2020-04-09,522,03012091,LOZZA,VARESE,1,1,2
2020-04-09,524,03018177,VIGEVANO,PAVIA,267,77,344
2020-04-09,525,03017141,PEZZAZE,BRESCIA,11,2,13
2020-04-09,526,03097059,OLGINATE,LECCO,36,4,40
2020-04-09,527,03097071,ROBBIATE,LECCO,31,4,35
2020-04-09,529,03018078,LANDRIANO,PAVIA,14,6,20
2020-04-09,530,03017038,CAPRIOLO,BRESCIA,64,23,87
2020-04-09,531,03018135,SAN GENESIO ED UNITI,PAVIA,8,1,9
2020-04-09,532,03017087,LAVENONE,BRESCIA,2,0,2
2020-04-09,533,03020007,BOZZOLO,MANTOVA,26,1,27
2020-04-09,534,03020068,VILLIMPENTA,MANTOVA,2,2,4
2020-04-09,535,03017080,GOTTOLENGO,BRESCIA,40,16,56
2020-04-09,538,03018072,GIUSSAGO,PAVIA,9,3,12
2020-04-09,580,03014002,ALBOSAGGIA,SONDRIO,5,0,5
2020-04-09,581,03018103,NICORVO,PAVIA,1,1,2
2020-04-09,578,03015167,PANTIGLIATE,MILANO,32,8,40
2020-04-09,582,03018130,ROSASCO,PAVIA,1,0,1
2020-04-09,583,03098054,SOMAGLIA,LODI,23,6,29
2020-04-09,584,03017032,CALCINATO,BRESCIA,69,10,79
2020-04-09,585,03012012,BESNATE,VARESE,5,2,7
2020-04-09,586,03015041,BUSTO GAROLFO,MILANO,38,1,39
2020-04-09,587,03016006,ALMENNO SAN BARTOLOMEO,BERGAMO,35,8,43
2020-04-09,588,03020013,CASTELBELFORTE,MANTOVA,8,0,8
2020-04-09,539,03018091,MEZZANA RABATTONE,PAVIA,2,0,2
2020-04-09,540,03018018,BORGO SAN SIRO,PAVIA,4,2,6
2020-04-09,541,03013144,MASLIANICO,COMO,3,2,5
2020-04-09,542,03016154,PAGAZZANO,BERGAMO,9,2,11
2020-04-09,543,03098049,SAN ROCCO AL PORTO,LODI,34,15,49
2020-04-09,544,03020056,SAN GIACOMO DELLE SEGNATE,MANTOVA,4,2,6
2020-04-09,545,03012133,VARESE,VARESE,121,20,141
2020-04-09,546,03017009,BAGNOLO MELLA,BRESCIA,119,20,139
2020-04-09,547,03097039,IMBERSAGO,LECCO,12,4,16
2020-04-09,548,03016122,ISSO,BERGAMO,1,0,1
2020-04-09,549,03017096,LUMEZZANE,BRESCIA,88,23,111
2020-04-09,550,03108046,VEDANO AL LAMBRO,MONZA E DELLA BRIANZA,37,8,45
2020-04-09,551,03015175,PIOLTELLO,MILANO,172,26,198
2020-04-09,552,03012068,FERNO,VARESE,18,2,20
2020-04-09,553,03016083,CORTENUOVA,BERGAMO,11,7,18
2020-04-09,554,03016206,SPIRANO,BERGAMO,37,10,47
2020-04-09,555,03012083,INDUNO OLONA,VARESE,7,2,9
2020-04-09,556,03016188,SAN GIOVANNI BIANCO,BERGAMO,42,17,59
2020-04-09,557,03098021,CORNEGLIANO LAUDENSE,LODI,19,4,23
2020-04-09,558,03016073,CHIUDUNO,BERGAMO,37,11,48
2020-04-09,559,03017149,PONTEVICO,BRESCIA,69,18,87
2020-04-09,560,03015009,ARESE,MILANO,39,9,48
2020-04-09,561,03016211,TAVERNOLA BERGAMASCA,BERGAMO,15,5,20
2020-04-09,562,03015144,MESERO,MILANO,24,4,28
2020-04-09,563,03019108,TORRICELLA DEL PIZZO,CREMONA,5,1,6
2020-04-09,565,03019091,SAN MARTINO DEL LAGO,CREMONA,3,0,3
2020-04-09,566,03097090,VIGANO`,LECCO,15,2,17
2020-04-09,567,03014061,SONDRIO,SONDRIO,89,9,98
2020-04-09,568,03012013,BESOZZO,VARESE,9,1,10
2020-04-09,569,03014063,TALAMONA,SONDRIO,15,6,21
2020-04-09,570,03013249,GRAVEDONA ED UNITI,COMO,30,4,34
2020-04-09,571,03018173,VELLEZZO BELLINI,PAVIA,22,2,24
2020-04-09,572,03019104,TICENGO,CREMONA,3,2,5
2020-04-09,573,03016019,BARBATA,BERGAMO,4,0,4
2020-04-09,574,03015172,PESSANO CON BORNAGO,MILANO,74,8,82
2020-04-09,575,03018075,GRAVELLONA LOMELLINA,PAVIA,12,4,16
2020-04-09,577,03015204,SEDRIANO,MILANO,42,11,53
2020-04-09,591,03019072,PIANENGO,CREMONA,27,3,30
2020-04-09,592,03017054,CIMBERGO,BRESCIA,2,0,2
2020-04-09,593,03018153,STRADELLA,PAVIA,55,13,68
2020-04-09,594,03014012,CAMPODOLCINO,SONDRIO,2,1,3
2020-04-09,595,03017138,SAN PAOLO,BRESCIA,51,13,64
2020-04-09,725,03016093,ENDINE GAIANO,BERGAMO,21,9,30
2020-04-09,726,03017137,PAVONE DEL MELLA,BRESCIA,25,13,38
2020-04-09,727,03016058,CASAZZA,BERGAMO,35,4,39
2020-04-09,728,03016021,BARZANA,BERGAMO,12,5,17
2020-04-09,729,03018134,SAN DAMIANO AL COLLE,PAVIA,5,1,6
2020-04-09,730,03017194,VALVESTINO,BRESCIA,2,0,2
2020-04-09,731,03012143,CADREZZATE CON OSMATE,VARESE,3,1,4
2020-04-09,732,03019047,GENIVOLTA,CREMONA,8,0,8
2020-04-09,733,03017197,VESTONE,BRESCIA,51,5,56
2020-04-09,734,03016025,BERZO SAN FERMO,BERGAMO,9,7,16
2020-04-09,736,03018036,CASTANA,PAVIA,6,2,8
2020-04-09,737,03019022,CASALMORANO,CREMONA,23,5,28
2020-04-09,738,03012089,LONATE CEPPINO,VARESE,9,2,11
2020-04-09,596,03018188,ZERBO,PAVIA,1,1,2
2020-04-09,597,03020029,MAGNACAVALLO,MANTOVA,3,3,6
2020-04-09,598,03014036,LANZADA,SONDRIO,8,1,9
2020-04-09,599,03017151,POZZOLENGO,BRESCIA,13,5,18
2020-04-09,600,03017156,PROVAGLIO D`ISEO,BRESCIA,56,16,72
2020-04-09,601,03017072,FLERO,BRESCIA,40,9,49
2020-04-09,602,03015105,GARBAGNATE MILANESE,MILANO,141,16,157
2020-04-09,603,03015221,TREZZO SULL`ADDA,MILANO,97,27,124
2020-04-09,604,03019074,PIEVE D`OLMI,CREMONA,16,2,18
2020-04-09,605,03019084,RIVOLTA D`ADDA,CREMONA,69,13,82
2020-04-09,606,03015224,TRUCCAZZANO,MILANO,22,4,26
2020-04-09,607,03016060,CASNIGO,BERGAMO,27,17,44
2020-04-09,608,03012030,CANTELLO,VARESE,11,1,12
2020-04-09,609,03020065,SUZZARA,MANTOVA,50,7,57
2020-04-09,610,03018073,GODIASCO SALICE TERME,PAVIA,10,3,13
2020-04-09,611,03018045,CERGNAGO,PAVIA,3,0,3
2020-04-09,612,03018016,BORGO PRIOLO,PAVIA,4,3,7
2020-04-09,614,03018062,FERRERA ERBOGNONE,PAVIA,4,0,4
2020-04-09,615,03019067,PANDINO,CREMONA,72,22,94
2020-04-09,616,03014066,TIRANO,SONDRIO,41,4,45
2020-04-09,617,03018004,ALBUZZANO,PAVIA,36,13,49
2020-04-09,618,03108050,VIMERCATE,MONZA E DELLA BRIANZA,143,23,166
2020-04-09,619,03015247,ZIBIDO SAN GIACOMO,MILANO,9,0,9
2020-04-09,620,03018161,TORRICELLA VERZATE,PAVIA,3,0,3
2020-04-09,621,03020036,MONZAMBANO,MANTOVA,11,1,12
2020-04-09,622,03018114,PIEVE PORTO MORONE,PAVIA,27,4,31
2020-04-09,624,03019028,CELLA DATI,CREMONA,4,0,4
2020-04-09,625,03015166,PADERNO DUGNANO,MILANO,196,22,218
2020-04-09,626,03016066,CAVERNAGO,BERGAMO,6,5,11
2020-04-09,627,03012076,GERMIGNAGA,VARESE,5,0,5
2020-04-09,628,03019051,GRUMELLO CREMONESE ED UNITI,CREMONA,16,4,20
2020-04-09,629,03020027,GONZAGA,MANTOVA,27,2,29
2020-04-09,630,03016056,CARONA,BERGAMO,0,1,1
2020-04-09,631,03015015,BASIGLIO,MILANO,19,5,24
2020-04-09,632,03012038,CASCIAGO,VARESE,4,2,6
2020-04-09,633,03016117,GRASSOBBIO,BERGAMO,54,16,70
2020-04-09,634,03016247,COSTA SERINA,BERGAMO,9,3,12
2020-04-09,635,03019088,SAN BASSANO,CREMONA,22,5,27
2020-04-09,636,03016071,CERETE,BERGAMO,14,1,15
2020-04-09,637,03012087,LAVENO - MOMBELLO,VARESE,31,1,32
2020-04-09,638,03016015,AVIATICO,BERGAMO,5,1,6
2020-04-09,639,03013037,CAGLIO,COMO,3,0,3
2020-04-09,640,03016234,VERTOVA,BERGAMO,37,20,57
2020-04-09,641,03018026,CAMPOSPINOSO,PAVIA,9,4,13
2020-04-09,643,03016221,UBIALE CLANEZZO,BERGAMO,7,4,11
2020-04-09,644,03015195,SAN GIULIANO MILANESE,MILANO,138,33,171
2020-04-09,645,03012078,GORLA MAGGIORE,VARESE,8,0,8
2020-04-09,646,03013202,ROVELLO PORRO,COMO,11,1,12
2020-04-09,647,03013188,PONTE LAMBRO,COMO,6,2,8
2020-04-09,648,03019081,RIPALTA CREMASCA,CREMONA,39,7,46
2020-04-09,649,03015229,VANZAGO,MILANO,30,5,35
2020-04-09,650,03012042,CASTELLANZA,VARESE,36,3,39
2020-04-09,651,03015098,CUSANO MILANINO,MILANO,71,11,82
2020-04-09,652,03097040,INTROBIO,LECCO,8,2,10
2020-04-09,653,03016163,PIARIO,BERGAMO,14,3,17
2020-04-09,654,03017145,POLPENAZZE DEL GARDA,BRESCIA,14,3,17
2020-04-09,655,03098059,VALERA FRATTA,LODI,6,3,9
2020-04-09,656,03013004,ALBESE CON CASSANO,COMO,91,3,94
2020-04-09,657,03108049,VILLASANTA,MONZA E DELLA BRIANZA,48,4,52
2020-04-09,658,03097005,BARZAGO,LECCO,8,4,12
2020-04-09,659,03017134,PARATICO,BRESCIA,31,12,43
2020-04-09,660,03016059,CASIRATE D`ADDA,BERGAMO,20,8,28
2020-04-09,735,03017133,PALAZZOLO SULL`OGLIO,BRESCIA,118,47,165
2020-04-09,739,03014017,CERCINO,SONDRIO,3,0,3
2020-04-09,740,03017047,CEDEGOLO,BRESCIA,11,0,11
2020-04-09,741,03017070,ESINE,BRESCIA,59,6,65
2020-04-09,661,03015134,MARCALLO CON CASONE,MILANO,20,2,22
2020-04-09,662,03019099,SOSPIRO,CREMONA,43,7,50
2020-04-09,663,03015116,LAINATE,MILANO,74,9,83
2020-04-09,664,03015022,BESATE,MILANO,3,0,3
2020-04-09,665,03097002,AIRUNO,LECCO,11,3,14
2020-04-09,666,03098001,ABBADIA CERRETO,LODI,4,0,4
2020-04-09,667,03015050,CARPIANO,MILANO,8,0,8
2020-04-09,668,03017035,CAPO DI PONTE,BRESCIA,21,3,24
2020-04-09,670,03017040,CASTEGNATO,BRESCIA,48,20,68
2020-04-09,671,03020010,CASALMORO,MANTOVA,20,6,26
2020-04-09,672,03019068,PERSICO DOSIMO,CREMONA,49,4,53
2020-04-09,673,03017100,MALEGNO,BRESCIA,23,3,26
2020-04-09,674,03098033,MACCASTORNA,LODI,1,0,1
2020-04-09,675,03018068,GAMBOLO`,PAVIA,42,15,57
2020-04-09,676,03097079,TACENO,LECCO,1,0,1
2020-04-09,677,03108020,COGLIATE,MONZA E DELLA BRIANZA,19,0,19
2020-04-09,678,03019109,TRESCORE CREMASCO,CREMONA,21,6,27
2020-04-09,679,03012035,CARONNO VARESINO,VARESE,7,0,7
2020-04-09,680,03016240,VILLA DI SERIO,BERGAMO,55,27,82
2020-04-09,681,03019018,CASALETTO CEREDANO,CREMONA,9,1,10
2020-04-09,682,03017112,MONTICELLI BRUSATI,BRESCIA,35,7,42
2020-04-09,683,03013131,LOCATE VARESINO,COMO,2,1,3
2020-04-09,684,03098062,CASTELGERUNDO,LODI,34,1,35
2020-04-09,685,03018058,COSTA DE` NOBILI,PAVIA,5,0,5
2020-04-09,686,03020058,SAN GIOVANNI DEL DOSSO,MANTOVA,9,1,10
2020-04-09,687,03012072,GAVIRATE,VARESE,11,0,11
2020-04-09,688,03019087,SALVIROLA,CREMONA,10,0,10
2020-04-09,689,03015136,MASATE,MILANO,10,4,14
2020-04-09,691,03016108,GANDINO,BERGAMO,39,11,50
2020-04-09,692,03016116,GORNO,BERGAMO,22,6,28
2020-04-09,693,03017180,SOIANO DEL LAGO,BRESCIA,8,2,10
2020-04-09,694,03017167,RUDIANO,BRESCIA,22,4,26
2020-04-09,695,03015058,CASOREZZO,MILANO,19,3,22
2020-04-09,696,03019116,PIADENA DRIZZONA,CREMONA,24,4,28
2020-04-09,697,03014038,LOVERO,SONDRIO,1,0,1
2020-04-09,698,03018164,TROMELLO,PAVIA,8,4,12
2020-04-09,699,03012017,BREBBIA,VARESE,5,1,6
2020-04-09,700,03018097,MONTESCANO,PAVIA,5,1,6
2020-04-09,701,03015019,BERNATE TICINO,MILANO,3,1,4
2020-04-09,702,03012128,TRAVEDONA - MONATE,VARESE,7,0,7
2020-04-09,703,03017148,PONTE DI LEGNO,BRESCIA,10,1,11
2020-04-09,704,03016162,PIANICO,BERGAMO,12,2,14
2020-04-09,705,03017036,CAPOVALLE,BRESCIA,1,1,2
2020-04-09,706,03017187,TOSCOLANO MADERNO,BRESCIA,54,3,57
2020-04-09,707,03015181,RESCALDINA,MILANO,15,3,18
2020-04-09,708,03015184,ROBECCO SUL NAVIGLIO,MILANO,18,0,18
2020-04-09,709,03013254,CENTRO VALLE INTELVI,COMO,5,0,5
2020-04-09,710,03020014,CASTEL D`ARIO,MANTOVA,10,3,13
2020-04-09,711,03018041,CAVA MANARA,PAVIA,34,4,38
2020-04-09,712,03016102,FONTENO,BERGAMO,2,4,6
2020-04-09,713,03018057,CORVINO SAN QUIRICO,PAVIA,2,1,3
2020-04-09,714,03013048,CARUGO,COMO,11,2,13
2020-04-09,715,03016217,TORRE PALLAVICINA,BERGAMO,8,3,11
2020-04-09,716,03016235,VIADANICA,BERGAMO,2,3,5
2020-04-09,717,03016157,PALOSCO,BERGAMO,39,13,52
2020-04-09,718,03108039,SEREGNO,MONZA E DELLA BRIANZA,127,9,136
2020-04-09,719,03019061,MOTTA BALUFFI,CREMONA,10,1,11
2020-04-09,720,03014033,GROSIO,SONDRIO,12,2,14
2020-04-09,721,03013133,LOMAZZO,COMO,14,2,16
2020-04-09,722,03019077,POZZAGLIO ED UNITI,CREMONA,18,1,19
2020-04-09,723,03016050,CAPIZZONE,BERGAMO,7,6,13
2020-04-09,724,03017050,CETO,BRESCIA,21,2,23
2020-04-09,742,03012122,SOLBIATE OLONA,VARESE,9,0,9
2020-04-09,743,03013052,CASLINO D`ERBA,COMO,7,0,7
2020-04-09,744,03016203,SOTTO IL MONTE GIOVANNI XXIII,BERGAMO,30,10,40
2020-04-09,745,03016164,PIAZZA BREMBANA,BERGAMO,7,1,8
2020-04-09,746,03017097,MACLODIO,BRESCIA,8,1,9
2020-04-09,747,03013170,ORSENIGO,COMO,4,1,5
2020-04-09,748,03013046,CARIMATE,COMO,6,0,6
2020-04-09,814,03016176,PRESEZZO,BERGAMO,30,13,43
2020-04-09,816,03013012,AROSIO,COMO,12,4,16
2020-04-09,750,03015171,PESCHIERA BORROMEO,MILANO,55,22,77
2020-04-09,751,03020034,MEDOLE,MANTOVA,10,3,13
2020-04-09,752,03097035,ESINO LARIO,LECCO,4,0,4
2020-04-09,753,03017177,SENIGA,BRESCIA,7,0,7
2020-04-09,754,03098058,TURANO LODIGIANO,LODI,18,5,23
2020-04-09,755,03097017,CASSAGO BRIANZA,LECCO,19,2,21
2020-04-09,756,03016129,LURANO,BERGAMO,21,3,24
2020-04-09,757,03015125,LOCATE DI TRIULZI,MILANO,27,11,38
2020-04-09,758,03019041,DOVERA,CREMONA,20,5,25
2020-04-09,759,03108024,GIUSSANO,MONZA E DELLA BRIANZA,52,13,65
2020-04-09,760,03014071,VALDIDENTRO,SONDRIO,20,3,23
2020-04-09,761,03098060,VILLANOVA DEL SILLARO,LODI,11,1,12
2020-04-09,762,03016103,FOPPOLO,BERGAMO,1,0,1
2020-04-09,763,03017037,CAPRIANO DEL COLLE,BRESCIA,28,5,33
2020-04-09,764,03017043,CASTENEDOLO,BRESCIA,73,11,84
2020-04-09,765,03017039,CARPENEDOLO,BRESCIA,116,21,137
2020-04-09,766,03018154,SUARDI,PAVIA,1,1,2
2020-04-09,767,03019064,OSTIANO,CREMONA,29,5,34
2020-04-09,769,03014018,CHIAVENNA,SONDRIO,11,5,16
2020-04-09,770,03015150,MORIMONDO,MILANO,2,0,2
2020-04-09,771,03018169,VALLE SALIMBENE,PAVIA,9,0,9
2020-04-09,772,03016026,BIANZANO,BERGAMO,3,3,6
2020-04-09,768,03108034,MUGGIO`,MONZA E DELLA BRIANZA,61,22,83
2020-04-09,773,03017108,MILZANO,BRESCIA,9,2,11
2020-04-09,774,03097060,OLIVETO LARIO,LECCO,3,0,3
2020-04-09,775,03108016,CARNATE,MONZA E DELLA BRIANZA,30,5,35
2020-04-09,776,03097048,MERATE,LECCO,82,16,98
2020-04-09,777,03016001,ADRARA SAN MARTINO,BERGAMO,6,2,8
2020-04-09,778,03020028,GUIDIZZOLO,MANTOVA,57,20,77
2020-04-09,779,03013042,CANZO,COMO,15,5,20
2020-04-09,780,03012058,CUASSO AL MONTE,VARESE,4,1,5
2020-04-09,781,03016153,OSIO SOTTO,BERGAMO,86,30,116
2020-04-09,782,03016018,BAGNATICA,BERGAMO,26,15,41
2020-04-09,783,03019048,GERRE DE`CAPRIOLI,CREMONA,20,2,22
2020-04-09,784,03018065,FRASCAROLO,PAVIA,1,4,5
2020-04-09,785,03017023,BOTTICINO,BRESCIA,70,18,88
2020-04-09,786,03020059,SAN MARTINO DALL`ARGINE,MANTOVA,18,0,18
2020-04-09,787,03012059,CUGLIATE - FABIASCO,VARESE,3,0,3
2020-04-09,788,03012084,ISPRA,VARESE,1,1,2
2020-04-09,789,03098022,CORNO GIOVINE,LODI,14,8,22
2020-04-09,790,03097001,ABBADIA LARIANA,LECCO,12,2,14
2020-04-09,791,03017166,ROVATO,BRESCIA,116,32,148
2020-04-09,792,03015038,BUSCATE,MILANO,11,1,12
2020-04-09,793,03097044,LOMAGNA,LECCO,14,3,17
2020-04-09,794,03097076,SIRTORI,LECCO,5,0,5
2020-04-09,795,03012046,CASTIGLIONE OLONA,VARESE,7,0,7
2020-04-09,796,03018098,MONTESEGALE,PAVIA,1,0,1
2020-04-09,797,03016107,GANDELLINO,BERGAMO,4,4,8
2020-04-09,798,03012086,LAVENA PONTE TRESA,VARESE,8,1,9
2020-04-09,799,03015070,CERNUSCO SUL NAVIGLIO,MILANO,142,22,164
2020-04-09,800,03013053,CASNATE CON BERNATE,COMO,14,5,19
2020-04-09,801,03012082,INARZO,VARESE,4,0,4
2020-04-09,802,03016249,CORNALBA,BERGAMO,1,0,1
2020-04-09,803,03015179,PREGNANA MILANESE,MILANO,22,3,25
2020-04-09,804,03013246,ZELBIO,COMO,1,0,1
2020-04-09,805,03097082,VALGREGHENTINO,LECCO,8,1,9
2020-04-09,806,03097062,PADERNO D`ADDA,LECCO,16,4,20
2020-04-09,807,03013047,CARLAZZO,COMO,5,2,7
2020-04-09,808,03018037,CASTEGGIO,PAVIA,27,15,42
2020-04-09,809,03013165,OLGIATE COMASCO,COMO,15,1,16
2020-04-09,811,03016212,TELGATE,BERGAMO,31,11,42
2020-04-09,812,03017140,PERTICA BASSA,BRESCIA,9,0,9
2020-04-09,813,03097022,CIVATE,LECCO,18,5,23
2020-04-09,815,03013026,BLEVIO,COMO,5,0,5
2020-04-09,891,03016238,VILLA D`ADDA,BERGAMO,26,13,39
2020-04-09,893,03019056,MALAGNINO,CREMONA,19,3,22
2020-04-09,894,03018006,BADIA PAVESE,PAVIA,1,1,2
2020-04-09,817,03017014,BEDIZZOLE,BRESCIA,55,7,62
2020-04-09,818,03019001,ACQUANEGRA CREMONESE,CREMONA,15,9,24
2020-04-09,819,03015183,ROBECCHETTO CON INDUNO,MILANO,8,5,13
2020-04-09,820,03014003,ANDALO VALTELLINO,SONDRIO,1,0,1
2020-04-09,821,03013113,GRIANTE,COMO,1,0,1
2020-04-09,822,03019034,CREDERA RUBBIANO,CREMONA,15,1,16
2020-04-09,824,03016042,BRUSAPORTO,BERGAMO,31,12,43
2020-04-09,825,03016180,RIVA DI SOLTO,BERGAMO,3,6,9
2020-04-09,826,03017139,PERTICA ALTA,BRESCIA,1,0,1
2020-04-09,827,03020071,BORGO VIRGILIO,MANTOVA,69,4,73
2020-04-09,828,03020018,CAVRIANA,MANTOVA,23,6,29
2020-04-09,829,03017124,ONO SAN PIETRO,BRESCIA,9,2,11
2020-04-09,831,03018061,DORNO,PAVIA,22,4,26
2020-04-09,832,03018022,BREME,PAVIA,2,1,3
2020-04-09,830,03013192,PROSERPIO,COMO,4,0,4
2020-04-09,833,03097037,GARBAGNATE MONASTERO,LECCO,4,2,6
